empresa_id,toma_tierra_id,elemento_id,tipo_elemento,propiedad,nodo_id,cudn,tipo_toma_tierra,tipo_electrodo,otros,datum,zona,x,y,lat,long
18,454276,449387,transformador_dx,Inst. de distribució,39112621,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,174367.492,5697297.642,-38.81554600,-72.75248030
18,454358,2305395,transformador_dx,Inst. de distribució,38909477,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,178664.868,5700007.315,-38.79275740,-72.70182410
18,454535,449663,transformador_dx,Inst. de distribució,39944471,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,174352.788,5698601.631,-38.80381510,-72.75203330
18,454977,439288,transformador_dx,Inst. de distribució,40012097,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172574.314,5701013.341,-38.78147070,-72.77132590
18,455112,2158959,transformador_dx,Inst. de distribució,38846435,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177911.709,5700275.635,-38.79006980,-72.71035290
18,455350,422642,equipo,Inst. de distribució,40281873,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186394.110,5703699.491,-38.76233570,-72.61132870
18,455400,448293,transformador_dx,Inst. de distribució,38308369,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181994.329,5700125.876,-38.79289850,-72.66351140
18,455502,445614,transformador_dx,Inst. de distribució,38560744,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173770.023,5698110.709,-38.80801390,-72.75896240
18,455573,422157,equipo,Inst. de distribució,40313245,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186472.582,5703418.784,-38.76488810,-72.61055470
18,455802,439242,transformador_dx,Inst. de distribució,40123787,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171966.639,5699989.402,-38.79045180,-72.77879330
18,455817,8114275,transformador_dx,Inst. de distribució,37999089,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173784.216,5697058.734,-38.81747840,-72.75929710
18,456119,449734,transformador_dx,Inst. de distribució,40140317,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,183023.060,5702447.272,-38.77239260,-72.65062430
18,456232,442951,transformador_dx,Inst. de distribució,39685767,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171724.787,5697099.221,-38.81634930,-72.78294770
18,456252,9545040,transformador_dx,Inst. de distribució,38492053,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,168075.925,5700705.788,-38.78255470,-72.82314770
18,456279,422073,equipo,Inst. de distribució,39095324,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176878.598,5700514.782,-38.78754130,-72.72211110
18,456428,421933,equipo,Inst. de distribució,38395451,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175703.489,5698921.949,-38.80143290,-72.73636090
18,456646,447320,transformador_dx,Inst. de distribució,39675642,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186741.156,5702573.413,-38.77258630,-72.60785290
18,457348,440250,transformador_dx,Inst. de distribució,39358655,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173546.209,5701000.967,-38.78194220,-72.76016690
18,457567,431656,equipo,Inst. de distribució,37835934,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170985.998,5699496.652,-38.79451710,-72.79029480
18,457651,416976,equipo,Inst. de distribució,39636723,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173170.304,5699210.864,-38.79789930,-72.76533300
18,457653,417210,equipo,Inst. de distribució,37722031,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184721.640,5702793.905,-38.76988390,-72.63095280
18,457713,432498,equipo,Inst. de distribució,38943870,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177380.098,5701945.363,-38.77486060,-72.71568070
18,457931,440214,transformador_dx,Inst. de distribució,37969946,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176120.562,5698851.632,-38.80221850,-72.73160110
18,458033,9535642,transformador_dx,Inst. de distribució,38634317,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,178434.817,5700754.953,-38.78595040,-72.70411910
18,458079,433151,equipo,Inst. de distribució,39409696,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181899.953,5702489.204,-38.77161130,-72.66350690
18,458492,1717318038,transformador_dx,Inst. de distribució,38936734,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,178214.759,5701876.804,-38.77578200,-72.70612450
18,458501,438791,transformador_dx,Inst. de distribució,38340862,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177918.190,5701603.319,-38.77813300,-72.70965890
18,458610,452866,transformador_dx,Inst. de distribució,38143709,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181741.589,5701899.261,-38.77685950,-72.66559790
18,458701,442925,transformador_dx,Inst. de distribució,37835389,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175673.680,5698355.756,-38.80651320,-72.73696970
18,459086,444205,transformador_dx,Inst. de distribució,40120105,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177076.615,5699201.668,-38.79942170,-72.72045060
18,459484,1716998968,equipo,Inst. de distribució,39952624,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,182548.462,5702294.005,-38.77360030,-72.65614680
18,459564,,otro,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171867.860,5698652.908,-38.80243240,-72.78056390
18,459579,2242880,transformador_dx,Inst. de distribució,38743623,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176171.030,5701680.608,-38.77679840,-72.72969370
18,459849,441611,transformador_dx,Inst. de distribució,39303189,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181391.752,5702354.526,-38.77263910,-72.66940690
18,460138,1716987821,transformador_dx,Inst. de distribució,38916750,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173144.041,5699478.514,-38.79548290,-72.76550800
18,460197,444495,transformador_dx,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181148.532,5702363.567,-38.77246990,-72.67219680
18,460400,9215103,transformador_dx,Inst. de distribució,38980449,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181402.759,5700067.408,-38.79321070,-72.67033610
18,460820,444558,transformador_dx,Inst. de distribució,39949735,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171391.908,5699108.808,-38.79815580,-72.78581580
18,461036,431780,equipo,Inst. de distribució,39163985,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177932.201,5701285.289,-38.78099800,-72.70964630
18,461105,426971,equipo,Inst. de distribució,39787961,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175275.478,5700174.352,-38.79001360,-72.74068980
18,461120,426881,equipo,Inst. de distribució,38693947,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175920.213,5700364.124,-38.78854430,-72.73319290
18,461152,446081,transformador_dx,Inst. de distribució,39655273,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,169732.451,5699785.026,-38.79145550,-72.80455920
18,461204,1717277753,transformador_dx,Inst. de distribució,38363237,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,180171.771,5700961.940,-38.78472080,-72.68406650
18,461408,447318,transformador_dx,Inst. de distribució,39644907,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172693.200,5699335.656,-38.79660020,-72.77075590
18,461430,447155,transformador_dx,Inst. de distribució,39643678,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175659.510,5697895.583,-38.81064590,-72.73734900
18,461432,440677,transformador_dx,Inst. de distribució,39312348,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,174899.231,5698739.900,-38.80277360,-72.74568860
18,461665,6718425,transformador_dx,Inst. de distribució,39029695,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176328.858,5699851.191,-38.79330680,-72.72873850
18,461749,450639,transformador_dx,Inst. de distribució,39920502,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,168996.966,5700460.310,-38.78510800,-72.81268520
18,461769,2030774,transformador_dx,Inst. de distribució,39349635,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181030.913,5702333.303,-38.77269960,-72.67356190
18,461799,,otro,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,180226.481,5701800.601,-38.77719880,-72.68304950
18,461803,431435,equipo,Inst. de distribució,38121109,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,179415.176,5701375.132,-38.78073040,-72.69256730
18,461823,428254,equipo,Inst. de distribució,40307388,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186498.447,5703441.651,-38.76469160,-72.61024720
18,461964,417141,equipo,Inst. de distribució,40285948,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170548.194,5699919.671,-38.79055000,-72.79512290
18,462114,2194156,equipo,Inst. de distribució,38931633,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186720.953,5702680.296,-38.77161790,-72.60803650
18,462535,450163,transformador_dx,Inst. de distribució,39686388,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177186.914,5701845.183,-38.77569080,-72.71794670
18,462871,444052,transformador_dx,Inst. de distribució,38432633,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176282.157,5699449.996,-38.79689730,-72.72946330
18,462896,448849,transformador_dx,Inst. de distribució,40334760,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,180048.747,5700257.080,-38.79101470,-72.68580680
18,463009,431759,equipo,Inst. de distribució,38282497,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,169925.292,5700498.825,-38.78510960,-72.80200230
18,463065,453271,transformador_dx,Inst. de distribució,38604051,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186238.944,5703207.467,-38.76670550,-72.61333450
18,463068,447106,transformador_dx,Inst. de distribució,40183651,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186448.208,5703742.768,-38.76196570,-72.61068760
18,463155,443006,transformador_dx,Inst. de distribució,38859600,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,178808.413,5702066.955,-38.77428840,-72.69921630
18,463515,442629,transformador_dx,Inst. de distribució,37959605,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181890.356,5702737.225,-38.76937740,-72.66350290
18,463821,6397001,transformador_dx,Inst. de distribució,38808747,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171470.305,5698394.503,-38.80460780,-72.78525520
18,463900,446695,transformador_dx,Inst. de distribució,37935167,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,185445.638,5702880.332,-38.76936510,-72.62259640
18,464176,444673,transformador_dx,Inst. de distribució,37967894,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177173.828,5700196.117,-38.79051490,-72.71886820
18,464208,448039,transformador_dx,Inst. de distribució,39419960,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176521.457,5700883.903,-38.78409110,-72.72604140
18,464303,447006,transformador_dx,Inst. de distribució,39253438,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184138.164,5702640.256,-38.77105710,-72.63772580
18,464431,426588,equipo,Inst. de distribució,37869781,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181734.393,5700341.553,-38.79086520,-72.66639890
18,464511,439873,transformador_dx,Inst. de distribució,38029697,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181957.017,5700534.901,-38.78920670,-72.66375170
18,464533,432199,equipo,Inst. de distribució,38817123,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186533.904,5703781.698,-38.76164600,-72.60968560
18,464656,2030887,transformador_dx,Inst. de distribució,39435403,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,180751.281,5702221.997,-38.77359940,-72.67682560
18,464671,431816,equipo,Inst. de distribució,38981970,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176047.550,5699534.489,-38.79605130,-72.73211940
18,465204,446420,transformador_dx,Inst. de distribució,38223877,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171432.391,5696769.053,-38.81920900,-72.78646570
18,465486,421971,equipo,Inst. de distribució,38777632,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176598.727,5700542.864,-38.78718620,-72.72531350
18,465902,446055,transformador_dx,Inst. de distribució,40090855,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171895.302,5698409.952,-38.80462720,-72.78036410
18,466178,427254,equipo,Inst. de distribució,38935072,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184723.357,5702793.717,-38.76988630,-72.63093320
18,466253,451367,transformador_dx,Inst. de distribució,39805893,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173480.768,5700467.459,-38.78671520,-72.76117100
18,466308,446204,transformador_dx,Inst. de distribució,37771877,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,180041.436,5701750.392,-38.77758320,-72.68519850
18,466601,9005376,transformador_dx,Inst. de distribució,38426147,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172235.155,5697506.392,-38.81287820,-72.77688830
18,467009,9354089,transformador_dx,Inst. de distribució,38815669,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,182246.143,5701182.401,-38.78348810,-72.66013140
18,467077,1716255198,transformador_dx,Inst. de distribució,37994992,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177490.196,5700636.746,-38.78666840,-72.71502730
18,467134,447377,transformador_dx,Inst. de distribució,280896909,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,178643.574,5699424.558,-38.79799010,-72.70234020
18,467323,9234365,transformador_dx,Inst. de distribució,38456831,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,174288.709,5699656.576,-38.79430540,-72.75227150
18,467494,450716,transformador_dx,Inst. de distribució,39566034,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173568.334,5697298.780,-38.81524000,-72.76166470
18,467501,1716240013,transformador_dx,Inst. de distribució,38952356,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170574.713,5699363.895,-38.79555720,-72.79508360
18,467524,422611,equipo,Inst. de distribució,38176819,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184200.591,5702636.786,-38.77111060,-72.63701020
18,467661,448431,transformador_dx,Inst. de distribució,37597609,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170574.678,5699898.787,-38.79074770,-72.79482860
18,467770,427007,equipo,Inst. de distribució,38938075,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175633.134,5699438.247,-38.79676440,-72.73692650
18,467796,440350,transformador_dx,Inst. de distribució,37992827,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181595.383,5702717.643,-38.76944710,-72.66690030
18,467838,449501,transformador_dx,Inst. de distribució,37798591,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,179259.452,5701406.379,-38.78039280,-72.69434190
18,467850,440273,transformador_dx,Inst. de distribució,38190647,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,176914.099,5700787.367,-38.78510310,-72.72157560
18,468153,9488813,equipo,Inst. de distribució,37993371,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184207.375,5702665.506,-38.77085480,-72.63691920
18,468532,647868,transformador_dx,Inst. de distribució,39979542,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,174925.944,5701376.332,-38.77907650,-72.74413970
18,468543,1716010177,equipo,Inst. de distribució,38617210,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,182103.133,5700779.806,-38.78705700,-72.66195990
18,468724,427552,equipo,Inst. de distribució,38340721,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,179917.118,5702184.573,-38.77363360,-72.68642550
18,468739,,otro,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181502.900,5702349.888,-38.77272090,-72.66813220
18,469605,449295,transformador_dx,Inst. de distribució,38844274,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175236.216,5700700.239,-38.78527030,-72.74089340
18,469687,417264,equipo,Inst. de distribució,38752628,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177123.768,5700339.561,-38.78920670,-72.71937630
18,469751,2186511,equipo,Inst. de distribució,38102760,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184268.584,5702681.327,-38.77073440,-72.63620880
18,469761,452874,transformador_dx,Inst. de distribució,37915684,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177706.102,5701268.523,-38.78106620,-72.71225170
18,469988,417928,equipo,Inst. de distribució,38206424,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177911.460,5701721.898,-38.77706430,-72.70968090
18,470116,1716731562,equipo,Inst. de distribució,39582745,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177277.000,5701889.318,-38.77532690,-72.71689120
18,470365,446145,transformador_dx,Inst. de distribució,39079719,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,169823.135,5698694.856,-38.80129160,-72.80403910
18,470500,445655,transformador_dx,Inst. de distribució,39351286,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172183.063,5698858.391,-38.80070210,-72.77684420
18,470718,8520861,transformador_dx,Inst. de distribució,38654719,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172919.072,5697149.394,-38.81634240,-72.76919770
18,470920,448520,transformador_dx,Inst. de distribució,39962637,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,179737.367,5702184.194,-38.77357180,-72.68849060
18,470953,431085,equipo,Inst. de distribució,37741649,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186373.731,5703732.656,-38.76203020,-72.61154770
18,471067,445123,transformador_dx,Inst. de distribució,38614429,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,182512.323,5702652.729,-38.77036130,-72.65639710
18,471134,426592,equipo,Inst. de distribució,38413288,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,178026.235,5700771.094,-38.78565620,-72.70880590
18,471185,450219,transformador_dx,Inst. de distribució,40242550,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170765.475,5700657.832,-38.78399390,-72.79227450
18,471303,431521,equipo,Inst. de distribució,39030726,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172730.556,5696979.006,-38.81780450,-72.77144520
18,471973,417024,equipo,Inst. de distribució,40134842,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,171796.595,5698588.542,-38.80298460,-72.78141340
18,472295,438880,transformador_dx,Inst. de distribució,39405526,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181941.472,5702502.052,-38.77151070,-72.66302400
18,472494,422075,equipo,Inst. de distribució,38119235,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,168977.102,5700736.666,-38.78261570,-72.81278080
18,472775,444697,transformador_dx,Inst. de distribució,39961066,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177751.060,5699337.312,-38.79844880,-72.71263700
18,472852,416997,equipo,Inst. de distribució,39912978,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,174878.236,5699088.788,-38.79962860,-72.74576540
18,472895,1898745,transformador_dx,Inst. de distribució,39930659,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,175310.981,5701486.720,-38.77822570,-72.73966460
18,472914,447384,transformador_dx,Inst. de distribució,38297258,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,168733.149,5700701.696,-38.78283850,-72.81560000
18,473019,427209,equipo,Inst. de distribució,39981266,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170507.438,5699958.717,-38.79018370,-72.79557250
18,473424,432216,equipo,Inst. de distribució,39095534,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173394.543,5697804.297,-38.81063000,-72.76342260
18,474077,422074,equipo,Inst. de distribució,39310413,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,172811.505,5699010.383,-38.79956890,-72.76955080
18,474329,447243,transformador_dx,Inst. de distribució,39371228,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,169830.743,5700753.603,-38.78278340,-72.80296660
18,474355,452853,transformador_dx,Inst. de distribució,38742176,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181335.311,5699205.107,-38.80094080,-72.67150950
18,474986,422711,equipo,Inst. de distribució,40046991,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186228.750,5703893.534,-38.76053180,-72.61314000
18,475673,422059,equipo,Inst. de distribució,39184941,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,182547.914,5701715.531,-38.77880230,-72.65641900
18,475843,442426,transformador_dx,Inst. de distribució,38930872,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177629.683,5701880.409,-38.77553590,-72.71284390
18,476035,,otro,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181789.587,5702411.919,-38.77226650,-72.66481030
18,476288,431715,equipo,Inst. de distribució,39311007,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,173470.298,5701025.512,-38.78169340,-72.76102730
18,476325,5682329,transformador_dx,Inst. de distribució,40064820,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,182694.192,5700534.592,-38.78947510,-72.65528140
18,476631,448782,transformador_dx,Inst. de distribució,37655880,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,170042.903,5700443.092,-38.78565470,-72.80067790
18,476951,447388,transformador_dx,Inst. de distribució,39462153,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184162.914,5702787.871,-38.76973840,-72.63737400
18,477133,421738,equipo,Inst. de distribució,38159700,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,177323.742,5700526.912,-38.78759520,-72.71699100
18,477183,416839,equipo,Inst. de distribució,39723287,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,181055.951,5699877.913,-38.79478940,-72.67440880
18,641906,,otro,Inst. de prop. terce,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186751.263,5702479.532,-38.77343420,-72.60777940
18,807895,,otro,Inst. de distribució,,KB24A,Puesta a tierra de s,Conductor Cobre,,PSAD56,19,180323.416,5700301.533,-38.79071460,-72.68263010
18,807909,,otro,Inst. de distribució,,KB24A,Puesta a tierra de s,Conductor Cobre,,PSAD56,19,177110.123,5700851.554,-38.78459770,-72.71929350
18,807967,,otro,Inst. de distribució,,KB24A,Puesta a tierra de s,Conductor Cobre,,PSAD56,19,182765.139,5701196.897,-38.78354460,-72.65416170
18,809097,,otro,Inst. de distribució,,KB24A,Puesta a tierra de s,Conductor Cobre,,PSAD56,19,180361.600,5702001.982,-38.77543680,-72.68140400
18,809215,,otro,Inst. de distribució,,KB24A,Puesta a tierra de s,Conductor Cobre,,PSAD56,19,172132.244,5699229.518,-38.79734610,-72.77725180
