empresa_id,poste_id,nom_comuna,nom_region,tipo_tension,codigo_placa,propiedad,cudn,altura_poste,material,disp_postacion,cant_redes_mt,cant_redes_bt,datum,zona,x,y,lat,long
18,765930,Padre Las Casas,La Araucanía,BT,42130,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,173154.798,5700414.327,-38.78707220,-72.76494110
18,78936,Padre Las Casas,La Araucanía,MT,267088,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,182543.800,5702668.507,-38.77023080,-72.65602820
18,673851,Padre Las Casas,La Araucanía,BT,237999,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,182823.957,5701473.892,-38.78107470,-72.65335870
18,661823,Padre Las Casas,La Araucanía,BT,165466,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,177506.107,5700463.196,-38.78823490,-72.71492550
18,804019,Padre Las Casas,La Araucanía,BT,237585,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,178298.711,5699655.772,-38.79578510,-72.70619530
18,707158,Padre Las Casas,La Araucanía,BT,158049,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,178029.628,5701591.115,-38.77828350,-72.70838440
18,659645,Padre Las Casas,La Araucanía,BT,158050,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,178110.944,5701586.290,-38.77835650,-72.70745250
18,662447,Padre Las Casas,La Araucanía,BT,231109,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,171954.377,5698315.900,-38.80549490,-72.77973000
18,734810,Padre Las Casas,La Araucanía,BT,42020,Inst. de distribució,PA090H2,9.000,Hormigón,paso,0,1,PSAD56,19,184302.094,5702875.922,-38.76899630,-72.63573490
18,655074,Padre Las Casas,La Araucanía,BT,268836,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,170139.436,5700137.937,-38.78843460,-72.79971470
18,1716851486,Padre Las Casas,La Araucanía,MT,158322,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,172261.595,5698913.330,-38.80023730,-72.77591570
18,2112044,Padre Las Casas,La Araucanía,BT,231293,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,181579.518,5701671.104,-38.77885280,-72.66756510
18,1716851929,Padre Las Casas,La Araucanía,MT,165333,Inst. de distribució,PA115H2,11.500,Hormigón,paso,2,0,PSAD56,19,175633.134,5699438.247,-38.79676440,-72.73692650
18,660725,Padre Las Casas,La Araucanía,BT,165753,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,175530.323,5698727.296,-38.80311950,-72.73844230
18,661841,Padre Las Casas,La Araucanía,BT,157886,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,179341.949,5700398.618,-38.78948510,-72.69386230
18,5249,Padre Las Casas,La Araucanía,MT,157342,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,0,PSAD56,19,186283.814,5703262.295,-38.76622840,-72.61279410
18,764972,Padre Las Casas,La Araucanía,BT,268811,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,169191.250,5700290.626,-38.78670660,-72.81053460
18,708208,Padre Las Casas,La Araucanía,BT,165320,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,175531.342,5699409.228,-38.79698780,-72.73810980
18,710352,Padre Las Casas,La Araucanía,BT,165236,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,182789.757,5700384.492,-38.79085930,-72.65425230
18,1716999128,Padre Las Casas,La Araucanía,BT,1125588,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,182947.097,5701332.448,-38.78239100,-72.65200880
18,661766,Padre Las Casas,La Araucanía,BT,250087,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,177614.501,5701322.540,-38.78054700,-72.71327880
18,660462,Padre Las Casas,La Araucanía,BT,254862,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,179672.930,5700370.229,-38.78986070,-72.69007250
18,654356,Padre Las Casas,La Araucanía,BT,157885,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,179329.791,5700446.562,-38.78904960,-72.69397970
18,709213,Padre Las Casas,La Araucanía,BT,158182,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,172511.414,5696643.069,-38.82074370,-72.77412360
18,1716847282,Padre Las Casas,La Araucanía,MT,42227,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,1,PSAD56,19,181941.472,5702502.052,-38.77151070,-72.66302400
18,706417,Padre Las Casas,La Araucanía,BT,237599,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,178934.724,5700865.801,-38.78513580,-72.69832390
18,9426833,Padre Las Casas,La Araucanía,MT,977674,Inst. de prop. terce,PA115H2,11.500,Hormigón,remate,1,0,PSAD56,19,183252.514,5702582.970,-38.77125470,-72.64792610
18,2242171,Padre Las Casas,La Araucanía,MT,585337,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,175956.187,5701664.332,-38.77686580,-72.73216930
18,1716851755,Padre Las Casas,La Araucanía,MT,225374,Inst. de distribució,PA100H2,10.000,Hormigón,remate,1,1,PSAD56,19,173564.790,5697474.056,-38.81366260,-72.76162240
18,712456,Padre Las Casas,La Araucanía,BT,250075,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,177510.079,5701705.340,-38.77706650,-72.71429960
18,705071,Padre Las Casas,La Araucanía,BT,158418,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,173277.606,5698160.183,-38.80738660,-72.76459780
18,9509644,Padre Las Casas,La Araucanía,MT,975501,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,0,PSAD56,19,173360.333,5697757.423,-38.81103880,-72.76383790
18,1716859984,Padre Las Casas,La Araucanía,MT,269909,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,170732.451,5700541.128,-38.78503100,-72.79270950
18,24593,Padre Las Casas,La Araucanía,MT,157939,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,177264.033,5699252.886,-38.79902980,-72.71827300
18,710262,Padre Las Casas,La Araucanía,BT,157611,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,181279.337,5701266.396,-38.78238380,-72.67120060
18,1716529334,Padre Las Casas,La Araucanía,MT,1030211,Inst. de distribució,PA115H2,11.500,Hormigón,remate,1,0,PSAD56,19,174843.189,5699049.222,-38.79997150,-72.74618680
18,6939200,Padre Las Casas,La Araucanía,BT,761998,Inst. de distribució,PA090H2,9.000,Hormigón,paso,0,1,PSAD56,19,183075.548,5702118.295,-38.77537000,-72.65017230
18,705655,Padre Las Casas,La Araucanía,BT,231115,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,172075.071,5698246.673,-38.80616230,-72.77837600
18,2126146,Padre Las Casas,La Araucanía,MT,468909,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,1,PSAD56,19,186342.442,5703293.703,-38.76596670,-72.61210640
18,5935134,Padre Las Casas,La Araucanía,MT,670702,Inst. de distribució,PA115H2,11.500,Hormigón,remate,1,0,PSAD56,19,181812.178,5702048.310,-38.77554460,-72.66471830
18,5525761,Padre Las Casas,La Araucanía,MT,637068,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,0,PSAD56,19,182006.732,5700424.955,-38.79021340,-72.66323110
18,759886,Padre Las Casas,La Araucanía,BT,157614,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,181313.420,5701390.090,-38.78128380,-72.67075190
18,709001,Padre Las Casas,La Araucanía,BT,255165,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,181206.283,5699742.684,-38.79605990,-72.67274380
18,24591,Padre Las Casas,La Araucanía,MT,157905,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,178695.168,5700168.079,-38.79132280,-72.70140110
18,66043,Padre Las Casas,La Araucanía,MT,42198,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,173474.401,5700649.319,-38.78507760,-72.76115810
18,38118,Padre Las Casas,La Araucanía,MT,227843,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,0,PSAD56,19,177643.004,5700714.782,-38.78602260,-72.71323520
18,6123020,Padre Las Casas,La Araucanía,MT,680880,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,181245.981,5702124.336,-38.77465650,-72.67118770
18,38098,Padre Las Casas,La Araucanía,MT,250054,Inst. de distribució,PA115H2,11.500,Hormigón,remate,1,1,PSAD56,19,176914.099,5700787.367,-38.78510310,-72.72157560
18,1716998961,Padre Las Casas,La Araucanía,BT,166456,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,182503.675,5702337.207,-38.77319570,-72.65664140
18,1716852081,Padre Las Casas,La Araucanía,MT,157360,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,1,PSAD56,19,186009.125,5703110.658,-38.76749440,-72.61601850
18,6123083,Padre Las Casas,La Araucanía,MT,688874,Inst. de distribució,PA100H2,10.000,Hormigón,remate,1,0,PSAD56,19,181489.343,5702158.301,-38.77443890,-72.66837640
18,5470277,Padre Las Casas,La Araucanía,BT,642807,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,182997.152,5702919.093,-38.76814020,-72.65070540
18,9818391,Padre Las Casas,La Araucanía,MT,1053062,Inst. de distribució,PA115H2,11.500,Hormigón,remate,1,1,PSAD56,19,170199.557,5700375.364,-38.78632230,-72.79891060
18,712441,Padre Las Casas,La Araucanía,BT,157973,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,177872.812,5699539.100,-38.79667880,-72.71114370
18,658522,Padre Las Casas,La Araucanía,BT,250064,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,177234.733,5701735.287,-38.77669650,-72.71744870
18,1716958239,Padre Las Casas,La Araucanía,BT,1128985,Inst. de distribució,PA090H2,9.000,Hormigón,paso,0,1,PSAD56,19,171167.051,5700241.866,-38.78788390,-72.78785940
18,9482264,Padre Las Casas,La Araucanía,BT,1002579,Inst. de distribució,PA090H2,9.000,Hormigón,paso,0,1,PSAD56,19,181112.352,5701892.516,-38.77669290,-72.67282990
18,714386,Padre Las Casas,La Araucanía,BT,254860,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,179714.684,5700451.674,-38.78914350,-72.68955490
18,709008,Padre Las Casas,La Araucanía,BT,254865,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,179807.579,5700227.666,-38.79119170,-72.68859150
18,795115,Padre Las Casas,La Araucanía,BT,157680,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,180097.420,5700342.039,-38.79026840,-72.68520810
18,756776,Padre Las Casas,La Araucanía,BT,225071,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,173868.083,5696767.418,-38.82012890,-72.75847110
18,656407,Padre Las Casas,La Araucanía,BT,157979,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,178007.641,5699706.583,-38.79522190,-72.70951620
18,1716851489,Padre Las Casas,La Araucanía,MT,228267,Inst. de distribució,PA100H2,10.000,Hormigón,remate,1,1,PSAD56,19,173692.073,5697041.129,-38.81760260,-72.76036450
18,658636,Padre Las Casas,La Araucanía,BT,157510,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,181262.804,5702476.523,-38.77149540,-72.67083190
18,1717274276,Padre Las Casas,La Araucanía,MT,1244797,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,0,PSAD56,19,178633.688,5699470.179,-38.79757620,-72.70243260
18,657529,Padre Las Casas,La Araucanía,BT,165189,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,182714.676,5701638.927,-38.77955120,-72.65453840
18,1717274173,Padre Las Casas,La Araucanía,MT,1243624,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,0,PSAD56,19,178717.410,5700514.682,-38.78821410,-72.70098410
18,59404,Padre Las Casas,La Araucanía,MT,158388,Inst. de distribució,PA100H2,10.000,Hormigón,remate,1,0,PSAD56,19,175186.951,5701111.148,-38.78155720,-72.74126600
18,1716849367,Padre Las Casas,La Araucanía,MT,165426,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,0,PSAD56,19,176410.747,5700522.895,-38.78729680,-72.72748260
18,5673518,Padre Las Casas,La Araucanía,BT,266279,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,168705.414,5700756.920,-38.78233160,-72.81589210
18,654357,Padre Las Casas,La Araucanía,BT,158024,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,178741.070,5702045.821,-38.77445390,-72.69999980
18,9842957,Padre Las Casas,La Araucanía,MT,1050993,Inst. de distribució,PA115H2,11.500,Hormigón,paso,1,0,PSAD56,19,182226.042,5701129.933,-38.78395270,-72.66038650
18,765521,Padre Las Casas,La Araucanía,BT,42639,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,173354.444,5698923.832,-38.80054850,-72.76335310
18,741687,Padre Las Casas,La Araucanía,BT,157710,Inst. de distribució,PA090H2,9.000,Hormigón,remate,0,1,PSAD56,19,180158.649,5701061.004,-38.78382510,-72.68417140
18,51017,Padre Las Casas,La Araucanía,MT,157661,Inst. de distribució,PA100H2,10.000,Hormigón,paso,1,1,PSAD56,19,180162.930,5700725.484,-38.78684390,-72.68427770
18,758848,Padre Las Casas,La Araucanía,BT,165303,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,175039.350,5698847.899,-38.80185410,-72.74402760
18,709873,Padre Las Casas,La Araucanía,BT,42174,Inst. de distribució,PA080H1,8.000,Hormigón,remate,0,1,PSAD56,19,173130.511,5699812.000,-38.79247920,-72.76550540
18,792571,Padre Las Casas,La Araucanía,BT,269944,Inst. de distribució,PA090H2,9.000,Hormigón,paso,0,1,PSAD56,19,169729.941,5700452.191,-38.78545580,-72.80426880
18,706074,Padre Las Casas,La Araucanía,BT,165345,Inst. de distribució,PA080H1,8.000,Hormigón,paso,0,1,PSAD56,19,176083.939,5699800.246,-38.79367500,-72.73157650
