empresa_id,estructura_id,propiedad,elemento_id,tipo_elemento,cudn,clase_tension,detalle cudn,datum,zona,x,y,lat,long
18,209262,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,209913,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,210563,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,130006,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,133536,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,138493,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,139956,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,9488241,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,9463583,Inst. de distribució,,,ER3CF03C00CHBB4,Clas,,,,,,,
18,9488305,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,9488307,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,196586,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,199549,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,204256,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,204721,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,205957,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,9488300,Inst. de distribució,,,EP3CF00C03CHBD2,Clas,,,,,,,
18,9488320,Inst. de distribució,,,EP3CF00C03CHBD2,Clas,,,,,,,
18,216544,Inst. de distribució,,,EP3AF00C03BHBA1,Clas,,,,,,,
18,2146498,Inst. de distribució,,,ER4BA02A00ENNB2,BT,,,,,,,
18,9488311,Inst. de distribució,,,EP4BA00A01ENNC2,BT,,,,,,,
18,9488312,Inst. de distribució,,,EP4BA00A01ENNC2,BT,,,,,,,
18,9488381,Inst. de distribució,,,EP4BA00A01ENNC2,BT,,,,,,,
18,5836458,Inst. de distribució,,,EP4BA00A01ENNC2,BT,,,,,,,
18,5836459,Inst. de distribució,,,EP4BA00A01ENNC2,BT,,,,,,,
18,9488242,Inst. de distribució,,,EP3CF00C03CHBF2,Clas,,,,,,,
18,9488247,Inst. de distribució,,,EP3CF00C03CHBF2,Clas,,,,,,,
18,8025498,Inst. de distribució,,,ER4BA02A00ENNB2,BT,,,,,,,
18,5836490,Inst. de distribució,,,ER4BA02A00ENNB3,BT,,,,,,,
18,2293151,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,9487931,Inst. de distribució,,,ER3CF03C00BHBB3,Clas,,,,,,,
18,159241,Inst. de distribució,,,EA3AF00C03BHBB3,Clas,,,,,,,
18,8025497,Inst. de distribució,,,EP4BA00A01ENNC1,BT,,,,,,,
18,6100630,Inst. de distribució,6100062,equipo,IHA3A3,Clas,,PSAD56,19,176878.598,5700514.782,-38.78754130,-72.72211110
18,5912018,Inst. de distribució,5911034,equipo,IHA3A3,Clas,,PSAD56,19,181878.839,5702056.235,-38.77549740,-72.66394890
18,9020755,Inst. de distribució,59374,equipo,EA3AF00C03BFBB2,Clas,,PSAD56,19,177947.332,5700829.696,-38.78510040,-72.70968510
18,9426891,Inst. de prop. terce,9426843,equipo,ER3CF03C00CFBB4,Clas,,PSAD56,19,183129.249,5702779.183,-38.76944590,-72.64925210
