empresa_id,alimentador_id,alimentador_nom,alimentador_tipo,empresa_sub_alim_id,subestacion_id,nodo_id,trf_poder_id,nom_trf_poder,barra_mt_id,cap_diseno,tension,pot_coci,r1_coci,x1_coci,r0_coci,x0_coci,cap_inst_td,dda_min_kw,dda_min_kvar,dda_max_kw,dda_max_kvar,pry_ano1,pry_ano2,pry_ano3,pry_ano4,pry_ano5
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,0,0,736,123,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,180,-124,1319,46,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,0,0,1376,-37,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,313,-283,1645,-1,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,190,5,1678,22,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,464,-290,6088,-526,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,0,0,1662,-59,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,448,-289,1571,-52,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,409,-245,1432,-38,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,0,0,1298,14,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,385,-244,1263,48,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,408,-220,1328,129,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,399,-210,1296,48,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,390,-247,1322,-112,0.02,0.02,0.02,0.02,0.02
18,677,MAQUEHUE,alimentador,,SE084T058,6100000184000,146,'S/E PADRE LAS CASAS',194,307,15.0,142.166730285253670400,0,0.623,0.074,0.77,5802,427,-251,1376,-78,0.02,0.02,0.02,0.02,0.02
