empresa_id;conductor_id;tipo_conductor;cudn;detalle;cap_diseno;cap_termica;x_s0;x_s1;r_s0;r_s1;mat_conductor;tipo_proteccion;mat_aislante;separacion_fases;seccion_valor;seccion_unid
18;24489793;;;TTU 3x67/67 (BT);;;;;;;;;;;;
18;24478628;;;CU 25/25 MM2 3C (BT);;;;;;;;;;;;
18;24478636;;;CU 25/25 MM2 2C (BT);;;;;;;;;;;;
18;24478644;;;CU 25 MM2 1C (BT);;;;;;;;;;;;
18;24478652;;;CU 25/16 MM2 4C (BT);;;;;;;;;;;;
18;24478599;;;CU 16/16 MM2 2C (BT);;;;;;;;;;;;
18;24478607;;;CU 16 MM2 1C (BT);;;;;;;;;;;;
18;24478616;;;CU 25/25 MM2 4C (BT);;;;;;;;;;;;
18;24477911;;;Prot 95 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24477971;;;Cu 16 mm2  2ø (MT);;;;;;;;;;;;
18;24477990;;;Cu 16 mm2  3ø (MT);;;;;;;;;;;;
18;24478003;;;Cu 25 mm2  2ø (MT);;;;;;;;;;;;
18;24478019;;;Cu 25 mm2  3ø (MT);;;;;;;;;;;;
18;24478034;;;Cu 33,6 mm2  2ø (MT);;;;;;;;;;;;
18;24478043;;;Cu 33,6 mm2  3ø (MT);;;;;;;;;;;;
18;24478050;;;Cu 53,5 mm2  2ø (MT);;;;;;;;;;;;
18;24478055;;;Cu 53,5 mm2  3ø (MT);;;;;;;;;;;;
18;24478062;;;Cu 67,4 mm2  2ø (MT);;;;;;;;;;;;
18;24478072;;;Cu 67,4 mm2  3ø (MT);;;;;;;;;;;;
18;24478081;;;Cu 85 mm2  3ø (MT);;;;;;;;;;;;
18;24478090;;;Al 2 AAAC 2ø (MT);;;;;;;;;;;;
18;24478099;;;Al 2 AAAC 3ø (MT);;;;;;;;;;;;
18;24478108;;;Al 1/0 AAAC 2ø OLD (MT);;;;;;;;;;;;
18;24478114;;;Al 1/0 AAAC 3ø OLD (MT);;;;;;;;;;;;
18;24478123;;;Al 3/0 AAAC 3ø (MT);;;;;;;;;;;;
18;24478133;;;Comp 70 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24478142;;;Comp 95 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24478150;;;Comp 150 mm2 3ø 15KV (MT);;;;;;;;;;;;
18;24478159;;;Comp 50 mm2 3ø 25 KV (MT);;;;;;;;;;;;
18;24478165;;;Cu Cable #5 AWG 3ø (MT);;;;;;;;;;;;
18;24478173;;;Cu Cable #5 AWG 2ø (MT);;;;;;;;;;;;
18;24478180;;;Cu Alambre 10mm2 3ø (MT);;;;;;;;;;;;
18;24478189;;;Cu Alambre 10mm2 2ø (MT);;;;;;;;;;;;
18;24478194;;;Cu Cable #3 AWG 3ø (MT);;;;;;;;;;;;
18;24478203;;;Cu Cable #3 AWG 2ø (MT);;;;;;;;;;;;
18;24478211;;;Cu Alambre #4 AWG 3ø (MT);;;;;;;;;;;;
18;24478218;;;Cu Alambre #4 AWG 2ø (MT);;;;;;;;;;;;
18;24478225;;;Al ACSR 1/0 AWG 3ø (MT);;;;;;;;;;;;
18;24478233;;;Al ACSR 1/0 AWG 2ø (MT);;;;;;;;;;;;
18;24478241;;;Al ACSR 3/0 AWG 3ø (MT);;;;;;;;;;;;
18;24478248;;;Al ACSR 3/0 AWG 2ø (MT);;;;;;;;;;;;
18;24478257;;;Cu Alambre #6 AWG 3ø (MT);;;;;;;;;;;;
18;24478265;;;Cu Alambre #6 AWG 2ø (MT);;;;;;;;;;;;
18;24478274;;;Al ACSR 2 AWG 3ø (MT);;;;;;;;;;;;
18;24478280;;;Al ACSR 2 AWG 2ø (MT);;;;;;;;;;;;
18;24478288;;;CuCW Cable 2/0 AWG 3ø (MT);;;;;;;;;;;;
18;24478297;;;CuCW Cable #5 AWG 3ø (MT);;;;;;;;;;;;
18;24478306;;;Al Cable AAAC 312 MCM 3F (MT);;;;;;;;;;;;
18;24478313;;;CuCW Cable #10 AWG 3ø (MT);;;;;;;;;;;;
18;24478320;;;CuCW Cable #7 AWG 3ø (MT);;;;;;;;;;;;
18;24478329;;;Al ACSR Cable #3 AWG 3ø (MT);;;;;;;;;;;;
18;24478338;;;Al ACSR #4/0 AWG 3ø (MT);;;;;;;;;;;;
18;24478346;;;Cu Cable 350MCM 3ø (MT);;;;;;;;;;;;
18;24478353;;;CuCW Cable #5 AWG 2ø (MT);;;;;;;;;;;;
18;24478362;;;Al ACSR Cable #3 AWG 2ø (MT);;;;;;;;;;;;
18;24478371;;;Cable de Guardia (MT);;;;;;;;;;;;
18;24478379;;;Comp 70 mm2 3ø 25 KV (MT);;;;;;;;;;;;
18;24478387;;;Comp 70 mm2 2ø 25 KV (MT);;;;;;;;;;;;
18;24478394;;;Comp 70 mm2 2ø 15 KV (MT);;;;;;;;;;;;
18;24478403;;;Comp 95 mm2 2ø 15 KV (MT);;;;;;;;;;;;
18;24478412;;;Comp 50 mm2 2ø 25 KV (MT);;;;;;;;;;;;
18;24478419;;;Prot 70 mm2 3ø 25 KV (MT);;;;;;;;;;;;
18;24478426;;;Prot 70 mm2 2ø 25 KV (MT);;;;;;;;;;;;
18;24478434;;;Prot 70 mm2 2ø 15 KV (MT);;;;;;;;;;;;
18;24478443;;;Prot 70 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24478452;;;Cable  XLPE # 2 AWG 15 KV (MT);;;;;;;;;;;;
18;24478461;;;Cable XLPE # 3/0 AWG 15KV (MT);;;;;;;;;;;;
18;24478467;;;Cable  XLPE 120 mm² 15 KV (MT);;;;;;;;;;;;
18;24478477;;; XLPE # 1 AWG 3ø (MT);;;;;;;;;;;;
18;24478485;;;Apantallado BICC 3x25 mm2 3ø (MT);;;;;;;;;;;;
18;24478494;;;Apantallado BICC 240 mm2 3ø (MT);;;;;;;;;;;;
18;24478503;;;Apantallado BICC 3x150 mm2 3ø (MT);;;;;;;;;;;;
18;24478511;;;Apantallado BICC 3x50 mm2 3ø (MT);;;;;;;;;;;;
18;24478517;;;Apantallado BICC 3x95 mm2 3ø (MT);;;;;;;;;;;;
18;24478525;;;Cable XLPE  240 mm2 15KV (MT);;;;;;;;;;;;
18;24478534;;;MADECO TIPO ET # 2 AWG 3ø (MT);;;;;;;;;;;;
18;24478543;;;Paso (BT);;;;;;;;;;;;
18;24478551;;;Pre 3x35/50 (BT);;;;;;;;;;;;
18;24478558;;;Pre 3x50/50 (BT);;;;;;;;;;;;
18;24478567;;;Pre 2x16 Neutro Desnudo (BT);;;;;;;;;;;;
18;24478576;;;Pre 2x16 (BT);;;;;;;;;;;;
18;24478585;;;CU 16/16 MM2 4C (BT);;;;;;;;;;;;
18;24478591;;;CU 16/16 MM2 3C (BT);;;;;;;;;;;;
18;24478661;;;CU 25/16 MM2 3C (BT);;;;;;;;;;;;
18;24478670;;;CU 25/16 MM2 2C (BT);;;;;;;;;;;;
18;24478678;;;CU 33.6/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24478686;;;CU 33.6/33.6 MM2 3C (BT);;;;;;;;;;;;
18;24478696;;;CU 33.6/33.6 MM2 2C (BT);;;;;;;;;;;;
18;24478705;;;CU 33.6 MM2 1C (BT);;;;;;;;;;;;
18;24478714;;;CU 33.6/16 MM2 4C (BT);;;;;;;;;;;;
18;24478721;;;CU 33.6/16 MM2 3C (BT);;;;;;;;;;;;
18;24478729;;;CU 33.6/16 MM2 2C (BT);;;;;;;;;;;;
18;24478738;;;CU 33.6/25 MM2 4C (BT);;;;;;;;;;;;
18;24478746;;;CU 33.6/25 MM2 3C (BT);;;;;;;;;;;;
18;24478754;;;CU 53.5/53.5 MM2 4C (BT);;;;;;;;;;;;
18;24478763;;;CU 53.5/53.5 MM2 3C (BT);;;;;;;;;;;;
18;24478772;;;CU 53.5/53.5 MM2 2C (BT);;;;;;;;;;;;
18;24478780;;;CU 53.5 MM2 1C (BT);;;;;;;;;;;;
18;24478789;;;CU 53.5/16 MM2 4C (BT);;;;;;;;;;;;
18;24478797;;;CU 53.5/16 MM2 2C (BT);;;;;;;;;;;;
18;24478804;;;CU 53.5/25 MM2 4C (BT);;;;;;;;;;;;
18;24478813;;;CU 53.5/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24478822;;;CU 53.5/33.6 MM2 3C (BT);;;;;;;;;;;;
18;24478831;;;CU 67.4/67.4 MM2 4C (BT);;;;;;;;;;;;
18;24478840;;;CU 67.4/67.4 MM2 3C (BT);;;;;;;;;;;;
18;24478844;;;CU 67.4 MM2 1C (BT);;;;;;;;;;;;
18;24478846;;;CU 67.4/16 MM2 4C (BT);;;;;;;;;;;;
18;24478854;;;CU 67.4/25 MM2 4C (BT);;;;;;;;;;;;
18;24478863;;;CU 67.4/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24478872;;;CU 67.4/33.6 MM2 3C (BT);;;;;;;;;;;;
18;24478880;;;CU 67.4/53.5 MM2 4C (BT);;;;;;;;;;;;
18;24478889;;;AL 2/2 AAAC 4C (BT);;;;;;;;;;;;
18;24478896;;;AL 2/2 AAAC 3C (BT);;;;;;;;;;;;
18;24478905;;;AL 2/2 AAAC 2C (BT);;;;;;;;;;;;
18;24478912;;;AL 2 AAAC 1C (BT);;;;;;;;;;;;
18;24478917;;;AL 1/0-1/0 AAAC 4C (BT);;;;;;;;;;;;
18;24478924;;;AL 1/0-1/0 AAAC 3C (BT);;;;;;;;;;;;
18;24478932;;;AL 1/0-1/0 AAAC 2C (BT);;;;;;;;;;;;
18;24478940;;;AL 1/0 AAAC 1C (BT);;;;;;;;;;;;
18;24478949;;;AL 1/0-2 AAAC 4C (BT);;;;;;;;;;;;
18;24478957;;;AL 1/0-2 AAAC 2C (BT);;;;;;;;;;;;
18;24478964;;;AL 3/0-3/0 AAAC 4C (BT);;;;;;;;;;;;
18;24478969;;;AL 3/0-3/0 AAAC 3C (BT);;;;;;;;;;;;
18;24478978;;;AL 3/0-3/0 AAAC 2C (BT);;;;;;;;;;;;
18;24478987;;;AL 3/0-1/0 AAAC 4C (BT);;;;;;;;;;;;
18;24478994;;;CU 26.7 MM2 1C (BT);;;;;;;;;;;;
18;24479003;;;CU 26.7/26.7 MM2 3C (BT);;;;;;;;;;;;
18;24479012;;;CU 26.7/26.7 MM2 4C (BT);;;;;;;;;;;;
18;24479021;;;CU 26.7/16 MM2 2C (BT);;;;;;;;;;;;
18;24479030;;;CU 26.7/16 MM2 3C (BT);;;;;;;;;;;;
18;24479038;;;CU 26.7/16 MM2 4C (BT);;;;;;;;;;;;
18;24479045;;;CU 53.5/26.7 MM2 2C (BT);;;;;;;;;;;;
18;24479053;;;CU 53.5/26.7 MM2 4C (BT);;;;;;;;;;;;
18;24479060;;;CU 33.6/26.5 MM2 4C (BT);;;;;;;;;;;;
18;24479069;;;CU 10 MM2 1C (BT);;;;;;;;;;;;
18;24479078;;;CU 10/10 MM2 2C (BT);;;;;;;;;;;;
18;24479086;;;CU 10/10 MM2 3C (BT);;;;;;;;;;;;
18;24479094;;;CU 10/10 MM2 4C (BT);;;;;;;;;;;;
18;24479102;;;CU 16/10 MM2 2C (BT);;;;;;;;;;;;
18;24479110;;;CU 16/10 MM2 3C (BT);;;;;;;;;;;;
18;24479119;;;CU 16/10 MM2 4C (BT);;;;;;;;;;;;
18;24479128;;;CU 16 MM2 1C Cable (BT);;;;;;;;;;;;
18;24479137;;;CU 16/16 MM2 2C Cable (BT);;;;;;;;;;;;
18;24479146;;;CU 16/16 MM2 3C Cable (BT);;;;;;;;;;;;
18;24479153;;;CU 16/16 MM2 4C Cable (BT);;;;;;;;;;;;
18;24479162;;;CU 21 MM2 1C (BT);;;;;;;;;;;;
18;24479171;;;CU 21/21 MM2 2C (BT);;;;;;;;;;;;
18;24479178;;;CU 21/21 MM2 3C (BT);;;;;;;;;;;;
18;24479186;;;CU 21/21 MM2 4C (BT);;;;;;;;;;;;
18;24479195;;;CU 13 MM2 1C (BT);;;;;;;;;;;;
18;24479203;;;CU 13/13 MM2 2C (BT);;;;;;;;;;;;
18;24479211;;;CU 13/13 MM2 3C (BT);;;;;;;;;;;;
18;24479218;;;CU 13/13 MM2 4C (BT);;;;;;;;;;;;
18;24479227;;;CCON 6 MM2 1C (BT);;;;;;;;;;;;
18;24479236;;;Ccon 6 MM2 1C (BT);;;;;;;;;;;;
18;24479243;;;CCON 4 MM2 1C (BT);;;;;;;;;;;;
18;24479252;;;Ccon 4 MM2 1C (BT);;;;;;;;;;;;
18;24479261;;;CPI 8/8 MM2 4C (BT);;;;;;;;;;;;
18;24479269;;;CPI 8/8 MM2 3C (BT);;;;;;;;;;;;
18;24479278;;;CPI 8/8 MM2 2C (BT);;;;;;;;;;;;
18;24479286;;;CPI 8 MM2 1C (BT);;;;;;;;;;;;
18;24479296;;;CPI 6/6 MM2 4C (BT);;;;;;;;;;;;
18;24479305;;;CPI 6/6 MM2 3C (BT);;;;;;;;;;;;
18;24479314;;;CPI 6/6 MM2 2C (BT);;;;;;;;;;;;
18;24479323;;;CPI 6 MM2 1C (BT);;;;;;;;;;;;
18;24479332;;;CTHW 21/21 MM2 4C (BT);;;;;;;;;;;;
18;24479341;;;CTHW 21/21 MM2 3C (BT);;;;;;;;;;;;
18;24479345;;;CTHW 21/21 MM2 2C (BT);;;;;;;;;;;;
18;24479353;;;CTHW 21 MM2 1C (BT);;;;;;;;;;;;
18;24479362;;;Pre 3x70/50 (BT);;;;;;;;;;;;
18;24479370;;;Prot 50 mm2 3Ø 25 kV (MT);;;;;;;;;;;;
18;24479371;;;Prot 50 mm2 2ø 25 KV (MT);;;;;;;;;;;;
18;24479376;;;Prot 150 mm2 3ø 25 KV (MT);;;;;;;;;;;;
18;24479383;;;THW 67.4/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479391;;;THW 33.6/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479399;;;THW 33.6/21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479407;;;THW 21.2/21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479415;;;USEoXTU 152/107 MM2 4C (BT);;;;;;;;;;;;
18;24479423;;;USEoXTU 107/67.4 MM2 4C (BT);;;;;;;;;;;;
18;24479430;;;USEoXTU 67.4/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479437;;;USEoXTU 33.6/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479445;;;USEoXTU 33.6/21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479454;;;USEoXTU 21.2/21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479460;;;USEoXTU 152/THW 107 MM2 4C (BT);;;;;;;;;;;;
18;24479470;;;USEoXTU 107/THW 67.4 MM2 4C (BT);;;;;;;;;;;;
18;24479476;;;USEoXTU 67.4/THW 33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479483;;;USEoXTU 33.6/THW 33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479492;;;USEoXTU 33.6/THW 21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479498;;;USEoXTU 21.2/THW 21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479504;;;Comp 150 mm2 3ø 25KV (MT);;;;;;;;;;;;
18;24479512;;;Prot 150 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24479520;;;USEoXTU 21.2/21.2 MM2 3C (BT);;;;;;;;;;;;
18;24479528;;;USEoXTU 33.6/21.2 MM2 3C (BT);;;;;;;;;;;;
18;24479535;;;USEoXTU 33.6/21.2 MM2 2C (BT);;;;;;;;;;;;
18;24479542;;;USEoXTU 21.2/13.2 MM2 4C (BT);;;;;;;;;;;;
18;24479549;;;THW 67.4/67.4 MM2 4C (BT);;;;;;;;;;;;
18;24479553;;;USEoXTU 67.4/67.4MM2 4C (BT);;;;;;;;;;;;
18;24479560;;;USEoXTU 67.4/21.2 MM2 4C (BT);;;;;;;;;;;;
18;24480362;;;Cu 120 mm2  2ø (MT);;;;;;;;;;;;
18;24479567;;;USEoXTU 33.6/THW 21.2 MM2 3C (BT);;;;;;;;;;;;
18;24479574;;;USEoXTU 33.6/THW 21.2 MM2 2C (BT);;;;;;;;;;;;
18;24479581;;;USEoXTU 21.2/THW 21.2 MM2 3C (BT);;;;;;;;;;;;
18;24479587;;;THW 21.2mm2  1C (BT);;;;;;;;;;;;
18;24479593;;;THW 33.6MM2 1C (BT);;;;;;;;;;;;
18;24479600;;;Monop XAT Cocesa 1AWG 3F (MT);;;;;;;;;;;;
18;24479605;;;Ccon 6 MM2 2C (BT);;;;;;;;;;;;
18;24479612;;;Ccon 6 MM2 3C (BT);;;;;;;;;;;;
18;24479619;;;USEoXTU 107/107 MM2 4C (BT);;;;;;;;;;;;
18;24479626;;;USEoXTU 67.4/THW 67.4MM2 4C (BT);;;;;;;;;;;;
18;24479633;;;USEoXTU 13.2/8.4 MM2 4C (BT);;;;;;;;;;;;
18;24479640;;;USEoXTU 21.2/THW 13.2MM2 3C (BT);;;;;;;;;;;;
18;24479646;;;USEoXTU 21.2/THW 13.2 MM2 4C (BT);;;;;;;;;;;;
18;24479652;;;USEoXTU 107/THW 33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479659;;;USEoXTU 107/THW 53.5MM2 4C (BT);;;;;;;;;;;;
18;24479665;;;Cable  XLPE 120 mm² 23KV (MT);;;;;;;;;;;;
18;24479672;;;Cable  XLPE 70 mm² 23KV (MT);;;;;;;;;;;;
18;24479679;;;USEoXTU 13.2/8.4 MM2 3C (BT);;;;;;;;;;;;
18;24479686;;;USEoXTU 21.2/ 21.2 MM2 2C (BT);;;;;;;;;;;;
18;24479693;;;Cable 2ø  XLPE # 2 AWG 15 KV (MT);;;;;;;;;;;;
18;24479700;;;USEoXTU 53.3/THW 21.2 MM2 4C (BT);;;;;;;;;;;;
18;24479706;;;NKBA TRIP 3*25/21 (BT);;;;;;;;;;;;
18;24479712;;;NKBA TRIP 3*50/33 (BT);;;;;;;;;;;;
18;24479715;;;BICC TRIP 3*50/THW33 (BT);;;;;;;;;;;;
18;24479720;;;CU 21/16 MM2 4C (BT);;;;;;;;;;;;
18;24479726;;;CU 85/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479732;;;Cu 107 mm2  3ø (MT);;;;;;;;;;;;
18;24479738;;;USEoXTU 85/THW 53.5MM2 4C (BT);;;;;;;;;;;;
18;24481970;;;Cu 3x21/21 (BT);;;;;;;;;;;;
18;24479740;;;USEoXTU 33.6/THW 33.6 MM2 3C (BT);;;;;;;;;;;;
18;24479747;;;USEoXTU 21.2/THW 21.2 MM2 2C (BT);;;;;;;;;;;;
18;24479754;;;THW 13.2/8 MM2 4C (BT);;;;;;;;;;;;
18;24479761;;;THW 53/33.6 MM2 4C (BT);;;;;;;;;;;;
18;24479768;;;THW 53/21 MM2 4C (BT);;;;;;;;;;;;
18;24479773;;;THW 21.2/13 MM2 4C (BT);;;;;;;;;;;;
18;24479778;;;THHN # 4/6AWG 4C (BT);;;;;;;;;;;;
18;24479784;;;THHN # 1/2 AWG 4C (BT);;;;;;;;;;;;
18;24479790;;;Pre 2x25 Neutro Desnudo (BT);;;;;;;;;;;;
18;24479796;;;USEoXTU 53.5/33.6MM2 4C (BT);;;;;;;;;;;;
18;24479801;;;USEoXTU 13.2/THW 13MM2 3C (BT);;;;;;;;;;;;
18;24479806;;;USEoXTU 13.2/THW 13MM2 2C (BT);;;;;;;;;;;;
18;24479812;;;USEOXTU 13.2/THW 13 MM2 4C (BT);;;;;;;;;;;;
18;24479818;;;USEOXTU 107/THW107 MM2 4C (BT);;;;;;;;;;;;
18;24479824;;;USEOXTU 33.6/THW 33.6 MM2 2C (BT);;;;;;;;;;;;
18;24479831;;;Comp 185 mm2 3Ø 25KV (MT);;;;;;;;;;;;
18;24479839;;;Cable XLPE # 2/0 AWG 15KV (MT);;;;;;;;;;;;
18;24479846;;;Cu 21mm2 3ø (MT);;;;;;;;;;;;
18;24479852;;;Cu 21mm2 2ø (MT);;;;;;;;;;;;
18;24479859;;;Cu 13,3mm2 3ø (MT);;;;;;;;;;;;
18;24479864;;;Cu 13,3mm2 2ø (MT);;;;;;;;;;;;
18;24479867;;;Pre 2x16 Neutro Desnudo (BT);;;;;;;;;;;;
18;24479874;;;Pre 2x25 Neutro Desnudo (BT);;;;;;;;;;;;
18;24479881;;;Cu 35 mm2  2ø (MT);;;;;;;;;;;;
18;24479886;;;Cu 35 mm2  3ø (MT);;;;;;;;;;;;
18;24479893;;;Cu 70 mm2  3ø (MT);;;;;;;;;;;;
18;24479900;;;Al 70mm2 2ø (MT);;;;;;;;;;;;
18;24479908;;;Comp 185 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24479913;;;Comp 300 mm2 3ø 15KV (MT);;;;;;;;;;;;
18;24479920;;;Al 70mm2 3ø (MT);;;;;;;;;;;;
18;24479927;;;Al 120mm2 3ø (MT);;;;;;;;;;;;
18;24479934;;;Al 240mm2 3ø (MT);;;;;;;;;;;;
18;24479942;;;Al 300mm2 3ø (MT);;;;;;;;;;;;
18;24479947;;;Cable Cu Tripolar 15kV Pilc 35mm2 (MT);;;;;;;;;;;;
18;24479956;;;Cable Cu Tripolar 15kV Pilc 300mm2 (MT);;;;;;;;;;;;
18;24479965;;;Cable Cu Tripolar 15kV Pilc 70mm2 (MT);;;;;;;;;;;;
18;24479974;;;Cable Cu Tripolar 15kV Pilc 120mm2 (MT);;;;;;;;;;;;
18;24479982;;;Prot 50 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24479988;;;Cable Cu Unipolar 15kV 35mm2 (MT);;;;;;;;;;;;
18;24479995;;;Cable Cu Unipolar 15kV 70mm2 (MT);;;;;;;;;;;;
18;24480004;;;Cable Cu Unipolar 15kV 120mm2 (MT);;;;;;;;;;;;
18;24480011;;;Cable Cu unipolar 25kV 35mm2 (MT);;;;;;;;;;;;
18;24480019;;;Cable Cu Tripolar 15kV 35mm2 (MT);;;;;;;;;;;;
18;24480026;;;Cable Cu Tripolar 15kV 240mm2 (MT);;;;;;;;;;;;
18;24480034;;;Cable Cu Tripolar 15kV 70mm2 (MT);;;;;;;;;;;;
18;24480042;;;Cable Cu Tripolar 15kV 120mm2 (MT);;;;;;;;;;;;
18;24480050;;;Cable Cu Unipolar 15kV 240mm2 (MT);;;;;;;;;;;;
18;24480058;;;Pre 3x25/50 (BT);;;;;;;;;;;;
18;24480067;;;CU 35 MM2 1C (BT);;;;;;;;;;;;
18;24480076;;;CU 35/35 MM2 3C (BT);;;;;;;;;;;;
18;24480085;;;CU 35/25 MM2 4C (BT);;;;;;;;;;;;
18;24480094;;;CU 70/35 MM2 4C (BT);;;;;;;;;;;;
18;24480104;;;Neutro Fe 10 BWG (BT);;;;;;;;;;;;
18;24480114;;;XLPE/NYA 150/70 MM2 4C (BT);;;;;;;;;;;;
18;24480123;;;XLPE/NYA 120/70 MM2 4C (BT);;;;;;;;;;;;
18;24480132;;;XLPE/NYA 70/35 MM2 4C (BT);;;;;;;;;;;;
18;24480142;;;XLPE/NYA 35/25 MM2 4C (BT);;;;;;;;;;;;
18;24480151;;;Prot 120 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24480160;;;XLPE/NYA 240/120 MM2 4C (BT);;;;;;;;;;;;
18;24480169;;;XLPE 35mm2 1C (BT);;;;;;;;;;;;
18;24480179;;;XLPE/NYA 25/16 MM2 4C (BT);;;;;;;;;;;;
18;24480188;;;Cable Cu unipolar 25kV 120mm2 (MT);;;;;;;;;;;;
18;24480196;;;Cable Cu unipolar 25kV 70mm2 (MT);;;;;;;;;;;;
18;24480203;;;Cu 120 mm2  3ø (MT);;;;;;;;;;;;
18;24480214;;;XLPE/NYA 16/16 MM2 2C (BT);;;;;;;;;;;;
18;24480223;;;XLPE/NYA 10/10MM2 2C (BT);;;;;;;;;;;;
18;24480234;;;XLPE/NYA 16/16 MM2 4C (BT);;;;;;;;;;;;
18;24480242;;;Cu 70 mm2  2ø (MT);;;;;;;;;;;;
18;24480252;;;Comp 300 mm2 3ø 25KV (MT);;;;;;;;;;;;
18;24480261;;;Al 120mm2 2ø (MT);;;;;;;;;;;;
18;24480268;;;Al 240mm2 2ø (MT);;;;;;;;;;;;
18;24480276;;;Cu  8,37mm2 3ø (MT);;;;;;;;;;;;
18;24480285;;;Comp 185 mm2 3ø 25 KV (MT);;;;;;;;;;;;
18;24480294;;;CU 70 MM2 1C (BT);;;;;;;;;;;;
18;24480304;;;CU 33,6/21,1 mm2 4C (BT);;;;;;;;;;;;
18;24480313;;;XLPE/NYA 120/120 MM2 4C (BT);;;;;;;;;;;;
18;24480322;;;XLPE/NYA 70/70 MM2 4C (BT);;;;;;;;;;;;
18;24480329;;;XLPE/NYA 35/35 MM2 4C (BT);;;;;;;;;;;;
18;24480335;;;Prot 185 mm2 3ø 15 KV (MT);;;;;;;;;;;;
18;24480344;;;XLPE/NYA 25/25 MM2 4C (BT);;;;;;;;;;;;
18;24480354;;;Cable Cu unipolar 25kV 240mm2 (MT);;;;;;;;;;;;
18;24480370;;;XLPE/NYA 13/10MM2 4C (BT);;;;;;;;;;;;
18;24480379;;;Al 35mm2 3ø (MT);;;;;;;;;;;;
18;24480389;;;CU 35/21 MM2 4C (BT);;;;;;;;;;;;
18;24480402;;;XLPE/NYA 35/25 MM2 3C (BT);;;;;;;;;;;;
18;24480411;;;XLPE/NYA 25/25 MM2 3C (BT);;;;;;;;;;;;
18;24480421;;;Cu 152 mm2  3ø (MT);;;;;;;;;;;;
18;24480429;;;Al 50mm2 2ø (MT);;;;;;;;;;;;
18;24480438;;;XLPE/NYA 25/16 MM2 3C (BT);;;;;;;;;;;;
18;24480450;;;Al 35mm2 2ø (MT);;;;;;;;;;;;
18;24480459;;;Cu 300 mm2  3ø (MT);;;;;;;;;;;;
18;24480467;;;Al 25mm2 3ø (MT);;;;;;;;;;;;
18;24480475;;;Al 25mm2 2ø (MT);;;;;;;;;;;;
18;24480485;;;USEoXTU 177/THW 107 MM2 4C (BT);;;;;;;;;;;;
18;24480494;;;CU NN / 4 AWG 3ø (BT);;;;;;;;;;;;
18;24480504;;;Alambre CU Nº   6 AWG 3ø (MT);;;;;;;;;;;;
18;24480513;;;CU 6 AWG / 6 AWG 1ø (BT);;;;;;;;;;;;
18;24480527;;;CU 6 AWG / 6 AWG 2ø (BT);;;;;;;;;;;;
18;24480537;;;CU 6 AWG / 6 AWG 3ø (BT);;;;;;;;;;;;
18;24480546;;;Alambre CU Nº   4 AWG 3ø (MT);;;;;;;;;;;;
18;24480557;;;CU 4 AWG / 4 AWG 3ø (BT);;;;;;;;;;;;
18;24480566;;;CU 3 AWG / 4 AWG 3ø (BT);;;;;;;;;;;;
18;24480576;;;Cable   CU Nº   2 AWG 3ø (MT);;;;;;;;;;;;
18;24480587;;;CU 2 AWG / 4 AWG 3ø (BT);;;;;;;;;;;;
18;24480592;;;CU 2 AWG / 2 AWG 3ø (BT);;;;;;;;;;;;
18;24480603;;;CU 1/0 AWG / 0 AWG 3ø (BT);;;;;;;;;;;;
18;24480612;;;Cable XT Nº 2 AWG 15 kV Subterraneo 3ø (MT);;;;;;;;;;;;
18;24480623;;;THHN  Nº  6 AWG / THHN  Nº  6 AWG Subterraneo 3ø (BT);;;;;;;;;;;;
18;24480633;;;CU THHN 2 AWG / THHN 2 AWG 3ø (BT);;;;;;;;;;;;
18;24480643;;;THHN  Nº  2 AWG / THHN  Nº  2 AWG Subterraneo 3ø (BT);;;;;;;;;;;;
18;24480652;;;THHN  Nº 2/0 AWG / THHN  Nº 2/0 AWG Subterraneo 3ø (BT);;;;;;;;;;;;
18;24480662;;;CU XT USE 4/0 AWG / XT USE 4/0 AWG 3ø (BT);;;;;;;;;;;;
