empresa_id,tramo_id,conductor_id,alimentador_id,largo,tipo_disp,num_fases,fases_id,tension,propiedad,datum,zona,x1,y1,x2,y2,nodo_id1,nodo_id2
18,361524,24557780,677,82.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,172662.855,5696802.824,172620.399,5696737.683,38773401,39511363
18,361899,24557780,677,102.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,173519.641,5697563.163,173564.790,5697474.056,39364175,39422789
18,361265,24557780,677,83.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,180132.424,5700568.896,180114.775,5700490.280,38777516,39962268
18,297956,24557780,677,61.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,174736.994,5701298.725,174682.644,5701273.056,38499205,38454608
18,1716575427,24557780,677,76.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,175253.428,5700556.187,175259.606,5700481.418,39564815,38340843
18,297925,24557780,677,87.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,174903.195,5698824.674,174899.231,5698739.900,38744382,39312348
18,331690,24557780,677,80.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,182197.102,5702588.140,182271.432,5702603.795,40106394,37864356
18,361897,24557780,677,106.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,173430.277,5697735.423,173477.041,5697642.800,39138962,39315416
18,361799,24557780,677,66.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,175029.181,5701410.313,174966.975,5701392.596,37901401,38712427
18,361898,24557780,677,92.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,173477.041,5697642.800,173519.641,5697563.163,39315416,39364175
18,297695,24557780,677,85.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,172390.598,5696494.405,172319.056,5696454.994,38916853,38795564
18,309184,24557780,677,15.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,173692.073,5697041.129,173703.774,5697032.340,39504179,38049730
18,8524261,24557780,677,101.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181734.393,5700341.553,181639.017,5700366.714,37869781,37883449
18,8524262,24557780,677,102.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181639.017,5700366.714,181541.310,5700389.185,37883449,37907664
18,296541,24557780,677,92.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,177568.952,5700680.648,177490.196,5700636.746,38063575,37994992
18,297932,24557780,677,31.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,175186.951,5701111.148,175175.996,5701082.956,37968140,37951867
18,361286,24557780,677,40.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,177139.418,5700325.014,177147.716,5700288.951,38607305,38838428
18,297297,24557780,677,72.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,175892.104,5700538.787,175882.900,5700609.122,39407618,38141493
18,360996,24557780,677,117.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181043.624,5700591.775,181069.550,5700703.299,39333081,39234866
18,297672,24557780,677,89.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,172711.545,5696871.715,172662.855,5696802.824,38983197,38773401
18,361895,24557780,677,79.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,173394.543,5697804.297,173430.277,5697735.423,39095534,39138962
18,361777,24557780,677,100.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,175265.989,5700407.356,175273.956,5700309.807,38096766,40262995
18,360921,24557780,677,118.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,182015.859,5700616.349,181876.197,5700453.502,26945700,40141023
18,361802,24557780,677,32.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,174925.944,5701376.332,174898.265,5701381.008,39979542,38637752
18,360353,24557780,677,48.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,177908.850,5700800.367,177862.605,5700790.577,38193084,38274838
18,297666,24557780,677,83.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,172919.072,5697149.394,172868.103,5697086.652,38654719,39139646
18,296230,24557780,677,66.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,178085.510,5699436.119,178034.169,5699402.714,39066351,39487332
18,360951,24557780,677,103.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181450.844,5700091.289,181402.759,5700067.408,38870948,38980449
18,1716968513,24557780,677,74.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181421.960,5700432.324,181354.467,5700459.824,35915925,39283394
18,361117,24557780,677,73.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,176559.076,5700623.164,176550.423,5700686.916,39809709,40148802
18,361266,24557780,677,87.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,180114.775,5700490.280,180098.639,5700413.066,39962268,39002663
18,361901,24557780,677,82.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,173569.685,5697453.766,173565.638,5697373.468,38831917,39566034
18,9193760,24557780,677,82.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,174211.693,5698454.309,174148.266,5698406.056,38467276,38476327
18,296237,24557780,677,92.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,177443.194,5699300.171,177356.016,5699278.040,40080261,39564603
18,361169,24557780,677,82.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,182699.513,5701343.179,182733.079,5701270.870,40334249,40233442
18,297097,24557780,677,104.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181541.263,5700136.949,181450.844,5700091.289,38474727,38870948
18,361520,24557780,677,32.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,172759.978,5696955.776,172750.605,5696926.573,39024665,38939288
18,360977,24557780,677,28.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181447.262,5700422.217,181421.960,5700432.324,39070465,35915925
18,297341,24557780,677,56.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,182687.991,5700706.122,182688.072,5700651.499,39371224,39070684
18,297106,24557780,677,103.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,181252.443,5700001.172,181163.613,5699952.528,39565758,39888996
18,296235,24557780,677,87.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,177560.331,5699302.145,177476.088,5699296.406,40246098,38661891
18,360079,24557780,677,93.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,178034.169,5699402.714,177945.879,5699381.945,39487332,37830909
18,373056,24557780,677,101.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,174373.902,5697198.505,174367.492,5697297.642,38559757,39112621
18,296494,24557780,677,46.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,177953.702,5700803.887,177908.850,5700800.367,38283178,38193084
