empresa_id,td_id,alimentador_id,propiedad,cudn,nom_comuna,nom_region,nodo_at_id,nodo_bt_id,codigo_placa,cap_nom_kva,tipo_cnx,num_fases,fases_id,tension_prim,tension_sec,z,tap_min,tap_max,tap_op_normal,regulacion,dda_min_dia,dda_min_noche,dda_max,coci_mt,datum,zona,x,y,long,lat
18,6755355,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38191684,38015661,224664,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,191275.364852154,5696020.98026182,-72.5586939,-38.8331167
18,6888038,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,40126807,40086951,158233,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,185758.577487529,5701796.19967192,-72.6194947,-38.7792266
18,6972286,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38483750,38507018,224943,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,188538.515379903,5696129.08356442,-72.5901145,-38.8311804
18,6987987,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38771124,39741641,224910,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,187901.616933789,5695579.23498651,-72.5976867,-38.8358999
18,6988084,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38861972,38316829,781796,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,189004.289115643,5697944.41279074,-72.5839394,-38.8150187
18,6988094,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38888632,38333002,495254,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,189164.929559134,5697601.56765209,-72.5822475,-38.8181589
18,7830881,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38970224,38302823,237282,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,192652.822772198,5694698.83312583,-72.5434451,-38.8454902
18,7882341,675,Inst. de prop. terceros no concesionarios de distribución,SA1AS5520005,9112,La Araucanía,,,801878,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,187995.343814768,5697040.90685771,-72.5959468,-38.8227876
18,7885218,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,40066041,38302140,227888,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,192641.089154003,5695752.76110835,-72.5431093,-38.8360070
18,7901819,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,39675011,39660842,801835,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,195858.202809559,5697626.93887061,-72.5052858,-38.8202675
18,8043561,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38063566,38036188,206959,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,191634.877962928,5703993.88444597,-72.5509954,-38.7615347
18,8114177,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,37851761,38130214,224599,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,187587.382095019,5695077.95229782,-72.6015275,-38.8402967
18,8662700,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,39249583,37712609,895608,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,190255.656655106,5700605.95662912,-72.5683586,-38.7915223
18,8795516,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,39612433,39636428,236887,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,198372.759310725,5695408.70439336,-72.4773462,-38.8410846
18,8832673,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,39812455,39936399,227971,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,194286.801519605,5694725.26412516,-72.5246408,-38.8458217
18,8949169,675,Inst. de prop. terceros no concesionarios de distribución,SA1AS5520005,9112,La Araucanía,,,1000325262,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,192137.489049269,5702429.38042653,-72.5459191,-38.7757815
18,8967885,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,38714533,39435732,902784,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,193144.859594639,5697273.22398446,-72.5366388,-38.8225077
18,8982556,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,37771448,38139569,231906,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,190351.811157434,5698082.22659665,-72.5683869,-38.8142540
18,9152140,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,37661605,39029306,936493,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,197675.278530084,5696192.04460325,-72.4850239,-38.8337995
18,9163777,675,Inst. de distribución de prop. de la concesionaria,SA1AS5520005,9112,La Araucanía,39155316,39757458,206826,15,Bifásico con neutro,1,,"AT, clase 15 kV o menos",0.220,,13200,15180,0,0.036,,,,,PSAD56,19,190291.913326825,5700396.31026238,-72.5680361,-38.7934205
