empresa_id,canalizacion_id,propiedad,cudn,tension,cant_ductos,diam_ductos,datum,zona,x1,y1,long1,lat1,x2,y2,long2,lat2
18,2082697,Inst. de prop. terce,DAEAA011100,AT,1,11.000,PSAD56,19,186638.178,5705614.497,-72.60765700,-38.74519980,186636.794,5705610.225,-72.60767490,-38.74523770
18,9819023,Inst. de prop. terce,DAEFA011100,AT,1,11.000,PSAD56,19,186693.172,5703874.264,-72.60781420,-38.76087010,186695.887,5703870.952,-72.60778450,-38.76090080
18,1716408994,Inst. de distribució,DAEFA040300,AT,4,3.000,PSAD56,19,188094.411,5704125.498,-72.59160530,-38.75910690,188094.411,5704125.498,-72.59160530,-38.75910690
18,1716408993,Inst. de distribució,DAEFA040300,AT,4,3.000,PSAD56,19,188119.769,5704131.786,-72.59131120,-38.75905930,188119.769,5704131.786,-72.59131120,-38.75905930
18,1716408905,Inst. de distribució,DAEFA040300,AT,4,3.000,PSAD56,19,188120.630,5704055.691,-72.59133560,-38.75974400,188120.630,5704055.691,-72.59133560,-38.75974400
18,1716405961,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188267.701,5703669.642,-72.58982040,-38.76326790,188264.649,5703693.626,-72.58984470,-38.76305120
18,9553729,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,187947.921,5705697.269,-72.59257840,-38.74491920,187966.990,5705703.305,-72.59235670,-38.74487160
18,1716405963,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188246.311,5703649.720,-72.59007510,-38.76343960,188242.859,5703652.347,-72.59011360,-38.76341470
18,1716405965,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188282.805,5703693.522,-72.58963620,-38.76305850,188318.001,5703675.300,-72.58924010,-38.76323480
18,1716405966,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188317.993,5703675.285,-72.58924020,-38.76323490,188318.001,5703675.300,-72.58924010,-38.76323480
18,1716412911,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,187969.926,5705723.494,-72.59231390,-38.74469110,187974.051,5705749.463,-72.59225480,-38.74445900
18,1716405962,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188267.701,5703669.642,-72.58982040,-38.76326790,188246.311,5703649.720,-72.59007510,-38.76343960
18,9553730,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,187966.990,5705703.305,-72.59235670,-38.74487160,187969.926,5705723.494,-72.59231390,-38.74469110
18,9553728,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,187947.921,5705697.269,-72.59257840,-38.74491920,187946.065,5705685.223,-72.59260520,-38.74502690
18,1716405959,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188250.629,5703713.537,-72.58999670,-38.76286710,188282.805,5703693.522,-72.58963620,-38.76305850
18,1716405960,Inst. de distribució,DAEFA040900,AT,4,9.000,PSAD56,19,188264.649,5703693.626,-72.58984470,-38.76305120,188252.465,5703709.273,-72.58997760,-38.76290610
18,2070266,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187185.981,5704226.979,-72.60199390,-38.75787270,187192.236,5704219.681,-72.60192530,-38.75794060
18,2070030,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187287.966,5704207.078,-72.60083150,-38.75808780,187295.200,5704211.599,-72.60074630,-38.75804980
18,2311499,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187275.943,5704301.877,-72.60092670,-38.75723100,187242.584,5704275.655,-72.60132170,-38.75745500
18,2311500,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187275.943,5704301.877,-72.60092670,-38.75723100,187295.284,5704317.693,-72.60069730,-38.75709560
