empresa_id,canalizacion_id,propiedad,cudn,tension,cant_ductos,diam_ductos,datum,zona,x1,y1,long1,lat1,x2,y2,long2,lat2
18,2311501,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187295.284,5704317.693,-72.60069730,-38.75709560,187311.523,5704332.300,-72.60050420,-38.75697000
18,2311502,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187313.896,5704345.103,-72.60047120,-38.75685570,187311.523,5704332.300,-72.60050420,-38.75697000
18,2070023,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187280.640,5704112.858,-72.60095820,-38.75893260,187266.736,5704101.537,-72.60112310,-38.75902950
18,2070024,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187287.691,5704118.419,-72.60087470,-38.75888510,187280.640,5704112.858,-72.60095820,-38.75893260
18,2070025,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187287.691,5704118.419,-72.60087470,-38.75888510,187307.155,5704135.699,-72.60064330,-38.75873660
18,2070026,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187307.155,5704135.699,-72.60064330,-38.75873660,187327.613,5704154.468,-72.60039990,-38.75857500
18,2311509,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187300.350,5704311.976,-72.60064170,-38.75714880,187295.284,5704317.693,-72.60069730,-38.75709560
18,2311510,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187280.709,5704294.801,-72.60087510,-38.75729630,187275.943,5704301.877,-72.60092670,-38.75723100
18,2070027,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187327.613,5704154.468,-72.60039990,-38.75857500,187337.643,5704163.605,-72.60028050,-38.75849640
18,2070283,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187159.786,5704202.478,-72.60230580,-38.75808380,187165.520,5704196.353,-72.60224270,-38.75814090
18,2070284,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187125.120,5704246.918,-72.60268390,-38.75767180,187159.786,5704202.478,-72.60230580,-38.75808380
18,2070285,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187092.278,5704272.332,-72.60304960,-38.75743160,187125.120,5704246.918,-72.60268390,-38.75767180
18,2070286,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187153.791,5704198.568,-72.60237650,-38.75811680,187159.786,5704202.478,-72.60230580,-38.75808380
18,2070288,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187153.791,5704198.568,-72.60237650,-38.75811680,187159.786,5704202.478,-72.60230580,-38.75808380
18,2311517,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187303.004,5704363.320,-72.60058800,-38.75668800,187313.896,5704345.103,-72.60047120,-38.75685570
18,2311518,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187333.083,5704386.247,-72.60023220,-38.75649250,187303.004,5704363.320,-72.60058800,-38.75668800
18,2311519,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187349.768,5704400.548,-72.60003410,-38.75636980,187333.083,5704386.247,-72.60023220,-38.75649250
18,2070290,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187118.213,5704242.357,-72.60276530,-38.75771040,187125.120,5704246.918,-72.60268390,-38.75767180
18,2073253,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,188020.219,5704554.561,-72.59226380,-38.75522180,188061.129,5704605.847,-72.59177080,-38.75477500
18,2073260,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187691.252,5704256.745,-72.59617680,-38.75778400,187741.571,5704289.784,-72.59558390,-38.75750460
18,2073261,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187638.031,5704218.902,-72.59680520,-38.75810550,187691.252,5704256.745,-72.59617680,-38.75778400
18,2073262,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187638.031,5704218.902,-72.59680520,-38.75810550,187583.097,5704181.789,-72.59745300,-38.75841980
18,2073271,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,188076.985,5704571.018,-72.59160440,-38.75509390,188044.568,5704531.413,-72.59199460,-38.75543860
18,2311527,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187254.618,5704340.110,-72.60115430,-38.75687960,187205.906,5704321.129,-72.60172240,-38.75703310
18,2311528,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187293.450,5704357.012,-72.60070060,-38.75674140,187254.618,5704340.110,-72.60115430,-38.75687960
18,2311529,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187293.450,5704357.012,-72.60070060,-38.75674140,187303.004,5704363.320,-72.60058800,-38.75668800
18,2073272,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,188001.480,5704481.279,-72.59251210,-38.75587430,188044.568,5704531.413,-72.59199460,-38.75543860
18,2073273,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187966.208,5704438.418,-72.59293660,-38.75624730,188001.480,5704481.279,-72.59251210,-38.75587430
18,2311549,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187276.816,5704233.364,-72.60094760,-38.75784750,187295.200,5704211.599,-72.60074630,-38.75804980
18,2073279,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187757.163,5704263.542,-72.59541670,-38.75774610,187739.527,5704251.122,-72.59562480,-38.75785160
18,2073280,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187739.527,5704251.122,-72.59562480,-38.75785160,187699.456,5704222.847,-72.59609790,-38.75809170
18,2073281,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187654.232,5704192.559,-72.59663100,-38.75834810,187699.456,5704222.847,-72.59609790,-38.75809170
18,2073282,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187654.232,5704192.559,-72.59663100,-38.75834810,187609.513,5704162.074,-72.59715850,-38.75860650
18,2311735,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187392.785,5704386.020,-72.59954650,-38.75651570,187368.836,5704415.417,-72.59980830,-38.75624280
18,2311736,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187392.785,5704386.020,-72.59954650,-38.75651570,187415.259,5704358.893,-72.59930070,-38.75676760
18,2070491,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187226.664,5704261.106,-72.60151110,-38.75758020,187230.827,5704256.345,-72.60146550,-38.75762450
18,2070492,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187230.827,5704256.345,-72.60146550,-38.75762450,187226.664,5704261.106,-72.60151110,-38.75758020
18,2076224,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187295.200,5704211.599,-72.60074630,-38.75804980,187276.816,5704233.364,-72.60094760,-38.75784750
18,2076967,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187156.397,5704131.061,-72.60237710,-38.75872490,187144.612,5704129.188,-72.60251330,-38.75873760
18,2076968,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187144.612,5704129.188,-72.60251330,-38.75873760,187156.397,5704131.061,-72.60237710,-38.75872490
18,2070515,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187216.867,5704195.050,-72.60165350,-38.75817080,187227.944,5704192.052,-72.60152770,-38.75820170
18,2070516,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187227.944,5704192.052,-72.60152770,-38.75820170,187216.867,5704195.050,-72.60165350,-38.75817080
18,2076973,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187150.659,5704138.350,-72.60243970,-38.75865730,187156.397,5704131.061,-72.60237710,-38.75872490
18,2070291,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187125.120,5704246.918,-72.60268390,-38.75767180,187118.213,5704242.357,-72.60276530,-38.75771040
18,2070028,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187295.200,5704211.599,-72.60074630,-38.75804980,187337.643,5704163.605,-72.60028050,-38.75849640
18,2070220,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187248.559,5704268.187,-72.60125640,-38.75752430,187242.584,5704275.655,-72.60132170,-38.75745500
18,2070221,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187242.584,5704275.655,-72.60132170,-38.75745500,187233.622,5704285.779,-72.60142000,-38.75736080
18,2311751,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187408.758,5704442.486,-72.59933750,-38.75601350,187435.194,5704461.090,-72.59902550,-38.75585550
18,2311752,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187408.758,5704442.486,-72.59933750,-38.75601350,187389.146,5704427.780,-72.59956950,-38.75613880
18,2311753,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187389.146,5704427.780,-72.59956950,-38.75613880,187368.836,5704415.417,-72.59980830,-38.75624280
18,2311754,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187368.836,5704415.417,-72.59980830,-38.75624280,187349.768,5704400.548,-72.60003410,-38.75636980
18,2076982,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187212.712,5704060.423,-72.60176220,-38.75938010,187182.703,5704099.529,-72.60208920,-38.75901780
18,2076983,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187156.397,5704131.061,-72.60237710,-38.75872490,187182.703,5704099.529,-72.60208920,-38.75901780
18,2311758,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187426.227,5704433.184,-72.59914110,-38.75610330,187408.758,5704442.486,-72.59933750,-38.75601350
18,2076985,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187174.755,5704095.026,-72.60218250,-38.75905550,187182.703,5704099.529,-72.60208920,-38.75901780
18,2076986,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187174.755,5704095.026,-72.60218250,-38.75905550,187182.703,5704099.529,-72.60208920,-38.75901780
18,2311761,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187422.069,5704363.319,-72.59922050,-38.75673020,187415.259,5704358.893,-72.59930070,-38.75676760
18,2070222,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187205.906,5704321.129,-72.60172240,-38.75703310,187233.622,5704285.779,-72.60142000,-38.75736080
18,2070223,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187205.906,5704321.129,-72.60172240,-38.75703310,187189.642,5704315.320,-72.60191180,-38.75707950
18,2311764,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187386.291,5704335.618,-72.59964390,-38.75696670,187378.601,5704330.972,-72.59973440,-38.75700570
18,2070224,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187224.162,5704281.464,-72.60153060,-38.75739630,187233.622,5704285.779,-72.60142000,-38.75736080
18,2070225,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187233.622,5704285.779,-72.60142000,-38.75736080,187224.162,5704281.464,-72.60153060,-38.75739630
18,2077002,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187246.179,5704083.065,-72.60136750,-38.75918840,187212.712,5704060.423,-72.60176220,-38.75938010
18,2077003,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187212.712,5704060.423,-72.60176220,-38.75938010,187208.740,5704053.372,-72.60181100,-38.75944210
18,2070072,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187260.156,5704153.282,-72.60117520,-38.75856180,187287.691,5704118.419,-72.60087470,-38.75888510
18,2070073,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187260.156,5704153.282,-72.60117520,-38.75856180,187227.944,5704192.052,-72.60152770,-38.75820170
18,2963405,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187267.719,5704244.414,-72.60104710,-38.75774490,187248.559,5704268.187,-72.60125640,-38.75752430
18,2963406,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187267.719,5704244.414,-72.60104710,-38.75774490,187276.816,5704233.364,-72.60094760,-38.75784750
18,2077009,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187179.915,5704150.250,-72.60209830,-38.75856070,187156.397,5704131.061,-72.60237710,-38.75872490
18,2070074,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187242.026,5704204.789,-72.60136020,-38.75809220,187227.944,5704192.052,-72.60152770,-38.75820170
18,2070325,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187067.878,5704257.692,-72.60333650,-38.75755470,187092.278,5704272.332,-72.60304960,-38.75743160
18,2070326,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187092.278,5704272.332,-72.60304960,-38.75743160,187104.138,5704277.805,-72.60291090,-38.75738660
18,2070327,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187123.426,5704286.797,-72.60268530,-38.75731260,187104.138,5704277.805,-72.60291090,-38.75738660
18,2070328,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187123.426,5704286.797,-72.60268530,-38.75731260,187139.716,5704293.965,-72.60249490,-38.75725390
18,2070329,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187139.716,5704293.965,-72.60249490,-38.75725390,187157.849,5704303.087,-72.60228250,-38.75717830
18,2070076,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187252.339,5704147.253,-72.60126770,-38.75861330,187260.156,5704153.282,-72.60117520,-38.75856180
18,2070077,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187260.156,5704153.282,-72.60117520,-38.75856180,187252.339,5704147.253,-72.60126770,-38.75861330
18,2070337,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187139.716,5704293.965,-72.60249490,-38.75725390,187160.505,5704268.648,-72.60226760,-38.75748900
18,2070339,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187160.505,5704268.648,-72.60226760,-38.75748900,187150.419,5704262.917,-72.60238610,-38.75753690
18,2070341,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187160.505,5704268.648,-72.60226760,-38.75748900,187150.419,5704262.917,-72.60238610,-38.75753690
18,2070342,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187160.505,5704268.648,-72.60226760,-38.75748900,187180.845,5704255.138,-72.60204010,-38.75761770
18,2194389,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187064.211,5704243.284,-72.60338510,-38.75768290,187067.878,5704257.692,-72.60333650,-38.75755470
18,2194390,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187064.211,5704243.284,-72.60338510,-38.75768290,187056.004,5704237.230,-72.60348210,-38.75773450
18,2194391,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187085.069,5704217.959,-72.60315700,-38.75791810,187064.211,5704243.284,-72.60338510,-38.75768290
18,2194392,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187085.069,5704217.959,-72.60315700,-38.75791810,187118.179,5704177.553,-72.60279500,-38.75829320
18,2194393,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187118.179,5704177.553,-72.60279500,-38.75829320,187130.891,5704162.052,-72.60265600,-38.75843710
18,2194394,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187130.891,5704162.052,-72.60265600,-38.75843710,187150.659,5704138.350,-72.60243970,-38.75865730
18,2194395,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187108.584,5704168.980,-72.60290910,-38.75836690,187118.179,5704177.553,-72.60279500,-38.75829320
18,2194396,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187118.179,5704177.553,-72.60279500,-38.75829320,187108.584,5704168.980,-72.60290910,-38.75836690
18,2194397,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187075.692,5704212.930,-72.60326700,-38.75796000,187085.069,5704217.959,-72.60315700,-38.75791810
18,2194398,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187075.692,5704212.930,-72.60326700,-38.75796000,187085.069,5704217.959,-72.60315700,-38.75791810
18,2070343,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187160.505,5704268.648,-72.60226760,-38.75748900,187180.845,5704255.138,-72.60204010,-38.75761770
18,2070123,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187238.370,5704212.382,-72.60139870,-38.75802260,187242.026,5704204.789,-72.60136020,-38.75809220
18,2311458,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187329.680,5704275.234,-72.60032150,-38.75748970,187348.088,5704291.927,-72.60010250,-38.75734610
18,2070245,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187242.584,5704275.655,-72.60132170,-38.75745500,187226.664,5704261.106,-72.60151110,-38.75758020
18,2070365,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187157.849,5704303.087,-72.60228250,-38.75717830,187189.642,5704315.320,-72.60191180,-38.75707950
18,2070246,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187226.664,5704261.106,-72.60151110,-38.75758020,187185.981,5704226.979,-72.60199390,-38.75787270
18,6948341,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,186091.101,5701929.931,-72.61561350,-38.77814230,186116.629,5702030.109,-72.61527460,-38.77725040
18,2070247,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187159.786,5704202.478,-72.60230580,-38.75808380,187185.981,5704226.979,-72.60199390,-38.75787270
18,2311466,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187306.155,5704255.667,-72.60060050,-38.75765730,187276.816,5704233.364,-72.60094760,-38.75784750
18,2070419,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187252.237,5704088.428,-72.60129550,-38.75914230,187266.736,5704101.537,-72.60112310,-38.75902950
18,2070124,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187238.370,5704212.382,-72.60139870,-38.75802260,187242.026,5704204.789,-72.60136020,-38.75809220
18,2070029,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187295.200,5704211.599,-72.60074630,-38.75804980,187287.966,5704207.078,-72.60083150,-38.75808780
18,2311467,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187329.680,5704275.234,-72.60032150,-38.75748970,187306.155,5704255.667,-72.60060050,-38.75765730
18,2070420,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187252.237,5704088.428,-72.60129550,-38.75914230,187246.179,5704083.065,-72.60136750,-38.75918840
18,2311481,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187329.680,5704275.234,-72.60032150,-38.75748970,187323.926,5704282.066,-72.60038450,-38.75742620
18,2311482,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187306.155,5704255.667,-72.60060050,-38.75765730,187303.665,5704264.559,-72.60062510,-38.75757650
18,2070421,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187219.343,5704128.194,-72.60165540,-38.75877300,187209.413,5704121.751,-72.60177230,-38.75882740
18,2070422,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187209.413,5704121.751,-72.60177230,-38.75882740,187219.343,5704128.194,-72.60165540,-38.75877300
18,2311485,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187332.096,5704305.960,-72.60027980,-38.75721420,187340.323,5704312.443,-72.60018240,-38.75715880
18,2070424,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187252.237,5704088.428,-72.60129550,-38.75914230,187219.343,5704128.194,-72.60165540,-38.75877300
18,2070425,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187193.669,5704161.426,-72.60193520,-38.75846500,187219.343,5704128.194,-72.60165540,-38.75877300
18,2311488,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187313.896,5704345.103,-72.60047120,-38.75685570,187340.323,5704312.443,-72.60018240,-38.75715880
18,2070426,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187187.414,5704169.115,-72.60200360,-38.75839360,187193.669,5704161.426,-72.60193520,-38.75846500
18,2070428,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187174.987,5704156.727,-72.60215190,-38.75850070,187187.414,5704169.115,-72.60200360,-38.75839360
18,2070429,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187187.414,5704169.115,-72.60200360,-38.75839360,187174.987,5704156.727,-72.60215190,-38.75850070
18,2070433,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187179.915,5704150.250,-72.60209830,-38.75856070,187193.669,5704161.426,-72.60193520,-38.75846500
18,2070436,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187215.433,5704181.887,-72.60167600,-38.75828870,187193.669,5704161.426,-72.60193520,-38.75846500
18,2070440,Inst. de distribució,DBEFA010600,BT,1,6.000,PSAD56,19,187215.433,5704181.887,-72.60167600,-38.75828870,187227.944,5704192.052,-72.60152770,-38.75820170
18,2077008,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187156.397,5704131.061,-72.60237710,-38.75872490,187179.915,5704150.250,-72.60209830,-38.75856070
18,2191971,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187067.878,5704257.692,-72.60333650,-38.75755470,187064.211,5704243.284,-72.60338510,-38.75768290
18,2191972,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187056.004,5704237.230,-72.60348210,-38.75773450,187064.211,5704243.284,-72.60338510,-38.75768290
18,2191973,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187056.004,5704237.230,-72.60348210,-38.75773450,187064.211,5704243.284,-72.60338510,-38.75768290
18,2191974,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187067.878,5704257.692,-72.60333650,-38.75755470,187064.211,5704243.284,-72.60338510,-38.75768290
18,2191975,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187150.659,5704138.350,-72.60243970,-38.75865730,187130.891,5704162.052,-72.60265600,-38.75843710
18,2191976,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187118.179,5704177.553,-72.60279500,-38.75829320,187130.891,5704162.052,-72.60265600,-38.75843710
18,2191977,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187118.179,5704177.553,-72.60279500,-38.75829320,187085.069,5704217.959,-72.60315700,-38.75791810
18,2191978,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187064.211,5704243.284,-72.60338510,-38.75768290,187085.069,5704217.959,-72.60315700,-38.75791810
18,2191979,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187085.069,5704217.959,-72.60315700,-38.75791810,187064.211,5704243.284,-72.60338510,-38.75768290
18,2191980,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187085.069,5704217.959,-72.60315700,-38.75791810,187118.179,5704177.553,-72.60279500,-38.75829320
18,2191981,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187130.891,5704162.052,-72.60265600,-38.75843710,187118.179,5704177.553,-72.60279500,-38.75829320
18,2191982,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187150.659,5704138.350,-72.60243970,-38.75865730,187130.891,5704162.052,-72.60265600,-38.75843710
18,2311456,Inst. de distribució,DBEFA011100,BT,1,11.000,PSAD56,19,187348.088,5704291.927,-72.60010250,-38.75734610,187329.680,5704275.234,-72.60032150,-38.75748970
