empresa_id,tirante_id,poste_id,propiedad,cudn,apoyo,muerto,datum,zona,x,y,lat,long
18,242404,1716824809,Inst. de distribució,TBSCSS,Poste Mozo Corto,Sin Muerto,PSAD56,19,187639.252,5704411.946,-38.75636970,-72.59670390
18,242566,37994,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186392.359,5705085.428,-38.74987070,-72.61072000
18,242572,38235,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,189898.610,5698641.110,-38.80906810,-72.57334530
18,242574,38309,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188550.760,5705199.285,-38.74961070,-72.58587960
18,242741,1716826677,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,187396.836,5705816.068,-38.74365580,-72.59885340
18,243120,1716834116,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,192166.885,5694601.648,-38.84619440,-72.54907720
18,243123,59564,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188372.492,5704753.086,-38.75356080,-72.58812810
18,243283,1716850618,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,194082.978,5698265.637,-38.81390810,-72.52541220
18,243284,11888,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,185870.395,5702855.355,-38.76974110,-72.61772820
18,243286,1716849710,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,189188.830,5697909.468,-38.81539810,-72.58183380
18,243459,1716848565,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187716.370,5695248.460,-38.83880900,-72.59996690
18,243633,24467,Inst. de distribució,TACTCC,Tierra,Con Muerto,PSAD56,19,187068.448,5705817.749,-38.74352440,-72.60262380
18,243636,78795,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187829.808,5695511.287,-38.83648560,-72.59854330
18,243674,52967,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187967.967,5703787.897,-38.76209850,-72.59321010
18,243848,1716844238,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,185864.746,5702866.472,-38.76963910,-72.61778810
18,244019,1716842443,Inst. de distribució,TACTCC,Tierra,Con Muerto,PSAD56,19,186716.176,5702541.459,-38.77286480,-72.60815440
18,244181,44432,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,186589.833,5703543.249,-38.76381040,-72.60915130
18,244187,1716848094,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188527.890,5696108.739,-38.83135970,-72.59024590
18,244190,44752,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188536.093,5705178.156,-38.74979560,-72.58605760
18,244192,1716864249,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,189133.740,5697600.887,-38.81815400,-72.58260630
