empresa_id,tramo_id,conductor_id,alimentador_id,largo,tipo_disp,num_fases,fases_id,tension,propiedad,datum,zona,x1,y1,x2,y2,nodo_id1,nodo_id2
18,365753,24557780,675,90.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196283.960,5696814.516,196369.320,5696795.043,39127827,39617188
18,3044166,24557780,675,65.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,194225.448,5695234.559,194232.106,5695171.031,39085345,39268160
18,370649,24557780,675,93.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,183631.412,5701481.258,183543.413,5701524.385,39242598,30003380
18,300125,24557780,675,96.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196719.656,5696197.544,196811.645,5696187.042,38282490,40044949
18,301915,24557780,675,30.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,195400.221,5695922.888,195387.124,5695897.459,39002361,39066528
18,9152062,24557780,675,51.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,197625.059,5696187.216,197675.279,5696192.045,37630256,37661605
18,302048,24557780,675,73.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,194233.161,5697827.614,194210.599,5697894.397,38259166,38070927
18,375646,24557780,675,34.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,188329.240,5704561.353,188362.065,5704556.899,38514306,38552066
18,364716,24557780,675,98.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,188219.911,5697415.191,188127.310,5697428.546,39615704,39628199
18,301973,24557780,675,39.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,190410.094,5695902.772,190407.484,5695864.403,37988373,38040309
18,341997,24557780,675,89.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,192621.772,5697317.136,192589.063,5697236.618,38419235,38458696
18,302064,24557780,675,52.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,190876.187,5698384.882,190829.876,5698406.104,39119153,39945818
18,301898,24557780,675,65.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196226.147,5696546.663,196231.856,5696609.088,38531227,40218996
18,363945,24557780,675,52.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196173.391,5696223.742,196223.748,5696224.197,39885118,39241178
18,365761,24557780,675,57.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196406.526,5697002.133,196428.675,5697053.340,40356437,38588685
18,301409,24557780,675,29.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,192802.729,5695747.617,192783.846,5695733.084,38819094,38131877
18,300171,24557780,675,82.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,197903.178,5696246.105,197939.078,5696304.879,38241424,39583752
18,370634,24557780,675,102.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,183996.562,5701607.611,184096.634,5701610.758,40281813,39159406
18,363994,24557780,675,92.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,197266.216,5696147.773,197355.261,5696152.739,40161451,39188590
18,363955,24557780,675,93.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196273.160,5696224.851,196362.984,5696220.283,37687716,39554244
18,302047,24557780,675,22.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,194250.689,5697815.119,194233.161,5697827.614,38251145,38259166
18,365693,24557780,675,51.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,193874.773,5694920.510,193840.166,5694884.118,39468283,40314222
18,9152063,24557780,675,38.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,197675.279,5696192.045,197711.966,5696195.572,37661605,37636185
18,363749,24557780,675,92.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,194972.500,5696053.349,195061.402,5696050.775,37798888,39234788
18,365871,24557780,675,111.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,194871.433,5698278.425,194902.385,5698345.559,39307775,39348195
18,302029,24557780,675,47.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,194635.727,5697782.909,194592.521,5697798.134,294981802,38141321
18,1717291767,24557780,675,25.000,Aéreo,2,RS,,Inst. de distribució,PSAD56,19,194674.487,5697802.009,194681.476,5697825.113,294981925,38126951
18,365789,24557780,675,37.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,195165.127,5695507.173,195140.693,5695481.990,38906261,37691100
18,9758872,24557780,675,49.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,190965.273,5698349.386,190920.282,5698367.315,38942730,38898959
18,300115,24557780,675,98.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196451.880,5696215.032,196536.220,5696210.453,40191318,40171499
18,405841,24557780,675,41.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,192688.753,5697514.607,192688.352,5697474.971,37959379,37860300
18,301944,24557780,675,95.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,190832.390,5696889.175,190792.583,5696806.332,39606389,38139969
18,363950,24557780,675,53.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,196223.748,5696224.197,196273.160,5696224.851,39241178,37687716
18,4078328,24557780,675,55.000,Aéreo,2,RS,15.000,Inst. de distribució,PSAD56,19,184974.035,5701667.278,184967.204,5701613.748,38324011,38318506
