empresa_id,camara_id,nom_comuna,nom_region,tipo_tension,codigo_placa,propiedad,cudn,cant_redes_mt,cant_redes_bt,datum,zona,x,y,lat,long
18,4823388,Padre Las Casas,La Araucanía,BT,585698,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187382.285,5704261.763,-38.75762950,-72.59972330
18,4823641,Padre Las Casas,La Araucanía,BT,585492,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187432.750,5704279.065,-38.75749170,-72.59913590
18,1716410209,Padre Las Casas,La Araucanía,MT,PP8359,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188282.805,5703693.522,-38.76305850,-72.58963620
18,1716410955,Padre Las Casas,La Araucanía,BT,PP-0428,Inst. de distribució,BBAC00288,0,2,PSAD56,19,187922.769,5704387.539,-38.75668950,-72.59345850
18,2069630,Padre Las Casas,La Araucanía,BT,500446,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187123.426,5704286.797,-38.75731260,-72.60268530
18,2069300,Padre Las Casas,La Araucanía,BT,500444,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187092.278,5704272.332,-38.75743160,-72.60304960
18,2191959,Padre Las Casas,La Araucanía,BT,583703,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187056.004,5704237.230,-38.75773450,-72.60348210
18,2310978,Padre Las Casas,La Araucanía,BT,585574,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187311.523,5704332.300,-38.75697000,-72.60050420
18,2311710,Padre Las Casas,La Araucanía,BT,585473,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187356.493,5704358.207,-38.75675290,-72.59997600
18,9553416,Temuco,La Araucanía,MT,1034497,Inst. de distribució,BAAV00103,1,1,1,19,187947.921,5705697.269,-38.74491920,-72.59257840
18,4823479,Padre Las Casas,La Araucanía,BT,584660,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187406.637,5704296.207,-38.75732830,-72.59942810
18,2069357,Padre Las Casas,La Araucanía,BT,500453,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187205.906,5704321.129,-38.75703310,-72.60172240
18,6089922,Padre Las Casas,La Araucanía,MT,4727896,Inst. de distribució,BBAV00768,2,0,1,19,190808.229,5706707.351,-38.73684070,-72.55927790
18,2069629,Padre Las Casas,La Araucanía,BT,500445,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187104.138,5704277.805,-38.75738660,-72.60291090
18,2310981,Padre Las Casas,La Araucanía,BT,585578,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187280.709,5704294.801,-38.75729630,-72.60087510
18,1716404864,Temuco,La Araucanía,BT,1090330,Inst. de distribució,BAAC00512,0,1,PSAD56,19,187961.500,5705723.949,-38.74468400,-72.59241040
18,2191960,Padre Las Casas,La Araucanía,BT,583704,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187075.692,5704212.930,-38.75796000,-72.60326700
18,2069088,Padre Las Casas,La Araucanía,BT,500420,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187252.339,5704147.253,-38.75861330,-72.60126770
18,2023195,Padre Las Casas,La Araucanía,BT,459314,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187266.736,5704101.537,-38.75902950,-72.60112310
18,1716410949,Padre Las Casas,La Araucanía,MT,PP-0430,Inst. de distribució,BAAC22770,1,1,PSAD56,19,188094.411,5704125.498,-38.75910690,-72.59160530
18,9553578,Temuco,La Araucanía,MT,1062608,Inst. de distribució,BAAV00103,3,2,1,19,187969.926,5705723.494,-38.74469110,-72.59231390
18,2038495,Padre Las Casas,La Araucanía,BT,493423,Inst. de distribució,BAAV00111,0,2,PSAD56,19,187757.163,5704263.542,-38.75774610,-72.59541670
18,2069735,Padre Las Casas,La Araucanía,BT,500442,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187118.213,5704242.357,-38.75771040,-72.60276530
18,9553416,Temuco,La Araucanía,MT,1034497,Inst. de distribució,BAAV00103,1,1,PSAD56,19,187947.921,5705697.269,-38.74491920,-72.59257840
18,2069588,Padre Las Casas,La Araucanía,BT,500443,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187067.878,5704257.692,-38.75755470,-72.60333650
18,4823395,Padre Las Casas,La Araucanía,BT,585324,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187506.138,5704306.841,-38.75726790,-72.59828040
18,2023400,Padre Las Casas,La Araucanía,BT,459328,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187187.414,5704169.115,-38.75839360,-72.60200360
18,2070256,Padre Las Casas,La Araucanía,BT,500437,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187192.236,5704219.681,-38.75794060,-72.60192530
18,2038488,Padre Las Casas,La Araucanía,BT,493419,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187609.513,5704162.074,-38.75860650,-72.59715850
18,1716403754,Padre Las Casas,La Araucanía,BT,PP8367,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188137.689,5704001.446,-38.76023790,-72.59116410
18,2311707,Padre Las Casas,La Araucanía,BT,585482,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187422.069,5704363.319,-38.75673020,-72.59922050
18,1716403751,Padre Las Casas,La Araucanía,MT,PP8366,Inst. de distribució,BAAV00103,1,0,PSAD56,19,188264.649,5703693.626,-38.76305120,-72.58984470
18,2311701,Padre Las Casas,La Araucanía,BT,585478,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187389.146,5704427.780,-38.75613880,-72.59956950
18,2069737,Padre Las Casas,La Araucanía,BT,500439,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187153.791,5704198.568,-38.75811680,-72.60237650
18,2310987,Padre Las Casas,La Araucanía,BT,585583,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187323.926,5704282.066,-38.75742620,-72.60038450
18,2038775,Padre Las Casas,La Araucanía,BT,493429,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188001.480,5704481.279,-38.75587430,-72.59251210
18,1716572454,Temuco,La Araucanía,BT,CAM20043,Inst. de prop. terce,BAAV00111,0,1,PSAD56,19,186918.261,5705449.252,-38.74678530,-72.60451540
18,1716410947,Padre Las Casas,La Araucanía,MT,PP-0425,Inst. de distribució,BAAC22770,1,1,PSAD56,19,188125.536,5704133.091,-38.75904960,-72.59124430
18,2310980,Padre Las Casas,La Araucanía,BT,585575,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187295.284,5704317.693,-38.75709560,-72.60069730
18,2023273,Padre Las Casas,La Araucanía,BT,459316,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187246.179,5704083.065,-38.75918840,-72.60136750
18,2069082,Padre Las Casas,La Araucanía,BT,500418,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187337.643,5704163.605,-38.75849640,-72.60028050
18,2069751,Padre Las Casas,La Araucanía,BT,500433,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187224.162,5704281.464,-38.75739630,-72.60153060
18,6089914,Padre Las Casas,La Araucanía,MT,4727895,Inst. de distribució,BAAV00103,2,0,1,19,190786.804,5706655.955,-38.73729540,-72.55954690
18,1716528982,Padre Las Casas,La Araucanía,BT,BB02768,Inst. de prop. terce,BAAV00103,0,1,PSAD56,19,187964.056,5704441.023,-38.75622310,-72.59296010
18,1716410961,Padre Las Casas,La Araucanía,MT,PP-0424,Inst. de distribució,BAAC11500,1,1,PSAD56,19,188143.248,5704059.883,-38.75971430,-72.59107390
18,2310979,Padre Las Casas,La Araucanía,BT,585576,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187300.350,5704311.976,-38.75714880,-72.60064170
18,2069755,Padre Las Casas,La Araucanía,BT,500436,Inst. de distribució,BAAV00103,0,2,PSAD56,19,187185.981,5704226.979,-38.75787270,-72.60199390
18,2310988,Padre Las Casas,La Araucanía,BT,595582,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187329.680,5704275.234,-38.75748970,-72.60032150
18,2023270,Padre Las Casas,La Araucanía,BT,459317,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187212.712,5704060.423,-38.75938010,-72.60176220
18,2069637,Padre Las Casas,La Araucanía,BT,500452,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187189.642,5704315.320,-38.75707950,-72.60191180
18,2069110,Padre Las Casas,La Araucanía,BT,500427,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187295.200,5704211.599,-38.75804980,-72.60074630
18,9819022,Padre Las Casas,La Araucanía,MT,1000395550,Inst. de prop. terce,BAAV00103,1,0,PSAD56,19,186695.887,5703870.952,-38.76090080,-72.60778450
18,2310986,Padre Las Casas,La Araucanía,BT,585584,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187306.155,5704255.667,-38.75765730,-72.60060050
18,2069354,Padre Las Casas,La Araucanía,BT,500430,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187248.559,5704268.187,-38.75752430,-72.60125640
18,2038149,Padre Las Casas,La Araucanía,BT,493415,Inst. de distribució,BAAV00111,0,3,PSAD56,19,187741.571,5704289.784,-38.75750460,-72.59558390
18,1716404909,Padre Las Casas,La Araucanía,BT,PP4310,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188451.213,5703626.196,-38.76372350,-72.58773200
18,2963324,Padre Las Casas,La Araucanía,BT,500429,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187267.719,5704244.414,-38.75774490,-72.60104710
18,2311713,Padre Las Casas,La Araucanía,BT,585476,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187386.291,5704335.618,-38.75696670,-72.59964390
18,2311263,Padre Las Casas,La Araucanía,BT,585570,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187303.004,5704363.320,-38.75668800,-72.60058800
18,2191955,Padre Las Casas,La Araucanía,BT,583702,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187064.211,5704243.284,-38.75768290,-72.60338510
18,9617435,Temuco,La Araucanía,BT,1034498,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187983.357,5705700.990,-38.74489820,-72.59216980
18,2023386,Padre Las Casas,La Araucanía,BT,459323,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187215.433,5704181.887,-38.75828870,-72.60167600
18,2310989,Padre Las Casas,La Araucanía,BT,585581,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187348.088,5704291.927,-38.75734610,-72.60010250
18,2310946,Padre Las Casas,La Araucanía,BT,585573,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187313.896,5704345.103,-38.75685570,-72.60047120
18,1716403886,Temuco,La Araucanía,MT,1090336,Inst. de distribució,BAAV01778,1,1,1,19,187974.051,5705749.463,-38.74445900,-72.59225480
18,1716410215,Padre Las Casas,La Araucanía,MT,PP8364,Inst. de distribució,BAAV00103,1,1,PSAD56,19,188242.859,5703652.347,-38.76341470,-72.59011360
18,2023475,Padre Las Casas,La Araucanía,BT,459330,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187150.659,5704138.350,-38.75865730,-72.60243970
18,2023407,Padre Las Casas,La Araucanía,BT,459325,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187179.915,5704150.250,-38.75856070,-72.60209830
18,6084737,Padre Las Casas,La Araucanía,MT,47274600,Inst. de distribució,BAAV00103,2,0,1,19,190773.706,5706652.006,-38.73732640,-72.55969910
18,2069080,Padre Las Casas,La Araucanía,BT,500416,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187307.155,5704135.699,-38.75873660,-72.60064330
18,2023382,Padre Las Casas,La Araucanía,BT,459324,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187193.669,5704161.426,-38.75846500,-72.60193520
18,2311704,Padre Las Casas,La Araucanía,BT,585479,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187392.785,5704386.020,-38.75651570,-72.59954650
18,9819021,Padre Las Casas,La Araucanía,MT,1000395549,Inst. de prop. terce,BAAV00103,1,0,PSAD56,19,186693.172,5703874.264,-38.76087010,-72.60781420
18,4823630,Padre Las Casas,La Araucanía,BT,500472,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187446.926,5704333.014,-38.75701150,-72.59894870
18,4823393,Padre Las Casas,La Araucanía,BT,584311,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187441.163,5704252.211,-38.75773620,-72.59905140
18,2311292,Padre Las Casas,La Araucanía,BT,585572,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187254.618,5704340.110,-38.75687960,-72.60115430
18,2023472,Padre Las Casas,La Araucanía,BT,459321,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187182.703,5704099.529,-38.75901780,-72.60208920
18,2038492,Padre Las Casas,La Araucanía,BT,493421,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187699.456,5704222.847,-38.75809170,-72.59609790
18,1716404907,Padre Las Casas,La Araucanía,BT,PP4309,Inst. de distribució,BAAV00111,0,1,PSAD56,19,188446.879,5703616.678,-38.76380760,-72.58778610
18,2310951,Padre Las Casas,La Araucanía,BT,585579,Inst. de distribució,BAAV00111,0,2,PSAD56,19,187340.323,5704312.443,-38.75715880,-72.60018240
18,2069113,Padre Las Casas,La Araucanía,BT,500423,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187242.026,5704204.789,-38.75809220,-72.60136020
18,2311709,Padre Las Casas,La Araucanía,BT,585475,Inst. de distribució,BAAV00103,0,2,PSAD56,19,187378.601,5704330.972,-38.75700570,-72.59973440
18,4823480,Padre Las Casas,La Araucanía,BT,585500,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187423.779,5704273.778,-38.75753610,-72.59924130
18,2069090,Padre Las Casas,La Araucanía,BT,500421,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187227.944,5704192.052,-38.75820170,-72.60152770
18,2023425,Padre Las Casas,La Araucanía,BT,459329,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187174.987,5704156.727,-38.75850070,-72.60215190
18,2311702,Padre Las Casas,La Araucanía,BT,585483,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187408.758,5704442.486,-38.75601350,-72.59933750
18,2311243,Padre Las Casas,La Araucanía,BT,585568,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187349.768,5704400.548,-38.75636980,-72.60003410
18,2069631,Padre Las Casas,La Araucanía,BT,500447,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187139.716,5704293.965,-38.75725390,-72.60249490
18,2310822,Padre Las Casas,La Araucanía,BT,585571,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187293.450,5704357.012,-38.75674140,-72.60070060
18,2037610,Padre Las Casas,La Araucanía,BT,493416,Inst. de distribució,BAAV00111,0,2,PSAD56,19,187691.252,5704256.745,-38.75778400,-72.59617680
18,2311708,Padre Las Casas,La Araucanía,BT,585481,Inst. de distribució,BAAV00103,0,2,PSAD56,19,187415.259,5704358.893,-38.75676760,-72.59930070
18,6947842,Padre Las Casas,La Araucanía,BT,753408,Inst. de distribució,BAAV00103,0,1,PSAD56,19,186091.101,5701929.931,-38.77814230,-72.61561350
18,2069079,Padre Las Casas,La Araucanía,BT,500415,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187287.691,5704118.419,-38.75888510,-72.60087470
18,1716410959,Padre Las Casas,La Araucanía,MT,PP-0423,Inst. de distribució,BAAC11500,1,1,PSAD56,19,188120.630,5704055.691,-38.75974400,-72.59133560
18,1716410953,Padre Las Casas,La Araucanía,BT,PP-0427,Inst. de distribució,BBAC00288,0,1,PSAD56,19,188110.881,5704145.819,-38.75893000,-72.59140690
18,4823639,Padre Las Casas,La Araucanía,BT,583654,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187413.846,5704301.173,-38.75728620,-72.59934300
18,2038077,Padre Las Casas,La Araucanía,BT,493409,Inst. de distribució,BAAV00111,0,2,PSAD56,19,188020.219,5704554.561,-38.75522180,-72.59226380
18,9553418,Temuco,La Araucanía,MT,1034496,Inst. de distribució,BAAV00103,1,1,PSAD56,19,187946.065,5705685.223,-38.74502690,-72.59260520
18,2069078,Padre Las Casas,La Araucanía,BT,500414,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187280.640,5704112.858,-38.75893260,-72.60095820
18,1716572456,Temuco,La Araucanía,BT,CAM20044,Inst. de prop. terce,BAAV00111,0,1,PSAD56,19,186982.610,5705439.957,-38.74689170,-72.60378060
18,9553418,Temuco,La Araucanía,MT,1034496,Inst. de distribució,BAAV00103,1,1,1,19,187946.065,5705685.223,-38.74502690,-72.59260520
18,2076137,Padre Las Casas,La Araucanía,BT,500426,Inst. de distribució,BAAV00103,0,2,PSAD56,19,187276.816,5704233.364,-38.75784750,-72.60094760
18,2070119,Padre Las Casas,La Araucanía,BT,500424,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187238.370,5704212.382,-38.75802260,-72.60139870
18,2023268,Padre Las Casas,La Araucanía,BT,459318,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187208.740,5704053.372,-38.75944210,-72.60181100
18,2191956,Padre Las Casas,La Araucanía,BT,583705,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187085.069,5704217.959,-38.75791810,-72.60315700
18,2310984,Padre Las Casas,La Araucanía,BT,585577,Inst. de distribució,BAAV00111,0,2,PSAD56,19,187275.943,5704301.877,-38.75723100,-72.60092670
18,9553422,Temuco,La Araucanía,MT,1034498,Inst. de distribució,BAAV00103,1,1,1,19,187966.990,5705703.305,-38.74487160,-72.59235670
18,2310985,Padre Las Casas,La Araucanía,BT,585585,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187303.665,5704264.559,-38.75757650,-72.60062510
18,1716528984,Padre Las Casas,La Araucanía,BT,BB02769,Inst. de prop. terce,BAAV00103,0,1,PSAD56,19,187939.628,5704460.820,-38.75603640,-72.59323180
18,2310976,Padre Las Casas,La Araucanía,BT,585580,Inst. de distribució,BAAV00111,0,1,PSAD56,19,187332.096,5704305.960,-38.75721420,-72.60027980
18,2069356,Padre Las Casas,La Araucanía,BT,500432,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187233.622,5704285.779,-38.75736080,-72.60142000
18,2069297,Padre Las Casas,La Araucanía,BT,500440,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187159.786,5704202.478,-38.75808380,-72.60230580
18,2023281,Padre Las Casas,La Araucanía,BT,459315,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187252.237,5704088.428,-38.75914230,-72.60129550
18,2191958,Padre Las Casas,La Araucanía,BT,583708,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187130.891,5704162.052,-38.75843710,-72.60265600
18,6947843,Padre Las Casas,La Araucanía,BT,753407,Inst. de distribució,BAAV00103,0,1,PSAD56,19,186116.629,5702030.109,-38.77725040,-72.61527460
18,2023511,Padre Las Casas,La Araucanía,BT,459327,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187144.612,5704129.188,-38.75873760,-72.60251330
18,4823387,Padre Las Casas,La Araucanía,BT,585697,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187410.321,5704227.799,-38.75794480,-72.59941670
18,2069355,Padre Las Casas,La Araucanía,BT,500431,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187242.584,5704275.655,-38.75745500,-72.60132170
18,1716572550,Temuco,La Araucanía,BT,CAM20045,Inst. de prop. terce,BAAV00111,0,1,PSAD56,19,186919.673,5705466.605,-38.74662970,-72.60449130
18,2311711,Padre Las Casas,La Araucanía,BT,545474,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187362.580,5704363.173,-38.75671040,-72.59990380
18,2069632,Padre Las Casas,La Araucanía,BT,500451,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187157.849,5704303.087,-38.75717830,-72.60228250
18,2069081,Padre Las Casas,La Araucanía,BT,500417,Inst. de distribució,BAAV00103,0,1,PSAD56,19,187327.613,5704154.468,-38.75857500,-72.60039990
