empresa_id,toma_tierra_id,elemento_id,tipo_elemento,propiedad,nodo_id,cudn,tipo_toma_tierra,tipo_electrodo,otros,datum,zona,x,y,lat,long
18,454254,1716746610,transformador_dx,Inst. de distribució,39489894,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,194028.300,5697231.480,-38.82319050,-72.52650010
18,454558,1717210019,transformador_dx,Inst. de distribució,39242598,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,183540.298,5701477.642,-38.78129830,-72.64512670
18,454654,6747800,transformador_dx,Inst. de distribució,39839195,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188714.590,5702665.724,-38.77245460,-72.58513940
18,454774,421906,equipo,Inst. de distribució,38340921,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,183866.133,5701601.727,-38.78029920,-72.64132630
18,454777,427164,equipo,Inst. de distribució,40360442,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,185862.960,5702739.558,-38.77077980,-72.61786630
18,454784,451534,transformador_dx,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,191956.086,5703597.519,-38.76521180,-72.54748230
18,454787,8795516,transformador_dx,Inst. de distribució,39612433,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,198372.759,5695408.704,-38.84108460,-72.47734620
18,454806,427221,equipo,Inst. de distribució,38771730,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,190462.468,5706311.979,-38.74027550,-72.56342530
18,454816,8114177,transformador_dx,Inst. de distribució,37851761,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,187587.382,5695077.952,-38.84029670,-72.60152750
18,454894,431817,equipo,Inst. de distribució,38767150,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,194194.377,5695529.351,-38.83855750,-72.52534650
18,455109,6888038,transformador_dx,Inst. de distribució,40126807,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,185758.577,5701796.200,-38.77922660,-72.61949470
18,455163,1717286251,transformador_dx,Inst. de distribució,39565773,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,196996.663,5696160.358,-38.83385120,-72.49284170
18,455244,425903,equipo,Inst. de distribució,37954630,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,187639.252,5704411.946,-38.75636970,-72.59670390
18,455355,1716959387,transformador_dx,Inst. de distribució,38531227,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,196226.147,5696546.663,-38.83011100,-72.50153180
18,455475,1717296049,equipo,Inst. de distribució,39585427,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188849.229,5702030.243,-38.77821740,-72.58387890
18,455500,452728,transformador_dx,Inst. de distribució,37709539,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188713.980,5703623.987,-38.76383610,-72.58471450
18,455683,426719,equipo,Inst. de distribució,37826196,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188430.361,5696925.687,-38.82397790,-72.59099770
18,455772,441635,transformador_dx,Inst. de distribució,37969688,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,192476.185,5697044.621,-38.82433050,-72.54442870
18,455865,422693,equipo,Inst. de distribució,40091847,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,187902.998,5704008.785,-38.76008890,-72.59385660
18,455904,427798,equipo,Inst. de distribució,38692972,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,189132.633,5702032.210,-38.77829970,-72.58062180
18,455910,1717086621,transformador_dx,Inst. de distribució,38788199,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,185133.859,5700531.860,-38.79037430,-72.62724900
18,455942,439785,transformador_dx,Inst. de distribució,39416323,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188682.109,5705233.926,-38.74934550,-72.58435550
18,456616,431689,equipo,Inst. de distribució,38267666,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,189422.995,5697583.067,-38.81841630,-72.57928910
18,456966,438904,transformador_dx,Inst. de distribució,39127837,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,190226.664,5699165.169,-38.80447020,-72.56933890
18,456971,445740,transformador_dx,Inst. de distribució,38573856,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188974.517,5702138.691,-38.77728630,-72.58239050
18,457005,420400,equipo,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,189004.816,5702166.254,-38.77704910,-72.58203000
18,457207,448772,transformador_dx,Inst. de distribució,37981074,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,184858.292,5700496.120,-38.79059730,-72.63043190
18,457261,423623,equipo,Inst. de distribució,37980289,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,185560.333,5702992.486,-38.76839730,-72.62122770
18,457376,442109,transformador_dx,Inst. de distribució,37980873,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,194869.844,5695208.115,-38.84168120,-72.51772100
18,457415,647882,transformador_dx,Inst. de distribució,38108127,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,190377.168,5701963.154,-38.77935850,-72.56635340
18,457694,447366,transformador_dx,Inst. de distribució,39065139,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,194478.646,5697185.579,-38.82375970,-72.52134250
18,457825,439299,transformador_dx,Inst. de distribució,38625033,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,191267.497,5698207.862,-38.81344550,-72.55780420
18,457875,426604,equipo,Inst. de distribució,38293582,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,194400.011,5697861.431,-38.81765370,-72.52194690
18,457982,426805,equipo,Inst. de distribució,38802825,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,189213.954,5697578.555,-38.81838310,-72.58169430
18,458249,449821,transformador_dx,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,187512.674,5704325.963,-38.75709820,-72.59819670
18,458307,,otro,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,186395.283,5705014.789,-38.75050700,-72.61071840
18,458544,9163777,transformador_dx,Inst. de distribució,39155316,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,190291.913,5700396.310,-38.79342050,-72.56803610
18,458591,3047481,equipo,Inst. de distribució,38516320,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,192966.825,5697260.134,-38.82256330,-72.53869150
18,458627,448692,transformador_dx,Inst. de distribució,38328547,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,187880.163,5704611.971,-38.75465600,-72.59384650
18,458637,422060,equipo,Inst. de distribució,37953811,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,190050.081,5701358.217,-38.78468430,-72.57038320
18,458673,417879,equipo,Inst. de distribució,38446708,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,188249.969,5704472.826,-38.75603810,-72.58966180
18,458870,1716240138,transformador_dx,Inst. de distribució,39134327,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,192796.185,5695671.856,-38.83678880,-72.54136190
18,458887,2305422,transformador_dx,Inst. de distribució,,KC24A,Puesta a tierra de p,Conductor Cobre,,PSAD56,19,191923.908,5707801.527,-38.72738930,-72.54597900
