empresa_id,estructura_id,propiedad,elemento_id,tipo_elemento,cudn,clase_tension,detalle cudn,datum,zona,x,y,lat,long
18,6067284,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,6067540,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,6068062,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,6068080,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,6068546,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,6134896,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,6134900,Inst. de distribució,,,EP3AF06C04CHBC2,Clas,,,,,,,
18,165026,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,191756,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,128901,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,130601,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,6067337,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067436,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067456,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067477,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067533,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067618,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067624,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067625,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067707,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067715,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067719,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067727,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067734,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067759,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067770,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067868,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067876,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067884,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067960,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067975,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067995,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6067996,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6068014,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6068542,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6068544,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6068548,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,6134917,Inst. de distribució,,,EP3AF00C03BHBF1,Clas,,,,,,,
18,5697771,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,6134797,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,6134908,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,6068627,Inst. de distribució,,,EP3AF06C04CNNC2,Clas,,,,,,,
18,6135404,Inst. de distribució,,,EP6BA00A01ENNC2,BT,,,,,,,
18,9704781,Inst. de distribució,,,EP3CF00C03CHBF2,Clas,,,,,,,
18,9780524,Inst. de distribució,,,EP3CF00C03CHBF2,Clas,,,,,,,
18,6134799,Inst. de distribució,,,ER3AF03C00CNNB4,Clas,,,,,,,
18,6068621,Inst. de distribució,,,EP3AF00C03CNNF2,Clas,,,,,,,
18,6068637,Inst. de distribució,,,EP3AF00C03CNNF2,Clas,,,,,,,
18,6134727,Inst. de distribució,,,EP3AF00C03CNNF2,Clas,,,,,,,
18,6134730,Inst. de distribució,,,EP3AF00C03CNNF2,Clas,,,,,,,
18,6134738,Inst. de distribució,,,EP3AF00C03CNNF2,Clas,,,,,,,
18,6135004,Inst. de distribució,,,EP3AF00C03CNNF2,Clas,,,,,,,
18,6068143,Inst. de distribució,,,ER3AF06C01BHBD3,Clas,,,,,,,
18,5495869,Inst. de distribució,,,ER6BA02A00ENNB3,BT,,,,,,,
18,987061,Inst. de distribució,,,ER6BA02A00ENNB3,BT,,,,,,,
18,8435571,Inst. de distribució,,,ER6BA02A00ENNB3,BT,,,,,,,
18,9244498,Inst. de distribució,,,ER4BA02A00ENNB3,BT,,,,,,,
18,9244499,Inst. de distribució,,,ER4BA02A00ENNB3,BT,,,,,,,
18,9244501,Inst. de distribució,,,ER4BA02A00ENNB3,BT,,,,,,,
18,179039,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,282091,Inst. de distribució,,,F3AL00J03CN21,Clas,,,,,,,
18,283033,Inst. de distribució,,,F3AL00J03CN21,Clas,,,,,,,
18,6066998,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,6067109,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,6067325,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
