empresa_id,equipo_id,nom_equipo,propiedad,cudn,tipo_equipo,alimentador_id,nodo_id,tramo_id,estado,tipo_inst,fases_id,ubicación_prot,tension_nom,cap_diseno,Coci_ikss,Coci_iasym,Coci_Ipeak,Coci_Ik,telecomandado,tipo_operacion,datum,zona,x,y,long,lat
18,675,Interrupt.General MT ubicado en soporte placa -218,Inst. de prop. terce,QA3AA30N01N0000,Desconectadores Fusibles,675,39946950,,Normalment,Aéreo,RST,,,0.000,,,,,,No Aplica,PSAD56,19,186748.368,5702482.136,-72.60781150,-38.77340970
18,414723,DF 8kAR 2F¸ Placa 224599,Inst. de distribució,QC2AA10S01A0001,Desconectadores Fusibles,675,37829929,,Normalment,Aéreo,RS,,,1.000,5.300,8.000,,,,No Aplica,PSAD56,19,187587.382,5695077.952,-72.60152750,-38.84029670
18,415168,DF 8kAR 2F¸ Placa 626106,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,39628199,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,188024.492,5697436.071,-72.59543270,-38.81924400
18,416831,DF 8kAR 2ø ubicado en soporte placa 225134,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,39195367,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,191293.971,5697733.678,-72.55771230,-38.81771950
18,416867,DF 8kAR 2F¸ Placa 15095,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,38161323,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,188298.116,5704565.728,-72.58906690,-38.75521960
18,416881,DF 8kAR 2ø ubicado en soporte placa 237291,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,37811554,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,192786.787,5695202.930,-72.54167930,-38.84100310
18,417110,DF 8kAR 2ø ubicado en soporte placa 225314,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,40036633,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,195165.127,5695507.173,-72.51419260,-38.83909370
18,417139,DF 8kAR 2ø ubicado en soporte placa 224684,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,37889792,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,192122.921,5695122.292,-72.54934990,-38.84149630
18,417229,DF 8kAR 2ø ubicado en soporte placa 157784,Inst. de distribució,QC2AA10S01A0010,Desconectadores Fusibles,675,38426380,,Normalment,Aéreo,RS,,,10.000,5.300,8.000,,,,No Aplica,PSAD56,19,185839.710,5702315.336,-72.61832640,-38.77458670
18,417504,SC 300A 3F¸ Placa  14908,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,675,40611629,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,187799.493,5704150.580,-72.59498150,-38.75877700
18,417737,DF 8kAR 3ø ubicado en soporte placa 156935,Inst. de distribució,QC3AA10W01A0100,Desconectadores Fusibles,675,38953303,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,186824.288,5705821.240,-72.60542610,-38.74340650
18,417784,DF 8kAR 3ø ubicado en soporte placa 166585,Inst. de distribució,QC3AA10W01A0100,Desconectadores Fusibles,675,37828005,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,186477.948,5705138.614,-72.60971290,-38.74942280
18,417879,DF 8kAR 3F¸ Placa 208772,Inst. de distribució,QC3AA10W01A0100,Desconectadores Fusibles,675,38446708,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,188249.969,5704472.826,-72.58966180,-38.75603810
18,417912,SC 300A 3F¸ Placa  14850,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,675,38565214,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,187611.665,5704390.520,-72.59703050,-38.75655270
