empresa_id,estructura_id,propiedad,elemento_id,tipo_elemento,cudn,clase_tension,detalle cudn,datum,zona,x,y,lat,long
18,149285,Inst. de distribució,,,EP2AF04C03BHBC1,Clas,,,,,,,
18,149486,Inst. de distribució,,,EP2AF04C03BHBC1,Clas,,,,,,,
18,9498119,Inst. de distribució,,,EA3CF00C03BHBB4,Clas,,,,,,,
18,6970559,Inst. de distribució,,,EA3AF00C03BFBB2,Clas,,,,,,,
18,210566,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,144320,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,900657,Inst. de distribució,,,ER6BA08A00BNND2,BT,,,,,,,
18,196013,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,197842,Inst. de distribució,,,EP3AF06C04BHBC1,Clas,,,,,,,
18,5526300,Inst. de distribució,,,ER3AF06C01CHBD4,Clas,,,,,,,
18,9498632,Inst. de distribució,,,EP1CF00C01CHND2,Clas,,,,,,,
18,965894,Inst. de distribució,,,EP6BA00A01ENNC2,BT,,,,,,,
18,9498128,Inst. de distribució,,,EP1CF00C01CHND2,Clas,,,,,,,
18,9498129,Inst. de distribució,,,EP1CF00C01CHND2,Clas,,,,,,,
18,9498130,Inst. de distribució,,,EP1CF00C01CHND2,Clas,,,,,,,
18,1716743752,Inst. de distribució,,,ER3AF06C01BHBD3,Clas,,,,,,,
18,192071,Inst. de distribució,,,ER3AF06C01BHBD3,Clas,,,,,,,
18,138496,Inst. de distribució,,,ER3AF06C01BHBD3,Clas,,,,,,,
18,156530,Inst. de distribució,,,ER3AF06C01BHBD3,Clas,,,,,,,
18,888831,Inst. de distribució,,,ER6BA02A00ENNB3,BT,,,,,,,
18,230696,Inst. de distribució,,,EA3AF00C03BHBB2,Clas,,,,,,,
18,9467270,Inst. de distribució,,,EP2CF00C02CHBF2,Clas,,,,,,,
18,9467264,Inst. de distribució,,,EP2CF00C02CHBD2,Clas,,,,,,,
18,227633,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,118369,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,125646,Inst. de distribució,,,ER3AF06C01BHBD2,Clas,,,,,,,
18,9498127,Inst. de distribució,,,EP1CF00C01CHNF2,Clas,,,,,,,
18,2200766,Inst. de prop. terce,,,EA3AF00C03BHBB2,Clas,,,,,,,
18,1989640,Inst. de distribució,1989629,equipo,EP3AF00C03BHBF1,Clas,,PSAD56,19,186254.268,5701245.712,-38.78435380,-72.61404980
18,1717306178,Inst. de distribució,1717305975,equipo,ER3CF03C00CFBB4,Clas,,PSAD56,19,186179.877,5696219.891,-38.82952620,-72.61719220
18,1717306187,Inst. de distribució,1717305975,equipo,ER6BA02A00ENNB3,BT,,PSAD56,19,186179.877,5696219.891,-38.82952620,-72.61719220
18,135267,Inst. de distribució,59571,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186788.520,5703089.946,-38.76795770,-72.60707450
18,145624,Inst. de distribució,18350,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186938.669,5703209.921,-38.76693200,-72.60529530
18,2124674,Inst. de distribució,2124652,equipo,EA3AF00C03BHBB2,Clas,,PSAD56,19,185780.208,5696062.333,-38.83080060,-72.62185920
18,1717271914,Inst. de distribució,2022711,equipo,ER3CF03C00BHBB2,Clas,,PSAD56,19,186745.795,5701355.098,-38.78354480,-72.60835240
18,948777,Inst. de distribució,1716861982,equipo,ER6BA08A00BNND2,BT,,PSAD56,19,187141.813,5703372.673,-38.76554030,-72.60288800
18,2133936,Inst. de distribució,1984582,equipo,ER6BA02A00ENND3,BT,,PSAD56,19,187040.857,5702338.712,-38.77480340,-72.60451620
18,2036473,Inst. de distribució,2022719,equipo,EP3AF00C03BHBA1,Clas,,PSAD56,19,186493.850,5701151.833,-38.78528330,-72.61133960
18,1989768,Inst. de distribució,1989767,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186274.710,5701288.355,-38.78397760,-72.61379550
18,2038645,Inst. de distribució,2038141,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186039.044,5700782.725,-38.78844100,-72.61673340
18,131719,Inst. de distribució,1716834652,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186863.586,5703150.068,-38.76744360,-72.60618500
18,1147468,Inst. de distribució,704498,equipo,ER4BA04A00BNNF2,BT,,PSAD56,19,185632.826,5695728.676,-38.83374860,-72.62370610
18,214441,Inst. de distribució,38165,equipo,EP3AF00C03BHBA1,Clas,,PSAD56,19,185685.607,5695941.660,-38.83185210,-72.62300200
18,5260402,Inst. de distribució,2037232,equipo,EA3AF00C03BFBB2,Clas,,PSAD56,19,184541.708,5697871.750,-38.81408540,-72.63527030
18,5641944,Inst. de distribució,5641942,equipo,EP3AF00C03BHBF1,Clas,,PSAD56,19,186486.496,5701731.859,-38.78006430,-72.61116060
18,115462,Inst. de distribució,59425,equipo,ER3AF03C00BHBB3,Clas,,PSAD56,19,186747.178,5702292.048,-38.77511890,-72.60791140
18,9305580,Inst. de distribució,9305577,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186199.963,5701139.345,-38.78529110,-72.61472210
18,190773,Inst. de distribució,1716852692,equipo,ER3AF06C01BHBD2,Clas,,PSAD56,19,186331.215,5694033.690,-38.84924120,-72.61644840
18,1873301,Inst. de distribució,1873265,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,185570.979,5695924.098,-38.83196910,-72.62432800
18,5970849,Inst. de distribució,5970835,equipo,EP3AF06C04CHBC2,Clas,,PSAD56,19,185620.374,5696852.052,-38.82364140,-72.62333650
18,9498300,Inst. de distribució,5920248,equipo,IHA3A3,Clas,,PSAD56,19,183108.168,5697023.616,-38.82119810,-72.65213820
18,8744563,Inst. de distribució,38166,equipo,ER4BA02A00ENND3,BT,,PSAD56,19,186193.021,5696197.084,-38.82973600,-72.61705150
18,151778,Inst. de distribució,1716849371,equipo,EP2AF04C03BHBC1,Clas,,PSAD56,19,182489.789,5698551.312,-38.80723700,-72.65854300
18,1716562657,Inst. de prop. terce,1716562389,equipo,ER3CF03C00CFBB4,Clas,,PSAD56,19,179480.916,5695828.877,-38.83062930,-72.69439020
18,5641918,Inst. de distribució,5641893,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,186469.333,5701691.443,-38.78042160,-72.61137620
18,151779,Inst. de distribució,38173,equipo,EP2AF04C03BHBC1,Clas,,PSAD56,19,183121.872,5699351.810,-38.80026570,-72.65091040
18,1067992,Inst. de distribució,72354,equipo,ER4BA02A00ENNB2,BT,,PSAD56,19,186916.390,5694495.856,-38.84529320,-72.60950830
18,9532628,Inst. de distribució,1716841807,equipo,EP3AF06C04BHBC1,Clas,,PSAD56,19,185561.718,5697638.504,-38.81654770,-72.62365190
18,1717306130,Inst. de distribució,1717305963,equipo,ER6BA02A00ENND3,BT,,PSAD56,19,185810.299,5696265.236,-38.82898660,-72.62142070
18,1717032821,Inst. de distribució,2041566,equipo,ER3CF06C01CHBD4,Clas,,PSAD56,19,185459.725,5699603.734,-38.79883750,-72.62392770
18,5971595,Inst. de distribució,5212490,equipo,IHA3A3,Clas,,PSAD56,19,185612.596,5697433.721,-38.81840760,-72.62316050
18,9585540,Inst. de distribució,1716864741,equipo,IHA3A3,Clas,,PSAD56,19,186814.783,5702528.144,-38.77301960,-72.60702760
18,149085,Inst. de distribució,1716857372,equipo,EP2AF04C03BHBC1,Clas,,PSAD56,19,181295.158,5697129.199,-38.81959440,-72.67293070
18,5971857,Inst. de distribució,1716830004,equipo,IHA3A3,Clas,,PSAD56,19,185632.553,5696754.372,-38.82452420,-72.62324100
18,9422037,Inst. de distribució,1716830004,equipo,IHA3A3,Clas,,PSAD56,19,185632.553,5696754.372,-38.82452420,-72.62324100
