empresa_id,tirante_id,poste_id,propiedad,cudn,apoyo,muerto,datum,zona,x,y,lat,long
18,242405,1716854776,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,185079.263,5696363.209,-38.82784430,-72.62978070
18,242744,98649,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,180019.207,5697324.106,-38.81737910,-72.68750720
18,242938,1716858668,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187428.262,5702932.032,-38.76960470,-72.59979680
18,243118,59412,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,185709.239,5695923.184,-38.83202670,-72.62273870
18,243119,59425,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,186747.178,5702292.048,-38.77511890,-72.60791140
18,243280,11747,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,185780.954,5695651.449,-38.83449600,-72.62203820
18,243458,1716837629,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,184437.371,5697662.843,-38.81592680,-72.63656520
18,243635,24634,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186332.721,5694680.664,-38.84342340,-72.61613620
18,244015,1716848575,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187113.298,5694549.240,-38.84488320,-72.60721950
18,244186,1716849776,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,182706.568,5696087.191,-38.82947470,-72.65718610
18,244195,98991,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186923.932,5693472.690,-38.85449760,-72.60988710
18,244518,1716853461,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187634.733,5702958.582,-38.76943910,-72.59741290
18,244701,1716849468,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,185572.765,5697625.696,-38.81666690,-72.62353070
18,244702,65877,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,181415.457,5696046.325,-38.82937600,-72.67204860
18,244707,7888659,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186766.807,5694281.923,-38.84716400,-72.61132580
