empresa_id;nodo_id;tipo_soporte;poste_camara_id;rotulo_poste_camara;alimentador_id;nom_comuna;nom_region;densidad_red;tension;datum;zona;y;x;lat;long
18;24898288;poste;1716836107;14789;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702973.324;187146.678;-72.6030129;-38.7691336
18;25074259;poste;747598;15704;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702957.962;187175.298;-72.6026911;-38.7692819
18;25312765;poste;44759;14757;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703279.357;186965.931;-72.6049507;-38.7663172
18;25314362;poste;6321413;736780;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703218.158;186947.094;-72.6051948;-38.7668609
18;25532612;poste;44620;165695;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5696991.859;182089.957;-72.6638577;-38.8211168
18;25734111;poste;1716834652;14731;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703150.068;186863.586;-72.606185;-38.7674436
18;25788064;poste;1716840870;165786;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702048.835;186653.311;-72.6091001;-38.7772729
18;25791106;poste;1716203385;1082295;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5693938.702;186338.375;-72.6164094;-38.850098
18;25806951;poste;699969;225191;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5694758.588;185866.771;-72.6214589;-38.8425564
18;25808869;poste;1716852692;224503;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5694033.69;186331.215;-72.6164484;-38.8492412
18;25830898;poste;44620;165695;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5696991.859;182089.957;-72.6638577;-38.8211168
18;25853034;poste;747311;225193;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5694864.976;185887.171;-72.6211757;-38.8416069
18;25927160;poste;51064;227577;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695929.41;181874.523;-72.6668249;-38.8305933
18;26105035;poste;678475;15690;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703051.104;187330.525;-72.6008657;-38.7684992
18;26465426;poste;1716831221;14742;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703286.523;187102.872;-72.6033743;-38.7663013
18;26568897;poste;44612;14710;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702332.689;186754.675;-72.6078068;-38.774756
18;26610130;poste;6861346;720448;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702932.72;187159.378;-72.6028855;-38.7695033
18;26694869;poste;98649;253544;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5697324.106;180019.207;-72.6875072;-38.8173791
18;26824373;poste;769314;237978;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5696291.305;186174.385;-72.6172228;-38.828882
18;26915559;poste;769314;237978;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5696291.305;186174.385;-72.6172228;-38.828882
18;26916098;poste;1716203385;1082295;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5693938.702;186338.375;-72.6164094;-38.850098
18;27259626;poste;1716849180;165675;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5697101.549;182580.776;-72.6581649;-38.8203074
18;27450579;poste;670289;237981;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5696414.072;186239.136;-72.6164224;-38.827801
18;27452358;poste;701373;237980;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5696379.349;186220.922;-72.6166476;-38.8281068
18;27474249;poste;9708346;961676;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695815.431;180812.114;-72.679092;-38.8312338
18;27502336;poste;1716847160;14752;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5703100.76;186906.376;-72.6057157;-38.7679022
18;27502583;poste;59432;165672;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5697092.49;182699.043;-72.6568096;-38.8204314
18;27864423;poste;2209819;584958;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5698427.473;185375.957;-72.6254271;-38.809386
18;27897977;poste;786419;15617;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703115.879;187027.213;-72.6043208;-38.7678092
18;27902638;poste;711134;254465;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5697723.586;184018.83;-72.6413485;-38.8152305
18;27958855;poste;711134;254465;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5697723.586;184018.83;-72.6413485;-38.8152305
18;28206023;poste;8845889;888446;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703060.709;186957.643;-72.605145;-38.7682806
18;28271849;poste;695850;30658;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702904.311;187091.65;-72.6036764;-38.7697347
18;28276715;poste;761628;262473;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5699774.671;185231.948;-72.6264674;-38.7972189
18;28719239;poste;8753906;1000307185;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702089.693;186780.538;-72.6076199;-38.7769506
18;28724015;poste;51219;212285;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702052.988;186694.442;-72.6086257;-38.7772501
18;28857897;poste;1716840547;212350;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702038.294;186690.284;-72.6086801;-38.7773808
18;28937791;poste;664715;30654;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702949.671;187113.007;-72.6034105;-38.7693344
18;29262682;poste;1716556358;1126831;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696581.121;185914.213;-72.6200819;-38.8261828
18;29402489;poste;1716213286;1065436;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5697769.179;183980.935;-72.6417632;-38.8148068
18;29418880;poste;9460309;975597;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5698610.896;182473.495;-72.6587028;-38.8066953
18;29434604;poste;59417;165602;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5698669.801;182457.386;-72.6588608;-38.8061598
18;29461094;poste;730932;237984;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5696402.023;186360.252;-72.6150354;-38.8279525
18;29507780;poste;1716848533;212284;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702032.102;186684.423;-72.6087503;-38.7774344
18;29521027;poste;1984604;468914;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702354.656;187207.714;-72.602592;-38.7747192
18;29522764;poste;1984619;493335;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702382.489;187229.582;-72.6023281;-38.7744767
18;29560211;poste;1984619;493335;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702382.489;187229.582;-72.6023281;-38.7744767
18;29563596;poste;795976;237982;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5696416.261;186260.975;-72.6161703;-38.8277891
18;29615531;poste;682534;29981;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702868.107;187025.033;-72.6044581;-38.7700367
18;29634776;poste;781974;15299;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703416.688;186739.619;-72.6074881;-38.7650018
18;29692947;camara;9722412;1029851;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695815.386;180811.275;-72.6791017;-38.8312339
18;29713266;poste;8646690;904588;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5699773.018;185212.222;-72.6266948;-38.7972267
18;29847674;poste;757039;228372;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5700021.888;185848.709;-72.6192669;-38.7952157
18;29893625;poste;78752;225065;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696275.614;185781.633;-72.6217455;-38.828883
18;30007177;poste;793684;225077;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696290.271;185786.736;-72.6216802;-38.828753
18;30676381;poste;729728;227654;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5695823.29;186326.814;-72.6156835;-38.8331453
18;30951155;poste;59435;227566;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5696264.133;181445.687;-72.6716003;-38.8274282
18;30982134;poste;18347;14745;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5703190.102;187176.897;-72.6025676;-38.7671947
18;31003002;poste;11905;14711;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702344.35;186797.823;-72.6073058;-38.7746665
18;31107533;poste;652465;224551;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5694214.644;186910.255;-72.6097068;-38.8478201
18;31193141;camara;1716562782;s/p3;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695755.513;179538.238;-72.6937654;-38.8313099
18;31252478;poste;1716848096;42613;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5694146.66;186974.399;-72.609;-38.8484543
18;31307712;poste;682900;30638;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703196.277;187124.353;-72.6031684;-38.7671205
18;31315292;poste;739090;15614;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703195.167;187150.608;-72.6028673;-38.7671398
18;31346745;poste;739090;15614;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703195.167;187150.608;-72.6028673;-38.7671398
18;31454422;poste;665076;30581;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703242.968;187191.767;-72.6023729;-38.7667245
18;31471291;poste;9047400;865126;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695949.135;181840.801;-72.6672035;-38.8304038
18;31516012;camara;1716562649;s/p;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695832.24;179482.611;-72.6943692;-38.8305996
18;31528975;poste;673972;15612;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703227.091;187192.574;-72.6023708;-38.7668676
18;31545977;camara;1716562782;s/p3;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695755.513;179538.238;-72.6937654;-38.8313099
18;31583984;poste;725743;15611;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703246.332;187215.718;-72.6020962;-38.7667028
18;31615199;poste;1716562387;S/P 2;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695831.175;179480.66;-72.6943921;-38.8306085
18;31686814;poste;795249;30722;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703123.996;186770.618;-72.6072648;-38.7676451
18;31819114;poste;59423;227658;678;Padre Las Casas;La Araucanía;;0.22;PSAD56;19;5695803.206;186333.421;-72.6156166;-38.8333283
18;31959150;poste;1716863155;255516;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703157.448;186872.71;-72.6060768;-38.7673805
18;32086420;poste;51252;255517;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703145.839;186871.411;-72.606097;-38.7674844
18;32249420;poste;721315;30612;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703544.267;186895.237;-72.6056427;-38.7639096
18;32282907;poste;2230165;584093;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702036.188;186708.966;-72.6084665;-38.7774064
18;32317508;poste;1989626;490849;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5701092.575;186174.884;-72.6150315;-38.7857028
18;32380155;poste;2230204;584098;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5701991.571;186775.695;-72.60772;-38.7778313
18;32401122;poste;734690;30677;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703201.596;186931.485;-72.6053816;-38.7670043
18;32402051;poste;2230168;584096;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5702027.196;186788.149;-72.6075608;-38.7775154
18;32409557;poste;781461;227615;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696245.191;185788.699;-72.6216782;-38.8291591
18;32437854;poste;1716835897;14753;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703066.721;186935.656;-72.6053948;-38.7682188
18;32472209;poste;1716836064;14754;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5703086.546;186941.772;-72.6053156;-38.7680426
18;32498570;poste;18350;14734;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703209.921;186938.669;-72.6052953;-38.766932
18;32537806;camara;1716583077;1122760;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696585.586;185953.776;-72.619625;-38.8261568
18;32557422;poste;747991;30671;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703221.893;186959.856;-72.6050465;-38.7668318
18;32557478;poste;24814;42023;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703255.484;187126.297;-72.6031193;-38.7665887
18;32583041;camara;9722415;1030236;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695762.992;180797.993;-72.6792787;-38.8317002
18;32602661;poste;24793;14735;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5703236.914;186967.894;-72.6049473;-38.7666996
18;32685168;poste;1716834554;14756;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5703249.138;186991.121;-72.604675;-38.7665979
18;32754712;camara;1716583082;1122762;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696584.833;185990.531;-72.6192028;-38.8261767
18;32806370;camara;1716583073;1122758;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696575.326;185929.184;-72.6199124;-38.8262403
18;32870722;poste;691388;30689;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702855.789;187035.122;-72.6043477;-38.7701511
18;32871664;poste;1716850412;225037;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5694930.45;186208.32;-72.6174529;-38.8411326
18;32878094;camara;1716583073;1122758;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696575.326;185929.184;-72.6199124;-38.8262403
18;32898700;poste;24793;14735;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703236.914;186967.894;-72.6049473;-38.7666996
18;32916800;poste;799351;29980;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702871.744;187054.356;-72.6041196;-38.7700144
18;32958119;poste;9432351;977624;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5703049.427;186942.689;-72.6053219;-38.7683768
18;33010686;poste;1716835213;14796;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702918.571;187127.233;-72.6032611;-38.7696191
18;33019735;poste;1716835213;14796;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702918.571;187127.233;-72.6032611;-38.7696191
18;33067015;camara;1716583094;1122795;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696551.429;186094.019;-72.6180282;-38.826514
18;33078485;poste;1716834706;14794;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5702938.494;187153.281;-72.6029529;-38.7694492
18;33151652;camara;9722415;1030236;678;Padre Las Casas;La Araucanía;;15;PSAD56;19;5695762.992;180797.993;-72.6792787;-38.8317002
18;33157809;camara;1716583120;1122797;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696629.382;186111.01;-72.6177974;-38.825819
18;33168849;camara;1716583082;1122762;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696584.833;185990.531;-72.6192028;-38.8261767
18;33185401;camara;1716583087;1122771;678;Padre Las Casas;La Araucanía;;0.38;PSAD56;19;5696548.153;186034.663;-72.6187121;-38.8265223
