empresa_id,equipo_id,nom_equipo,propiedad,cudn,tipo_equipo,alimentador_id,nodo_id,tramo_id,estado,tipo_inst,fases_id,ubicación_prot,tension_nom,cap_diseno,Coci_ikss,Coci_iasym,Coci_Ipeak,Coci_Ik,telecomandado,tipo_operacion,datum,zona,x,y,long,lat
18,9596047,DH 300A-8kAR 3F¸ Placa 459190,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,678,40801567,,Normalment,Aéreo,RST,,,300.000,5.300,8.000,,,,Motorizado,PSAD56,19,185632.826,5695728.676,-72.62370610,-38.83374860
18,9596162,DH 300A-8kAR 3ø ubicado en soporte placa 586244,Inst. de distribució,QC3AB1BW01A0020,Desconectadores cuchillo,678,40831084,,Normalment,Aéreo,RST,,,20.000,5.300,8.000,,,,Motorizado,PSAD56,19,186175.551,5694633.832,-72.61796500,-38.84378850
18,9705776,RF 8kAR 2F¸ Placa  165563,Inst. de distribució,QC2AA10W01A0100,Desconectadores Fusibles,678,39421545,,Normalment,Aéreo,RS,,,100.000,,,,,,No Aplica,PSAD56,19,184284.779,5697635.890,-72.63833160,-38.81611450
18,9707674,DF 8kA 3F¸-10A Placa 245396,Inst. de distribució,QC3AA10W01A0100,Desconectadores Fusibles,678,38197408,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,187447.563,5702944.086,-72.59956960,-38.76950320
18,9707774,DF 8kAR 2F¸ Placa 227737,Inst. de distribució,QC3AA10S01A0008,Desconectadores Fusibles,678,37999521,,Normalment,Aéreo,RST,,,8.000,5.300,8.000,,,,No Aplica,PSAD56,19,182706.568,5696087.191,-72.65718610,-38.82947470
18,9708209,DF 8kAR 3ø ubicado en soporte placa 980866,Inst. de distribució,QC3AA10W01A0100,Desconectadores Fusibles,678,38191983,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,181390.859,5696045.359,-72.67233190,-38.82937580
18,9722337,DF 8kAR 3ø ubicado en soporte placa 984663,Inst. de prop. terce,QC3AA10W01A0100,Desconectadores Fusibles,678,38944103,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,180853.455,5695545.325,-72.67874190,-38.83367780
18,9722707,SC 300A 3ø ubicado en soporte placa 961676,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,678,39519856,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,180812.114,5695815.431,-72.67909200,-38.83123380
18,1717306012,SC 300A,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,678,306450598,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,186137.733,5696225.834,-72.61767400,-38.82945770
18,9722718,SC 300A 3ø ubicado en soporte placa 961661,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,678,40305433,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,180805.250,5695708.188,-72.67922070,-38.83219570
18,9835993,SC 300A 3F¸ Placa  14740,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,678,39666713,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,187086.442,5703330.756,-72.60354300,-38.76589770
18,9838170,SC 300A 3F¸ Placa  225052,Inst. de distribució,QC3AB1BW01A0300,Desconectadores cuchillo,678,37930739,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,185723.269,5695939.630,-72.62256990,-38.83188380
18,1716009586,CUC 741524,Inst. de distribució,QC2AB1BW01A0900,Desconectadores cuchillo,678,37930739,,Normalment,Aéreo,RS,,,900.000,,,,,,Motorizado,PSAD56,19,185710.751,5695927.144,-72.62271950,-38.83199160
18,1716011634,CUC 741508,Inst. de distribució,QC2AB1BW01A0900,Desconectadores cuchillo,678,39799478,,Normalment,Aéreo,RS,,,900.000,,,,,,Motorizado,PSAD56,19,187079.723,5703317.715,-72.60362610,-38.76601260
18,1716487517,FUS 4007744,Inst. de prop. terce,QC3AA10W01A0100,Desconectadores Fusibles,678,36370658,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,186496.971,5701751.346,-72.61103140,-38.77989270
18,1716543723,FUS 4008555,Inst. de prop. terce,QC3AA10W01A0100,Desconectadores Fusibles,678,39516536,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,186331.215,5694033.690,-72.61644840,-38.84924120
18,1716562361,CUC 742200,Inst. de prop. terce,QC3AB1BW01A0300,Desconectadores cuchillo,678,37996232,,Normalment,Aéreo,RST,,,300.000,,,,,,Motorizado,PSAD56,19,180840.038,5695991.042,-72.67868960,-38.82966470
18,1716722928,FUS 4010772,Inst. de distribució,QC3AA10W01A0100,Desconectadores Fusibles,678,36202721,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,180820.802,5695976.825,-72.67891740,-38.82978560
18,1716743741,CUC 742825,Inst. de distribució,QC3AB1BW01A0900,Desconectadores cuchillo,678,39647564,,Normalment,Aéreo,RST,,,900.000,,,,,,Motorizado,PSAD56,19,187131.221,5703672.112,-72.60287400,-38.76284350
18,1717010792,DF 8kAR 2F¸ Placa 224567,Inst. de prop. terce,QC3AA10W01A0100,Desconectadores Fusibles,678,38610844,,Normalment,Aéreo,RST,,,100.000,5.300,8.000,,,,No Aplica,PSAD56,19,186916.390,5694495.856,-72.60950830,-38.84529320
18,1717018500,FUS 4014313,Inst. de distribució,QC2AA10S01A0001,Desconectadores Fusibles,678,37690874,,Normalment,Aéreo,RS,,,1.000,5.300,8.000,,,,No Aplica,PSAD56,19,181995.972,5700094.405,-72.66350710,-38.79318210
18,1717030294,Interrupt.General MT ubicado en soporte placa -219,Inst. de prop. terce,QC3AC3BK01N0000,Seccionalizadores,678,38721973,,Normalment,Aéreo,RST,,,0.000,,,,,,Motorizado,PSAD56,19,186747.355,5702474.576,-72.60782650,-38.77347740
