empresa_id,equipo_id,tipo_equipo,marca,tipo_control,tipo_prot,num_operaciones,curva,pick_up,t_dial,adder,descripcion
18,416736,fusibles,S&C,,T,,10T,10.000,,,
18,416768,fusibles,S&C,,T,,10T,10.000,,,
18,416920,fusibles,S&C,,T,,10T,10.000,,,
18,416950,fusibles,S&C,,T,,10T,10.000,,,
18,417228,fusibles,S&C,,T,,10T,10.000,,,
18,417265,fusibles,S&C,,T,,10T,10.000,,,
18,417952,fusibles,S&C,,T,,10T,10.000,,,
18,418085,fusibles,S&C,,T,,6T,6.000,,,
18,418677,fusibles,S&C,,T,,10T,10.000,,,
18,420510,fusibles,S&C,,T,,10T,10.000,,,
18,420716,fusibles,S&C,,T,,10T,10.000,,,
18,421232,fusibles,S&C,,T,,10T,10.000,,,
18,421660,fusibles,S&C,,T,,10T,10.000,,,
18,422840,fusibles,S&C,,T,,10T,10.000,,,
18,422997,fusibles,S&C,,T,,10T,10.000,,,
18,423209,fusibles,S&C,,T,,10T,10.000,,,
18,426573,fusibles,S&C,,T,,10T,10.000,,,
18,426681,fusibles,S&C,,T,,10T,10.000,,,
18,426693,fusibles,S&C,,T,,10T,10.000,,,
18,426903,fusibles,S&C,,T,,10T,10.000,,,
18,430043,fusibles,S&C,,T,,10T,10.000,,,
18,431226,fusibles,S&C,,T,,10T,10.000,,,
18,431802,fusibles,S&C,,T,,10T,10.000,,,
18,432114,fusibles,S&C,,T,,10T,10.000,,,
18,432608,fusibles,S&C,,T,,10T,10.000,,,
18,432740,fusibles,S&C,,T,,6T,6.000,,,
18,616114,fusibles,S&C,,T,,10T,10.000,,,
18,623876,fusibles,S&C,,T,,10T,10.000,,,
18,1858861,fusibles,S&C,,T,,10T,10.000,,,
18,1865516,fusibles,S&C,,T,,10T,10.000,,,
18,1866466,fusibles,S&C,,T,,10T,10.000,,,
18,1869502,fusibles,S&C,,T,,10T,10.000,,,
18,1873303,fusibles,S&C,,T,,10T,10.000,,,
18,1909562,fusibles,S&C,,T,,10T,10.000,,,
18,1975871,fusibles,S&C,,T,,10T,10.000,,,
18,1980294,fusibles,S&C,,T,,10T,10.000,,,
18,1980878,fusibles,S&C,,T,,10T,10.000,,,
18,1981968,fusibles,S&C,,T,,10T,10.000,,,
18,1982237,fusibles,S&C,,T,,10T,10.000,,,
18,1982519,fusibles,S&C,,T,,10T,10.000,,,
18,1982850,fusibles,S&C,,T,,10T,10.000,,,
18,1983073,fusibles,S&C,,T,,10T,10.000,,,
18,1985250,fusibles,S&C,,T,,10T,10.000,,,
18,1985396,fusibles,S&C,,T,,10T,10.000,,,
18,1989243,fusibles,S&C,,T,,10T,10.000,,,
18,2032790,fusibles,S&C,,T,,10T,10.000,,,
18,2036548,fusibles,S&C,,T,,10T,10.000,,,
18,2036550,fusibles,S&C,,T,,10T,10.000,,,
18,2036869,fusibles,S&C,,T,,10T,10.000,,,
18,2041350,fusibles,S&C,,T,,10T,10.000,,,
18,2084183,fusibles,S&C,,T,,10T,10.000,,,
18,2084241,fusibles,S&C,,T,,10T,10.000,,,
18,2084286,fusibles,S&C,,T,,10T,10.000,,,
18,2093418,fusibles,S&C,,T,,10T,10.000,,,
18,2093502,fusibles,S&C,,T,,10T,10.000,,,
18,2124686,fusibles,S&C,,T,,10T,10.000,,,
18,2131746,fusibles,S&C,,T,,10T,10.000,,,
18,2132098,fusibles,S&C,,T,,10T,10.000,,,
18,2161319,fusibles,S&C,,T,,10T,10.000,,,
18,2161423,fusibles,S&C,,T,,10T,10.000,,,
18,2188043,fusibles,S&C,,T,,1T,1.000,,,
18,2196809,fusibles,S&C,,T,,10T,10.000,,,
18,2200923,fusibles,S&C,,T,,10T,10.000,,,
18,2200973,fusibles,S&C,,T,,10T,10.000,,,
18,2201219,fusibles,S&C,,T,,10T,10.000,,,
18,2201239,fusibles,S&C,,T,,65T,65.000,,,
18,2201420,fusibles,S&C,,T,,10T,10.000,,,
18,2201460,fusibles,S&C,,T,,10T,10.000,,,
18,2209827,fusibles,S&C,,T,,10T,10.000,,,
18,2220158,fusibles,S&C,,T,,10T,10.000,,,
18,2236640,fusibles,S&C,,T,,10T,10.000,,,
18,2247738,fusibles,S&C,,T,,10T,10.000,,,
18,4903823,fusibles,S&C,,T,,15T,15.000,,,
18,5282196,fusibles,S&C,,T,,6T,6.000,,,
18,5642041,fusibles,S&C,,T,,2T,2.000,,,
18,5642043,fusibles,S&C,,T,,15T,15.000,,,
18,5685474,fusibles,S&C,,T,,2T,2.000,,,
18,5920294,fusibles,S&C,,T,,2T,2.000,,,
18,6401643,fusibles,S&C,,T,,1T,1.000,,,
18,8071682,fusibles,S&C,,T,,20T,20.000,,,
18,8187216,fusibles,S&C,,T,,1T,1.000,,,
18,8753947,fusibles,S&C,,T,,15T,15.000,,,
18,9406248,fusibles,S&C,,T,,1T,1.000,,,
18,9457092,fusibles,S&C,,T,,2T,2.000,,,
18,9572867,fusibles,S&C,,T,,8T,8.000,,,
