empresa_id,equipo_id,tipo_equipo,marca,tipo_control,tipo_prot,num_operaciones,curva,pick_up,t_dial,adder,descripcion
18,9596047,fusibles,S&C,,T,,6T,6.000,,,
18,9596162,fusibles,S&C,,T,,20T,20.000,,,
18,9707674,fusibles,S&C,,T,,10T,10.000,,,
18,9707774,fusibles,S&C,,T,,8T,8.000,,,
18,9708209,fusibles,S&C,,T,,8T,8.000,,,
18,9722337,fusibles,S&C,,T,,6T,6.000,,,
18,1716487517,fusibles,S&C,,T,,6T,6.000,,,
18,1716543723,fusibles,S&C,,T,,8T,8.000,,,
18,1716722928,fusibles,S&C,,T,,25T,25.000,,,
18,1717010792,fusibles,S&C,,T,,10T,10.000,,,
18,1717018500,fusibles,S&C,,T,,1T,1.000,,,
18,1717044165,fusibles,S&C,,T,,20T,20.000,,,
18,1717173465,fusibles,S&C,,T,,6T,6.000,,,
18,1717271915,fusibles,S&C,,T,,2T,2.000,,,
18,1717304979,fusibles,S&C,,T,,20T,20.000,,,
18,1717306009,fusibles,S&C,,T,,10T,10.000,,,
18,1717306201,fusibles,S&C,,T,,10T,10.000,,,
