empresa_id,alimentador_id,alimentador_nom,alimentador_tipo,empresa_sub_alim_id,subestacion_id,nodo_id,trf_poder_id,nom_trf_poder,barra_mt_id,cap_diseno,tension,pot_coci,r1_coci,x1_coci,r0_coci,x0_coci,cap_inst_td,dda_min_kw,dda_min_kvar,dda_max_kw,dda_max_kvar,pry_ano1,pry_ano2,pry_ano3,pry_ano4,pry_ano5
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,0,0,2083,-521,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,889,-616,3068,-448,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,0,0,3588,-389,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,1260,-622,3861,-409,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,1053,-669,3629,-464,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,1123,-716,3045,-533,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,1107,-659,3705,-838,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,1015,-640,3131,-888,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,811,-628,2732,-484,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,669,-200,3254,-795,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,827,-587,2282,-395,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,637,-186,3233,-574,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,951,-500,2516,-604,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,885,-533,2509,-493,0.02,0.02,0.02,0.02,0.02
18,678,METRENCO,alimentador,,SE084T058,6100000186000,146,'S/E PADRE LAS CASAS',194,266,15.0,142.166730285253670400,0,0.623,0.074,0.77,10425,956,-681,2931,-905,0.02,0.02,0.02,0.02,0.02
