empresa_id,elemento_id,fecha_utc,fecha_local,p,q,s,i,v
18,665,2022-06-12 20:00:00,2022-06-12 16:00:00,3166.457,523.174,3209.386,121.000,15328.000
18,665,2023-03-30 23:00:00,2023-03-30 20:00:00,2934.075,516.538,2979.196,113.000,15251.000
18,665,2023-03-20 11:15:00,2023-03-20 08:15:00,1815.298,415.016,1862.134,71.000,15274.000
18,665,2022-08-27 18:15:00,2022-08-27 14:15:00,2669.346,505.978,2716.877,103.000,15340.000
18,665,2023-04-07 05:15:00,2023-04-07 01:15:00,1606.765,409.268,1658.069,62.000,15413.000
18,665,2022-05-17 15:30:00,2022-05-17 11:30:00,2932.240,675.249,3008.986,114.000,15323.000
18,665,2022-09-05 18:00:00,2022-09-05 14:00:00,2511.299,517.677,2564.100,97.000,15320.000
18,665,2023-03-17 19:45:00,2023-03-17 16:45:00,2388.312,572.352,2455.936,93.000,15310.000
18,665,2023-02-18 22:45:00,2023-02-18 19:45:00,1897.553,613.743,1994.339,75.000,15324.000
18,665,2023-03-19 15:30:00,2023-03-19 12:30:00,2310.373,513.026,2366.647,90.000,15278.000
18,665,2022-04-07 08:45:00,2022-04-07 04:45:00,1226.313,495.425,1322.607,50.000,15454.000
18,665,2022-11-29 08:15:00,2022-11-29 05:15:00,1187.152,453.640,1270.874,48.000,15361.000
18,665,2022-09-20 02:15:00,2022-09-19 23:15:00,2699.702,378.238,2726.069,103.000,15346.000
18,665,2022-08-29 14:30:00,2022-08-29 10:30:00,2696.789,530.109,2748.397,104.000,15328.000
18,665,2023-04-25 08:30:00,2023-04-25 04:30:00,1224.434,374.054,1280.295,48.000,15352.000
18,665,2022-09-15 09:15:00,2022-09-15 06:15:00,1559.009,349.687,1597.745,60.000,15380.000
18,665,2022-11-10 15:30:00,2022-11-10 12:30:00,2117.666,509.946,2178.199,82.000,15330.000
18,665,2023-03-09 15:45:00,2023-03-09 12:45:00,2070.443,579.209,2149.935,81.000,15300.000
18,665,2023-03-07 09:00:00,2023-03-07 06:00:00,1355.544,494.757,1443.012,55.000,15369.000
18,665,2022-05-26 19:00:00,2022-05-26 15:00:00,2566.417,555.492,2625.846,99.000,15327.000
18,665,2022-11-18 19:45:00,2022-11-18 16:45:00,2088.215,676.072,2194.930,82.000,15456.000
18,665,2022-04-29 03:45:00,2022-04-28 23:45:00,2477.059,381.088,2506.202,94.000,15406.000
18,665,2022-05-26 10:45:00,2022-05-26 06:45:00,1931.639,195.396,1941.497,74.000,15189.000
18,665,2022-06-14 09:00:00,2022-06-14 05:00:00,1339.796,314.746,1376.270,52.000,15412.000
18,665,2022-12-17 23:45:00,2022-12-17 20:45:00,2074.563,657.581,2176.287,82.000,15473.000
18,665,2022-06-04 12:15:00,2022-06-04 08:15:00,1982.586,415.280,2025.612,78.000,15271.000
18,665,2022-05-16 12:30:00,2022-05-16 08:30:00,3174.863,579.372,3227.294,123.000,15171.000
18,665,2023-04-10 08:30:00,2023-04-10 04:30:00,1142.330,410.612,1213.886,46.000,15408.000
18,665,2022-11-27 19:00:00,2022-11-27 16:00:00,2045.845,707.982,2164.884,82.000,15298.000
18,665,2022-11-25 17:30:00,2022-11-25 14:30:00,2074.130,603.361,2160.106,82.000,15179.000
18,665,2022-09-09 02:00:00,2022-09-08 22:00:00,3373.119,484.561,3407.745,129.000,15354.000
18,665,2022-08-16 23:45:00,2022-08-16 19:45:00,3951.992,527.949,3987.101,150.000,15355.000
18,665,2022-08-22 17:00:00,2022-08-22 13:00:00,2743.801,588.784,2806.263,105.000,15477.000
18,665,2022-08-15 21:30:00,2022-08-15 17:30:00,3615.886,583.649,3662.687,138.000,15337.000
18,665,2022-08-01 06:30:00,2022-08-01 02:30:00,1486.106,319.320,1520.025,57.000,15378.000
18,665,2022-11-09 19:00:00,2022-11-09 16:00:00,1983.988,569.628,2064.142,79.000,15218.000
18,665,2022-06-11 16:30:00,2022-06-11 12:30:00,2933.594,512.332,2977.996,113.000,15205.000
