empresa_id,tirante_id,poste_id,propiedad,cudn,apoyo,muerto,datum,zona,x,y,lat,long
18,242407,1716863555,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187603.602,5702489.578,-38.77364610,-72.59798270
18,242571,1716849874,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186516.011,5699418.286,-38.80088170,-72.61187260
18,242748,1716222255,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,186637.756,5703257.643,-38.76639600,-72.60873040
18,242941,51123,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186683.456,5700371.717,-38.79236660,-72.60951510
18,242944,1716827626,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187492.343,5703615.393,-38.76348160,-72.59875150
18,242945,1716858297,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187652.805,5703354.568,-38.76588420,-72.59702620
18,243124,1716863001,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188267.162,5698817.092,-38.80690970,-72.59201840
18,243465,1716848735,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187596.058,5703978.442,-38.76025320,-72.59739600
18,244189,1716222255,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,186637.756,5703257.643,-38.76639600,-72.60873040
18,244372,1716835680,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186526.892,5699720.750,-38.79816540,-72.61161010
18,244704,1716835298,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187448.697,5698846.226,-38.80635770,-72.60141260
18,244706,9144482,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187705.080,5703061.576,-38.76853770,-72.59655820
18,244709,1716862690,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187342.755,5701129.474,-38.78578580,-72.60159540
18,245405,38199,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188122.449,5700995.198,-38.78726950,-72.59269690
18,245710,51186,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,186653.877,5703519.102,-38.76405030,-72.60842660
18,246008,1716849036,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187915.597,5700861.712,-38.78839690,-72.59513420
18,246319,78801,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186484.863,5698172.148,-38.81207750,-72.61279730
18,246733,1716849576,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188487.599,5701442.684,-38.78337410,-72.58829900
18,247101,51186,Inst. de distribució,TADTCC,Tierra,Con Muerto,PSAD56,19,186653.877,5703519.102,-38.76405030,-72.60842660
18,247884,24686,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187132.096,5698754.624,-38.80706920,-72.60509310
18,249015,1716863353,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188032.153,5703096.017,-38.76834370,-72.59278520
18,249832,52800,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,187998.072,5703085.394,-38.76842720,-72.59318150
18,249870,1716863404,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,188512.066,5698744.306,-38.80765090,-72.58923630
18,250029,1716849205,Inst. de distribució,TASTCC,Tierra,Con Muerto,PSAD56,19,186885.707,5699558.232,-38.79975450,-72.60756020
