empresa_id,equipo_id,nom_equipo,propiedad,cudn,nodo_id,alimentador_id,tension_prim,cap_nom,num_fases,modo_op,desc_modo,num_etapas,datum,zona,x,y,lat,long
18,9233070,21100,Inst. de distribució,QA3AD3BK01A0400,39433610,665,,400 Amperes,3,Banco de condensadores (con controlador),Controlador horario,1,PSAD56,19,187724.310,5703217.462,-38.76714250,-72.59626680
18,1716156206,REC 3700494,Inst. de distribució,QA3AD3BK01A0400,39273457,665,,400 Amperes,3,Banco de condensadores (con controlador),Controlador horario,1,PSAD56,19,187542.549,5701868.924,-38.77920630,-72.59896490
