empresa_id,alimentador_id,alimentador_nom,alimentador_tipo,empresa_sub_alim_id,subestacion_id,nodo_id,trf_poder_id,nom_trf_poder,barra_mt_id,cap_diseno,tension,pot_coci,r1_coci,x1_coci,r0_coci,x0_coci,cap_inst_td,dda_min_kw,dda_min_kvar,dda_max_kw,dda_max_kvar,pry_ano1,pry_ano2,pry_ano3,pry_ano4,pry_ano5
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,0,0,2636,525,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1018,417,3244,551,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,0,0,4135,617,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,947,171,4349,666,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1284,338,4423,508,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1269,320,3986,511,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,560,82,4150,493,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1165,344,3820,520,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1061,348,3534,488,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,992,434,3034,466,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,962,440,2737,651,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,908,436,2800,290,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1010,423,2695,560,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,986,422,3149,465,0.02,0.02,0.02,0.02,0.02
18,665,PLEITEADO,alimentador,,SE084T058,6100000185000,146,'S/E PADRE LAS CASAS',194,504,15.0,142.166730285253670400,0,0.623,0.074,0.77,8003,1071,365,3410,475,0.02,0.02,0.02,0.02,0.02
