empresa_id,subestacion_id,nombre_ssee,nom_propietario,subestacion_id_coord,nom_comuna,nom_region,datum,datum,x,y,lat,long
18,SE084T058,S/E PADRE LAS CASAS,,,9112,La Araucanía,19,19,186731.308549152,5702475.89954278,-38.7734598,-72.6080103
