empresa_id,cudn,caracter_item_ini,caracter_item_fin,desc_item,valor_opcion,desc_opcion
18,CDAACU3A016000,1,1,ítem,C,Conductor
18,CDAACU3A016000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A016000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A016000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A016000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A016000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A016000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A016000,9,11,SECCIÓN FASE,016,nn
18,CDAACU3A016000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A017000,1,1,ítem,C,Conductor
18,CDAACU3A017000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A017000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A017000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A017000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A017000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A017000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A017000,9,11,SECCIÓN FASE,017,nn
18,CDAACU3A017000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A021000,1,1,ítem,C,Conductor
18,CDAACU3A021000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A021000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A021000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A021000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A021000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A021000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A021000,9,11,SECCIÓN FASE,021,nn
18,CDAACU3A021000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A026000,1,1,ítem,C,Conductor
18,CDAACU3A026000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A026000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A026000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A026000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A026000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A026000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A026000,9,11,SECCIÓN FASE,026,nn
18,CDAACU3A026000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A034000,1,1,ítem,C,Conductor
18,CDAACU3A034000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A034000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A034000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A034000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A034000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A034000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A034000,9,11,SECCIÓN FASE,034,nn
18,CDAACU3A034000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A035000,1,1,ítem,C,Conductor
18,CDAACU3A035000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A035000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A035000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A035000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A035000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A035000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A035000,9,11,SECCIÓN FASE,035,nn
18,CDAACU3A035000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A054000,1,1,ítem,C,Conductor
18,CDAACU3A054000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A054000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A054000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A054000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A054000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A054000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A054000,9,11,SECCIÓN FASE,054,nn
18,CDAACU3A054000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3A067000,1,1,ítem,C,Conductor
18,CDAACU3A067000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3A067000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3A067000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3A067000,5,5,MATERIAL,CU,Cobre
18,CDAACU3A067000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3A067000,8,8,TENSIÓN,A,15 kV
18,CDAACU3A067000,9,11,SECCIÓN FASE,067,nn
18,CDAACU3A067000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C008000,1,1,ítem,C,Conductor
18,CDAACU3C008000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C008000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C008000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C008000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C008000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C008000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C008000,9,11,SECCIÓN FASE,008,nn
18,CDAACU3C008000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C013000,1,1,ítem,C,Conductor
18,CDAACU3C013000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C013000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C013000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C013000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C013000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C013000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C013000,9,11,SECCIÓN FASE,013,nn
18,CDAACU3C013000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C016000,1,1,ítem,C,Conductor
18,CDAACU3C016000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C016000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C016000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C016000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C016000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C016000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C016000,9,11,SECCIÓN FASE,016,nn
18,CDAACU3C016000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C017000,1,1,ítem,C,Conductor
18,CDAACU3C017000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C017000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C017000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C017000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C017000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C017000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C017000,9,11,SECCIÓN FASE,017,nn
18,CDAACU3C017000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C021000,1,1,ítem,C,Conductor
18,CDAACU3C021000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C021000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C021000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C021000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C021000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C021000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C021000,9,11,SECCIÓN FASE,021,nn
18,CDAACU3C021000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C042000,1,1,ítem,C,Conductor
18,CDAACU3C042000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C042000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C042000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C042000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C042000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C042000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C042000,9,11,SECCIÓN FASE,042,nn
18,CDAACU3C042000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU3C054000,1,1,ítem,C,Conductor
18,CDAACU3C054000,2,2,AISLACIÓN,D,Desnudo
18,CDAACU3C054000,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU3C054000,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU3C054000,5,5,MATERIAL,CU,Cobre
18,CDAACU3C054000,7,7,Nº FASES,3,Trifásico sin neutro
18,CDAACU3C054000,8,8,TENSIÓN,C,23 kV
18,CDAACU3C054000,9,11,SECCIÓN FASE,054,nn
18,CDAACU3C054000,12,14,SECCIÓN NEUTRO,000,nn
18,CDAACU4B004004,1,1,ítem,C,Conductor
18,CDAACU4B004004,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B004004,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B004004,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B004004,5,5,MATERIAL,CU,Cobre
18,CDAACU4B004004,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B004004,8,8,TENSIÓN,B,BT
18,CDAACU4B004004,9,11,SECCIÓN FASE,004,nn
18,CDAACU4B004004,12,14,SECCIÓN NEUTRO,004,nn
18,CDAACU4B005005,1,1,ítem,C,Conductor
18,CDAACU4B005005,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B005005,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B005005,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B005005,5,5,MATERIAL,CU,Cobre
18,CDAACU4B005005,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B005005,8,8,TENSIÓN,B,BT
18,CDAACU4B005005,9,11,SECCIÓN FASE,005,nn
18,CDAACU4B005005,12,14,SECCIÓN NEUTRO,005,nn
18,CDAACU4B008008,1,1,ítem,C,Conductor
18,CDAACU4B008008,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B008008,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B008008,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B008008,5,5,MATERIAL,CU,Cobre
18,CDAACU4B008008,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B008008,8,8,TENSIÓN,B,BT
18,CDAACU4B008008,9,11,SECCIÓN FASE,008,nn
18,CDAACU4B008008,12,14,SECCIÓN NEUTRO,008,nn
18,CDAACU4B008013,1,1,ítem,C,Conductor
18,CDAACU4B008013,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B008013,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B008013,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B008013,5,5,MATERIAL,CU,Cobre
18,CDAACU4B008013,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B008013,8,8,TENSIÓN,B,BT
18,CDAACU4B008013,9,11,SECCIÓN FASE,008,nn
18,CDAACU4B008013,12,14,SECCIÓN NEUTRO,013,nn
18,CDAACU4B008026,1,1,ítem,C,Conductor
18,CDAACU4B008026,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B008026,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B008026,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B008026,5,5,MATERIAL,CU,Cobre
18,CDAACU4B008026,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B008026,8,8,TENSIÓN,B,BT
18,CDAACU4B008026,9,11,SECCIÓN FASE,008,nn
18,CDAACU4B008026,12,14,SECCIÓN NEUTRO,026,nn
18,CDAACU4B010010,1,1,ítem,C,Conductor
18,CDAACU4B010010,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B010010,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B010010,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B010010,5,5,MATERIAL,CU,Cobre
18,CDAACU4B010010,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B010010,8,8,TENSIÓN,B,BT
18,CDAACU4B010010,9,11,SECCIÓN FASE,010,nn
18,CDAACU4B010010,12,14,SECCIÓN NEUTRO,010,nn
18,CDAACU4B010013,1,1,ítem,C,Conductor
18,CDAACU4B010013,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B010013,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B010013,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B010013,5,5,MATERIAL,CU,Cobre
18,CDAACU4B010013,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B010013,8,8,TENSIÓN,B,BT
18,CDAACU4B010013,9,11,SECCIÓN FASE,010,nn
18,CDAACU4B010013,12,14,SECCIÓN NEUTRO,013,nn
18,CDAACU4B010016,1,1,ítem,C,Conductor
18,CDAACU4B010016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B010016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B010016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B010016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B010016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B010016,8,8,TENSIÓN,B,BT
18,CDAACU4B010016,9,11,SECCIÓN FASE,010,nn
18,CDAACU4B010016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B013008,1,1,ítem,C,Conductor
18,CDAACU4B013008,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013008,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013008,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013008,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013008,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013008,8,8,TENSIÓN,B,BT
18,CDAACU4B013008,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013008,12,14,SECCIÓN NEUTRO,008,nn
18,CDAACU4B013010,1,1,ítem,C,Conductor
18,CDAACU4B013010,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013010,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013010,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013010,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013010,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013010,8,8,TENSIÓN,B,BT
18,CDAACU4B013010,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013010,12,14,SECCIÓN NEUTRO,010,nn
18,CDAACU4B013013,1,1,ítem,C,Conductor
18,CDAACU4B013013,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013013,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013013,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013013,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013013,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013013,8,8,TENSIÓN,B,BT
18,CDAACU4B013013,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013013,12,14,SECCIÓN NEUTRO,013,nn
18,CDAACU4B013016,1,1,ítem,C,Conductor
18,CDAACU4B013016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013016,8,8,TENSIÓN,B,BT
18,CDAACU4B013016,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B013017,1,1,ítem,C,Conductor
18,CDAACU4B013017,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013017,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013017,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013017,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013017,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013017,8,8,TENSIÓN,B,BT
18,CDAACU4B013017,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013017,12,14,SECCIÓN NEUTRO,017,nn
18,CDAACU4B013021,1,1,ítem,C,Conductor
18,CDAACU4B013021,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013021,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013021,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013021,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013021,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013021,8,8,TENSIÓN,B,BT
18,CDAACU4B013021,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013021,12,14,SECCIÓN NEUTRO,021,nn
18,CDAACU4B013026,1,1,ítem,C,Conductor
18,CDAACU4B013026,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B013026,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B013026,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B013026,5,5,MATERIAL,CU,Cobre
18,CDAACU4B013026,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B013026,8,8,TENSIÓN,B,BT
18,CDAACU4B013026,9,11,SECCIÓN FASE,013,nn
18,CDAACU4B013026,12,14,SECCIÓN NEUTRO,026,nn
18,CDAACU4B016008,1,1,ítem,C,Conductor
18,CDAACU4B016008,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B016008,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B016008,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B016008,5,5,MATERIAL,CU,Cobre
18,CDAACU4B016008,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B016008,8,8,TENSIÓN,B,BT
18,CDAACU4B016008,9,11,SECCIÓN FASE,016,nn
18,CDAACU4B016008,12,14,SECCIÓN NEUTRO,008,nn
18,CDAACU4B016010,1,1,ítem,C,Conductor
18,CDAACU4B016010,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B016010,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B016010,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B016010,5,5,MATERIAL,CU,Cobre
18,CDAACU4B016010,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B016010,8,8,TENSIÓN,B,BT
18,CDAACU4B016010,9,11,SECCIÓN FASE,016,nn
18,CDAACU4B016010,12,14,SECCIÓN NEUTRO,010,nn
18,CDAACU4B016013,1,1,ítem,C,Conductor
18,CDAACU4B016013,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B016013,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B016013,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B016013,5,5,MATERIAL,CU,Cobre
18,CDAACU4B016013,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B016013,8,8,TENSIÓN,B,BT
18,CDAACU4B016013,9,11,SECCIÓN FASE,016,nn
18,CDAACU4B016013,12,14,SECCIÓN NEUTRO,013,nn
18,CDAACU4B016016,1,1,ítem,C,Conductor
18,CDAACU4B016016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B016016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B016016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B016016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B016016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B016016,8,8,TENSIÓN,B,BT
18,CDAACU4B016016,9,11,SECCIÓN FASE,016,nn
18,CDAACU4B016016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B017008,1,1,ítem,C,Conductor
18,CDAACU4B017008,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B017008,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B017008,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B017008,5,5,MATERIAL,CU,Cobre
18,CDAACU4B017008,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B017008,8,8,TENSIÓN,B,BT
18,CDAACU4B017008,9,11,SECCIÓN FASE,017,nn
18,CDAACU4B017008,12,14,SECCIÓN NEUTRO,008,nn
18,CDAACU4B017013,1,1,ítem,C,Conductor
18,CDAACU4B017013,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B017013,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B017013,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B017013,5,5,MATERIAL,CU,Cobre
18,CDAACU4B017013,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B017013,8,8,TENSIÓN,B,BT
18,CDAACU4B017013,9,11,SECCIÓN FASE,017,nn
18,CDAACU4B017013,12,14,SECCIÓN NEUTRO,013,nn
18,CDAACU4B017017,1,1,ítem,C,Conductor
18,CDAACU4B017017,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B017017,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B017017,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B017017,5,5,MATERIAL,CU,Cobre
18,CDAACU4B017017,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B017017,8,8,TENSIÓN,B,BT
18,CDAACU4B017017,9,11,SECCIÓN FASE,017,nn
18,CDAACU4B017017,12,14,SECCIÓN NEUTRO,017,nn
18,CDAACU4B017021,1,1,ítem,C,Conductor
18,CDAACU4B017021,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B017021,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B017021,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B017021,5,5,MATERIAL,CU,Cobre
18,CDAACU4B017021,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B017021,8,8,TENSIÓN,B,BT
18,CDAACU4B017021,9,11,SECCIÓN FASE,017,nn
18,CDAACU4B017021,12,14,SECCIÓN NEUTRO,021,nn
18,CDAACU4B021013,1,1,ítem,C,Conductor
18,CDAACU4B021013,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B021013,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B021013,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B021013,5,5,MATERIAL,CU,Cobre
18,CDAACU4B021013,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B021013,8,8,TENSIÓN,B,BT
18,CDAACU4B021013,9,11,SECCIÓN FASE,021,nn
18,CDAACU4B021013,12,14,SECCIÓN NEUTRO,013,nn
18,CDAACU4B021016,1,1,ítem,C,Conductor
18,CDAACU4B021016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B021016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B021016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B021016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B021016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B021016,8,8,TENSIÓN,B,BT
18,CDAACU4B021016,9,11,SECCIÓN FASE,021,nn
18,CDAACU4B021016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B021021,1,1,ítem,C,Conductor
18,CDAACU4B021021,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B021021,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B021021,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B021021,5,5,MATERIAL,CU,Cobre
18,CDAACU4B021021,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B021021,8,8,TENSIÓN,B,BT
18,CDAACU4B021021,9,11,SECCIÓN FASE,021,nn
18,CDAACU4B021021,12,14,SECCIÓN NEUTRO,021,nn
18,CDAACU4B025016,1,1,ítem,C,Conductor
18,CDAACU4B025016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B025016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B025016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B025016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B025016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B025016,8,8,TENSIÓN,B,BT
18,CDAACU4B025016,9,11,SECCIÓN FASE,025,nn
18,CDAACU4B025016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B025025,1,1,ítem,C,Conductor
18,CDAACU4B025025,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B025025,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B025025,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B025025,5,5,MATERIAL,CU,Cobre
18,CDAACU4B025025,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B025025,8,8,TENSIÓN,B,BT
18,CDAACU4B025025,9,11,SECCIÓN FASE,025,nn
18,CDAACU4B025025,12,14,SECCIÓN NEUTRO,025,nn
18,CDAACU4B026016,1,1,ítem,C,Conductor
18,CDAACU4B026016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B026016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B026016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B026016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B026016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B026016,8,8,TENSIÓN,B,BT
18,CDAACU4B026016,9,11,SECCIÓN FASE,026,nn
18,CDAACU4B026016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B027017,1,1,ítem,C,Conductor
18,CDAACU4B027017,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B027017,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B027017,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B027017,5,5,MATERIAL,CU,Cobre
18,CDAACU4B027017,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B027017,8,8,TENSIÓN,B,BT
18,CDAACU4B027017,9,11,SECCIÓN FASE,027,nn
18,CDAACU4B027017,12,14,SECCIÓN NEUTRO,017,nn
18,CDAACU4B033016,1,1,ítem,C,Conductor
18,CDAACU4B033016,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B033016,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B033016,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B033016,5,5,MATERIAL,CU,Cobre
18,CDAACU4B033016,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B033016,8,8,TENSIÓN,B,BT
18,CDAACU4B033016,9,11,SECCIÓN FASE,033,nn
18,CDAACU4B033016,12,14,SECCIÓN NEUTRO,016,nn
18,CDAACU4B034017,1,1,ítem,C,Conductor
18,CDAACU4B034017,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B034017,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B034017,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B034017,5,5,MATERIAL,CU,Cobre
18,CDAACU4B034017,7,7,Nº FASES,4,Monofásico con neutr
18,CDAACU4B034017,8,8,TENSIÓN,B,BT
18,CDAACU4B034017,9,11,SECCIÓN FASE,034,nn
18,CDAACU4B034017,12,14,SECCIÓN NEUTRO,017,nn
18,CDAACU4B034034,1,1,ítem,C,Conductor
18,CDAACU4B034034,2,2,AISLACIÓN,D,Desnudo
18,CDAACU4B034034,3,3,INSTALACIÓN,A,Aéreo
18,CDAACU4B034034,4,4,CONSTRUCCIÓN,A,Alambre
18,CDAACU4B034034,5,5,MATERIAL,CU,Cobre
