empresa_id,cudn,caracter_item_ini,caracter_item_fin,desc_item,valor_opcion,desc_opcion
18,ER3AF06H02AFBA3,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02AFBA3,15,15,Característica Terciaria,3,Conductor sobre 35 m
18,ER3AF06H02AFBA4,1,1,ítem,E,Estructura
18,ER3AF06H02AFBA4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBA4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBA4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBA4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBA4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBA4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBA4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBA4,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBA4,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBA4,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBA4,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02AFBA4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02AFBE2,1,1,ítem,E,Estructura
18,ER3AF06H02AFBE2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBE2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBE2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBE2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBE2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBE2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBE2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBE2,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBE2,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBE2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBE2,14,14,Característica Secundaria Disposición de Remate o Anclaje,E,Intermedio con ángul
18,ER3AF06H02AFBE2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02AFBE3,1,1,ítem,E,Estructura
18,ER3AF06H02AFBE3,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBE3,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBE3,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBE3,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBE3,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBE3,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBE3,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBE3,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBE3,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBE3,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBE3,14,14,Característica Secundaria Disposición de Remate o Anclaje,E,Intermedio con ángul
18,ER3AF06H02AFBE3,15,15,Característica Terciaria,3,Conductor sobre 35 m
18,ER3AF06H02AFBE4,1,1,ítem,E,Estructura
18,ER3AF06H02AFBE4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBE4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBE4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBE4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBE4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBE4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBE4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBE4,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBE4,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBE4,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBE4,14,14,Característica Secundaria Disposición de Remate o Anclaje,E,Intermedio con ángul
18,ER3AF06H02AFBE4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02AFBF2,1,1,ítem,E,Estructura
18,ER3AF06H02AFBF2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBF2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBF2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBF2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBF2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBF2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBF2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBF2,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBF2,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBF2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBF2,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02AFBF2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02AFBF3,1,1,ítem,E,Estructura
18,ER3AF06H02AFBF3,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBF3,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBF3,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBF3,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBF3,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBF3,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBF3,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBF3,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBF3,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBF3,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBF3,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02AFBF3,15,15,Característica Terciaria,3,Conductor sobre 35 m
18,ER3AF06H02AFBF4,1,1,ítem,E,Estructura
18,ER3AF06H02AFBF4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AFBF4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AFBF4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AFBF4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AFBF4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AFBF4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AFBF4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AFBF4,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AFBF4,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02AFBF4,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AFBF4,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02AFBF4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02AHBA2,1,1,ítem,E,Estructura
18,ER3AF06H02AHBA2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AHBA2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AHBA2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AHBA2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AHBA2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AHBA2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AHBA2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AHBA2,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AHBA2,12,12,MATERIAL CRUCETA ,H,Cruceta Hormigón
18,ER3AF06H02AHBA2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AHBA2,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02AHBA2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02AHBA4,1,1,ítem,E,Estructura
18,ER3AF06H02AHBA4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AHBA4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AHBA4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AHBA4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AHBA4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AHBA4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AHBA4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AHBA4,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AHBA4,12,12,MATERIAL CRUCETA ,H,Cruceta Hormigón
18,ER3AF06H02AHBA4,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02AHBA4,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02AHBA4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02AMAA2,1,1,ítem,E,Estructura
18,ER3AF06H02AMAA2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AMAA2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AMAA2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AMAA2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AMAA2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AMAA2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AMAA2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AMAA2,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAA2,12,12,MATERIAL CRUCETA ,M,Cruceta Madera
18,ER3AF06H02AMAA2,13,13,LARGO CRUCETA ,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAA2,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02AMAA2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02AMAA4,1,1,ítem,E,Estructura
18,ER3AF06H02AMAA4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AMAA4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AMAA4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AMAA4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AMAA4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AMAA4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AMAA4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AMAA4,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAA4,12,12,MATERIAL CRUCETA ,M,Cruceta Madera
18,ER3AF06H02AMAA4,13,13,LARGO CRUCETA ,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAA4,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02AMAA4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02AMAF2,1,1,ítem,E,Estructura
18,ER3AF06H02AMAF2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AMAF2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AMAF2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AMAF2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AMAF2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AMAF2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AMAF2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AMAF2,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAF2,12,12,MATERIAL CRUCETA ,M,Cruceta Madera
18,ER3AF06H02AMAF2,13,13,LARGO CRUCETA ,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAF2,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02AMAF2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02AMAF4,1,1,ítem,E,Estructura
18,ER3AF06H02AMAF4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02AMAF4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02AMAF4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02AMAF4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02AMAF4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02AMAF4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02AMAF4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02AMAF4,11,11,TIPO,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAF4,12,12,MATERIAL CRUCETA ,M,Cruceta Madera
18,ER3AF06H02AMAF4,13,13,LARGO CRUCETA ,A,Aérea Aluminio Desnu
18,ER3AF06H02AMAF4,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02AMAF4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02BFBA2,1,1,ítem,E,Estructura
18,ER3AF06H02BFBA2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBA2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBA2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBA2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBA2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBA2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBA2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBA2,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBA2,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBA2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBA2,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02BFBA2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02BFBA3,1,1,ítem,E,Estructura
18,ER3AF06H02BFBA3,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBA3,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBA3,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBA3,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBA3,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBA3,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBA3,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBA3,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBA3,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBA3,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBA3,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02BFBA3,15,15,Característica Terciaria,3,Conductor sobre 35 m
18,ER3AF06H02BFBA4,1,1,ítem,E,Estructura
18,ER3AF06H02BFBA4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBA4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBA4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBA4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBA4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBA4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBA4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBA4,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBA4,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBA4,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBA4,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02BFBA4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02BFBE2,1,1,ítem,E,Estructura
18,ER3AF06H02BFBE2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBE2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBE2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBE2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBE2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBE2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBE2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBE2,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBE2,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBE2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBE2,14,14,Característica Secundaria Disposición de Remate o Anclaje,E,Intermedio con ángul
18,ER3AF06H02BFBE2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02BFBE3,1,1,ítem,E,Estructura
18,ER3AF06H02BFBE3,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBE3,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBE3,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBE3,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBE3,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBE3,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBE3,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBE3,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBE3,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBE3,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBE3,14,14,Característica Secundaria Disposición de Remate o Anclaje,E,Intermedio con ángul
18,ER3AF06H02BFBE3,15,15,Característica Terciaria,3,Conductor sobre 35 m
18,ER3AF06H02BFBF2,1,1,ítem,E,Estructura
18,ER3AF06H02BFBF2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBF2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBF2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBF2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBF2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBF2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBF2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBF2,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBF2,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBF2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBF2,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02BFBF2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02BFBF3,1,1,ítem,E,Estructura
18,ER3AF06H02BFBF3,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBF3,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBF3,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBF3,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBF3,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBF3,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBF3,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBF3,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBF3,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBF3,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBF3,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02BFBF3,15,15,Característica Terciaria,3,Conductor sobre 35 m
18,ER3AF06H02BFBF4,1,1,ítem,E,Estructura
18,ER3AF06H02BFBF4,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BFBF4,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BFBF4,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BFBF4,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BFBF4,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BFBF4,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BFBF4,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BFBF4,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBF4,12,12,MATERIAL CRUCETA ,F,Acero Galvanizado 
18,ER3AF06H02BFBF4,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BFBF4,14,14,Característica Secundaria Disposición de Remate o Anclaje,F,Ángulo
18,ER3AF06H02BFBF4,15,15,Característica Terciaria,4,Conductor sobre 70 m
18,ER3AF06H02BHBA2,1,1,ítem,E,Estructura
18,ER3AF06H02BHBA2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BHBA2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BHBA2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BHBA2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BHBA2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BHBA2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BHBA2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BHBA2,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BHBA2,12,12,MATERIAL CRUCETA ,H,Cruceta Hormigón
18,ER3AF06H02BHBA2,13,13,LARGO CRUCETA ,B,Aérea Cobre Desnudo
18,ER3AF06H02BHBA2,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02BHBA2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02BMAA2,1,1,ítem,E,Estructura
18,ER3AF06H02BMAA2,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BMAA2,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BMAA2,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BMAA2,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BMAA2,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
18,ER3AF06H02BMAA2,8,8,TIPO AISLACIÓN SOPORTE,H,Porcelana Contaminad
18,ER3AF06H02BMAA2,9,10,CANTIDAD AISLADORES SOPORTE,02,nn
18,ER3AF06H02BMAA2,11,11,TIPO,B,Aérea Cobre Desnudo
18,ER3AF06H02BMAA2,12,12,MATERIAL CRUCETA ,M,Cruceta Madera
18,ER3AF06H02BMAA2,13,13,LARGO CRUCETA ,A,Aérea Aluminio Desnu
18,ER3AF06H02BMAA2,14,14,Característica Secundaria Disposición de Remate o Anclaje,A,Ángulo recto
18,ER3AF06H02BMAA2,15,15,Característica Terciaria,2,Conductor sobre 25 m
18,ER3AF06H02BMAE3,1,1,ítem,E,Estructura
18,ER3AF06H02BMAE3,2,2,CARACTERÍSTICA PRIMARIA,R,Disposición de Remat
18,ER3AF06H02BMAE3,3,3,Nº FASES,3,Trifásico sin neutro
18,ER3AF06H02BMAE3,4,4,TENSIÓN,A,"AT, clase 15 kV"
18,ER3AF06H02BMAE3,5,5,TIPO AISLACIÓN TENSIÓN,F,Polímerico Retención
18,ER3AF06H02BMAE3,6,7,CANTIDAD AISLADORES TENSIÓN,06,nn
