empresa_id,cudn,descripcion
18,CPACCU6B042034,Conductor PVC Aéreo Cable Cobre Trifásico con neutro BT 42 mm2 fase 34 mm2 neutro
18,CPAEAL4B016016,Conductor PVC Aéreo Preensamblado Aluminio Monofásico con neutro BT 16 mm2 fase 16 mm2 neutro
18,CPAEAL4B025025,Conductor PVC Aéreo Preensamblado Aluminio Monofásico con neutro BT 25 mm2 fase 25 mm2 neutro
18,CPAEAL5B016016,Conductor PVC Aéreo Preensamblado Aluminio Bifásico con neutro BT 16 mm2 fase 16 mm2 neutro
18,CPAEAL6B025050,Conductor PVC Aéreo Preensamblado Aluminio Trifásico con neutro BT 25 mm2 fase 50 mm2 neutro
18,CPAEAL6B035050,Conductor PVC Aéreo Preensamblado Aluminio Trifásico con neutro BT 35 mm2 fase 50 mm2 neutro
18,CPAEAL6B050050,Conductor PVC Aéreo Preensamblado Aluminio Trifásico con neutro BT 50 mm2 fase 50 mm2 neutro
18,CPAEAL6B070050,Conductor PVC Aéreo Preensamblado Aluminio Trifásico con neutro BT 70 mm2 fase 50 mm2 neutro
18,CPAEAL6B090050,Conductor PVC Aéreo Preensamblado Aluminio Trifásico con neutro BT 90 mm2 fase 50 mm2 neutro
18,CPAEAL6B095050,Conductor PVC Aéreo Preensamblado Aluminio Trifásico con neutro BT 95 mm2 fase 50 mm2 neutro
18,CPAFAL6B006006,Conductor PVC Aéreo Concéntrico Aluminio Trifásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CPAFAL6B013013,Conductor PVC Aéreo Concéntrico Aluminio Trifásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CPAFCU4B004004,Conductor PVC Aéreo Concéntrico Cobre Monofásico con neutro BT 4 mm2 fase 4 mm2 neutro
18,CPAFCU4B006006,Conductor PVC Aéreo Concéntrico Cobre Monofásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CPAFCU4B006007,Conductor PVC Aéreo Concéntrico Cobre Monofásico con neutro BT 6 mm2 fase 7 mm2 neutro
18,CPAFCU5B006006,Conductor PVC Aéreo Concéntrico Cobre Bifásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CPAFCU6B006006,Conductor PVC Aéreo Concéntrico Cobre Trifásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CPAGAL1A070000,Conductor PVC Aéreo Protegido Aluminio Monofásico sin neutro 15 kV 70 mm2 fase 0 mm2 neutro
18,CPAGAL2A050000,Conductor PVC Aéreo Protegido Aluminio Bifásico sin neutro 15 kV 50 mm2 fase 0 mm2 neutro
18,CPAGAL2A070000,Conductor PVC Aéreo Protegido Aluminio Bifásico sin neutro 15 kV 70 mm2 fase 0 mm2 neutro
18,CPAGAL3A050000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 50 mm2 fase 0 mm2 neutro
18,CPAGAL3A070000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 70 mm2 fase 0 mm2 neutro
18,CPAGAL3A095000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 95 mm2 fase 0 mm2 neutro
18,CPAGAL3A185000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 185 mm2 fase 0 mm2 neutro
18,CPAGAL3A300000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 300 mm2 fase 0 mm2 neutro
18,CPAGAL3C050000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 50 mm2 fase 0 mm2 neutro
18,CPAGAL3C070000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 70 mm2 fase 0 mm2 neutro
18,CPAGAL3C095000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 95 mm2 fase 0 mm2 neutro
18,CPAGAL3C185000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 185 mm2 fase 0 mm2 neutro
18,CPAGAL3C300000,Conductor PVC Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 300 mm2 fase 0 mm2 neutro
18,CPSACU3A025000,Conductor PVC Subterráneo Alambre Cobre Trifásico sin neutro 15 kV 25 mm2 fase 0 mm2 neutro
18,CPSACU3A126000,Conductor PVC Subterráneo Alambre Cobre Trifásico sin neutro 15 kV 126 mm2 fase 0 mm2 neutro
18,CPSACU3C013000,Conductor PVC Subterráneo Alambre Cobre Trifásico sin neutro 23 kV 13 mm2 fase 0 mm2 neutro
18,CPSACU4B021021,Conductor PVC Subterráneo Alambre Cobre Monofásico con neutro BT 21 mm2 fase 21 mm2 neutro
18,CPSACU6B013008,Conductor PVC Subterráneo Alambre Cobre Trifásico con neutro BT 13 mm2 fase 8 mm2 neutro
18,CPSACU6B013013,Conductor PVC Subterráneo Alambre Cobre Trifásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CPSACU6B021021,Conductor PVC Subterráneo Alambre Cobre Trifásico con neutro BT 21 mm2 fase 21 mm2 neutro
18,CPSCAL6B240240,Conductor PVC Subterráneo Cable Aluminio Trifásico con neutro BT 240 mm2 fase 240 mm2 neutro
18,CPSCCU1B013000,Conductor PVC Subterráneo Cable Cobre Monofásico sin neutro BT 13 mm2 fase 0 mm2 neutro
18,CPSCCU2C034000,Conductor PVC Subterráneo Cable Cobre Bifásico sin neutro 23 kV 34 mm2 fase 0 mm2 neutro
18,CPSCCU2C042000,Conductor PVC Subterráneo Cable Cobre Bifásico sin neutro 23 kV 42 mm2 fase 0 mm2 neutro
18,CPSCCU3A013000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 13 mm2 fase 0 mm2 neutro
18,CPSCCU3A017000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 17 mm2 fase 0 mm2 neutro
18,CPSCCU3A034000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 34 mm2 fase 0 mm2 neutro
18,CPSCCU3A042000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 42 mm2 fase 0 mm2 neutro
18,CPSCCU3A067000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 67 mm2 fase 0 mm2 neutro
18,CPSCCU3A085000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 85 mm2 fase 0 mm2 neutro
18,CPSCCU3A107000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 107 mm2 fase 0 mm2 neutro
18,CPSCCU3A126000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 126 mm2 fase 0 mm2 neutro
18,CPSCCU3A177000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 177 mm2 fase 0 mm2 neutro
18,CPSCCU3A240000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 240 mm2 fase 0 mm2 neutro
18,CPSCCU3A253000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 253 mm2 fase 0 mm2 neutro
18,CPSCCU3A309000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 15 kV 309 mm2 fase 0 mm2 neutro
18,CPSCCU3C013000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 13 mm2 fase 0 mm2 neutro
18,CPSCCU3C034000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 34 mm2 fase 0 mm2 neutro
18,CPSCCU3C042000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 42 mm2 fase 0 mm2 neutro
18,CPSCCU3C067000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 67 mm2 fase 0 mm2 neutro
18,CPSCCU3C120000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 120 mm2 fase 0 mm2 neutro
18,CPSCCU3C126000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 126 mm2 fase 0 mm2 neutro
18,CPSCCU3C177000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 177 mm2 fase 0 mm2 neutro
18,CPSCCU3C253000,Conductor PVC Subterráneo Cable Cobre Trifásico sin neutro 23 kV 253 mm2 fase 0 mm2 neutro
18,CPSCCU4B005005,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 5 mm2 fase 5 mm2 neutro
18,CPSCCU4B013013,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CPSCCU4B021008,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 21 mm2 fase 8 mm2 neutro
18,CPSCCU4B021021,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 21 mm2 fase 21 mm2 neutro
18,CPSCCU4B033033,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 33 mm2 fase 33 mm2 neutro
18,CPSCCU4B042042,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 42 mm2 fase 42 mm2 neutro
18,CPSCCU4B054054,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 54 mm2 fase 54 mm2 neutro
18,CPSCCU4B067067,Conductor PVC Subterráneo Cable Cobre Monofásico con neutro BT 67 mm2 fase 67 mm2 neutro
18,CPSCCU5B013013,Conductor PVC Subterráneo Cable Cobre Bifásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CPSCCU5B021021,Conductor PVC Subterráneo Cable Cobre Bifásico con neutro BT 21 mm2 fase 21 mm2 neutro
18,CPSCCU5B033021,Conductor PVC Subterráneo Cable Cobre Bifásico con neutro BT 33 mm2 fase 21 mm2 neutro
18,CPSCCU5B107107,Conductor PVC Subterráneo Cable Cobre Bifásico con neutro BT 107 mm2 fase 107 mm2 neutro
18,CPSCCU6B004004,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 4 mm2 fase 4 mm2 neutro
18,CPSCCU6B008003,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 8 mm2 fase 3 mm2 neutro
18,CPSCCU6B008008,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 8 mm2 fase 8 mm2 neutro
18,CPSCCU6B013008,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 13 mm2 fase 8 mm2 neutro
18,CPSCCU6B013013,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CPSCCU6B013016,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 13 mm2 fase 16 mm2 neutro
18,CPSCCU6B013017,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 13 mm2 fase 17 mm2 neutro
18,CPSCCU6B013033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 13 mm2 fase 33 mm2 neutro
18,CPSCCU6B017013,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 17 mm2 fase 13 mm2 neutro
18,CPSCCU6B017017,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 17 mm2 fase 17 mm2 neutro
18,CPSCCU6B021013,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 21 mm2 fase 13 mm2 neutro
18,CPSCCU6B021017,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 21 mm2 fase 17 mm2 neutro
18,CPSCCU6B021021,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 21 mm2 fase 21 mm2 neutro
18,CPSCCU6B021033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 21 mm2 fase 33 mm2 neutro
18,CPSCCU6B033013,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 33 mm2 fase 13 mm2 neutro
18,CPSCCU6B033021,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 33 mm2 fase 21 mm2 neutro
18,CPSCCU6B033033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 33 mm2 fase 33 mm2 neutro
18,CPSCCU6B034013,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 34 mm2 fase 13 mm2 neutro
18,CPSCCU6B034021,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 34 mm2 fase 21 mm2 neutro
18,CPSCCU6B034034,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 34 mm2 fase 34 mm2 neutro
18,CPSCCU6B034042,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 34 mm2 fase 42 mm2 neutro
18,CPSCCU6B042013,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 42 mm2 fase 13 mm2 neutro
18,CPSCCU6B042021,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 42 mm2 fase 21 mm2 neutro
18,CPSCCU6B042033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 42 mm2 fase 33 mm2 neutro
18,CPSCCU6B042034,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 42 mm2 fase 34 mm2 neutro
18,CPSCCU6B042042,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 42 mm2 fase 42 mm2 neutro
18,CPSCCU6B053033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 53 mm2 fase 33 mm2 neutro
18,CPSCCU6B053053,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 53 mm2 fase 53 mm2 neutro
18,CPSCCU6B054021,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 54 mm2 fase 21 mm2 neutro
18,CPSCCU6B054034,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 54 mm2 fase 34 mm2 neutro
18,CPSCCU6B054042,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 54 mm2 fase 42 mm2 neutro
18,CPSCCU6B054054,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 54 mm2 fase 54 mm2 neutro
18,CPSCCU6B067033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 67 mm2 fase 33 mm2 neutro
18,CPSCCU6B067034,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 67 mm2 fase 34 mm2 neutro
18,CPSCCU6B067042,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 67 mm2 fase 42 mm2 neutro
18,CPSCCU6B067054,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 67 mm2 fase 54 mm2 neutro
18,CPSCCU6B067067,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 67 mm2 fase 67 mm2 neutro
18,CPSCCU6B085054,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 85 mm2 fase 54 mm2 neutro
18,CPSCCU6B085067,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 85 mm2 fase 67 mm2 neutro
18,CPSCCU6B085085,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 85 mm2 fase 85 mm2 neutro
18,CPSCCU6B107033,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 107 mm2 fase 33 mm2 neutro
18,CPSCCU6B107042,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 107 mm2 fase 42 mm2 neutro
18,CPSCCU6B107067,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 107 mm2 fase 67 mm2 neutro
18,CPSCCU6B107085,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 107 mm2 fase 85 mm2 neutro
18,CPSCCU6B107107,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 107 mm2 fase 107 mm2 neutro
18,CPSCCU6B120070,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 120 mm2 fase 70 mm2 neutro
18,CPSCCU6B126126,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 126 mm2 fase 126 mm2 neutro
18,CPSCCU6B127127,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 127 mm2 fase 127 mm2 neutro
18,CPSCCU6B152152,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 152 mm2 fase 152 mm2 neutro
18,CPSCCU6B177126,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 177 mm2 fase 126 mm2 neutro
18,CPSCCU6B177177,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 177 mm2 fase 177 mm2 neutro
18,CPSCCU6B185070,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 185 mm2 fase 70 mm2 neutro
18,CPSCCU6B253253,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 253 mm2 fase 253 mm2 neutro
18,CPSCCU6B309309,Conductor PVC Subterráneo Cable Cobre Trifásico con neutro BT 309 mm2 fase 309 mm2 neutro
18,CPSCCU7B000013,Conductor PVC Subterráneo Cable Cobre Solo Neutro Unión BT 0 mm2 fase 13 mm2 neutro
18,CPSCCU7B000021,Conductor PVC Subterráneo Cable Cobre Solo Neutro Unión BT 0 mm2 fase 21 mm2 neutro
18,CPSCCU7B000033,Conductor PVC Subterráneo Cable Cobre Solo Neutro Unión BT 0 mm2 fase 33 mm2 neutro
18,CPSCCU7B000034,Conductor PVC Subterráneo Cable Cobre Solo Neutro Unión BT 0 mm2 fase 34 mm2 neutro
18,CPSGCU3C013000,Conductor PVC Subterráneo Protegido Cobre Trifásico sin neutro 23 kV 13 mm2 fase 0 mm2 neutro
18,CUAAAL4B025025,Conductor Polietileno Aéreo Alambre Aluminio Monofásico con neutro BT 25 mm2 fase 25 mm2 neutro
18,CUAACU2A013000,Conductor Polietileno Aéreo Alambre Cobre Bifásico sin neutro 15 kV 13 mm2 fase 0 mm2 neutro
18,CUAACU4B006006,Conductor Polietileno Aéreo Alambre Cobre Monofásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CUAACU4B008008,Conductor Polietileno Aéreo Alambre Cobre Monofásico con neutro BT 8 mm2 fase 8 mm2 neutro
18,CUAACU5B006006,Conductor Polietileno Aéreo Alambre Cobre Bifásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CUAACU5B008008,Conductor Polietileno Aéreo Alambre Cobre Bifásico con neutro BT 8 mm2 fase 8 mm2 neutro
18,CUAACU6B006006,Conductor Polietileno Aéreo Alambre Cobre Trifásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CUAACU6B008008,Conductor Polietileno Aéreo Alambre Cobre Trifásico con neutro BT 8 mm2 fase 8 mm2 neutro
18,CUAACU7B000006,Conductor Polietileno Aéreo Alambre Cobre Solo Neutro Unión BT 0 mm2 fase 6 mm2 neutro
18,CUAACU7B000008,Conductor Polietileno Aéreo Alambre Cobre Solo Neutro Unión BT 0 mm2 fase 8 mm2 neutro
18,CUACAL4B016016,Conductor Polietileno Aéreo Cable Aluminio Monofásico con neutro BT 16 mm2 fase 16 mm2 neutro
18,CUACAL4B025025,Conductor Polietileno Aéreo Cable Aluminio Monofásico con neutro BT 25 mm2 fase 25 mm2 neutro
18,CUACAL6B035050,Conductor Polietileno Aéreo Cable Aluminio Trifásico con neutro BT 35 mm2 fase 50 mm2 neutro
18,CUACCU6B013013,Conductor Polietileno Aéreo Cable Cobre Trifásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CUACCU6B025025,Conductor Polietileno Aéreo Cable Cobre Trifásico con neutro BT 25 mm2 fase 25 mm2 neutro
18,CUACCU6B025050,Conductor Polietileno Aéreo Cable Cobre Trifásico con neutro BT 25 mm2 fase 50 mm2 neutro
18,CUAEAL4B016050,Conductor Polietileno Aéreo Preensamblado Aluminio Monofásico con neutro BT 16 mm2 fase 50 mm2 neutro
18,CUAEAL4B025025,Conductor Polietileno Aéreo Preensamblado Aluminio Monofásico con neutro BT 25 mm2 fase 25 mm2 neutro
18,CUAEAL4B025050,Conductor Polietileno Aéreo Preensamblado Aluminio Monofásico con neutro BT 25 mm2 fase 50 mm2 neutro
18,CUAEAL4B035050,Conductor Polietileno Aéreo Preensamblado Aluminio Monofásico con neutro BT 35 mm2 fase 50 mm2 neutro
18,CUAEAL4B050050,Conductor Polietileno Aéreo Preensamblado Aluminio Monofásico con neutro BT 50 mm2 fase 50 mm2 neutro
18,CUAEAL6B016025,Conductor Polietileno Aéreo Preensamblado Aluminio Trifásico con neutro BT 16 mm2 fase 25 mm2 neutro
18,CUAEAL6B035050,Conductor Polietileno Aéreo Preensamblado Aluminio Trifásico con neutro BT 35 mm2 fase 50 mm2 neutro
18,CUAEAL6B050035,Conductor Polietileno Aéreo Preensamblado Aluminio Trifásico con neutro BT 50 mm2 fase 35 mm2 neutro
18,CUAEAL6B050050,Conductor Polietileno Aéreo Preensamblado Aluminio Trifásico con neutro BT 50 mm2 fase 50 mm2 neutro
18,CUAECU4B025025,Conductor Polietileno Aéreo Preensamblado Cobre Monofásico con neutro BT 25 mm2 fase 25 mm2 neutro
18,CUAGAL2A050000,Conductor Polietileno Aéreo Protegido Aluminio Bifásico sin neutro 15 kV 50 mm2 fase 0 mm2 neutro
18,CUAGAL2A053000,Conductor Polietileno Aéreo Protegido Aluminio Bifásico sin neutro 15 kV 53 mm2 fase 0 mm2 neutro
18,CUAGAL2A070000,Conductor Polietileno Aéreo Protegido Aluminio Bifásico sin neutro 15 kV 70 mm2 fase 0 mm2 neutro
18,CUAGAL2C033000,Conductor Polietileno Aéreo Protegido Aluminio Bifásico sin neutro 23 kV 33 mm2 fase 0 mm2 neutro
18,CUAGAL2C050000,Conductor Polietileno Aéreo Protegido Aluminio Bifásico sin neutro 23 kV 50 mm2 fase 0 mm2 neutro
18,CUAGAL2C070000,Conductor Polietileno Aéreo Protegido Aluminio Bifásico sin neutro 23 kV 70 mm2 fase 0 mm2 neutro
18,CUAGAL3A033000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 33 mm2 fase 0 mm2 neutro
18,CUAGAL3A050000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 50 mm2 fase 0 mm2 neutro
18,CUAGAL3A053000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 53 mm2 fase 0 mm2 neutro
18,CUAGAL3A070000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 70 mm2 fase 0 mm2 neutro
18,CUAGAL3A095000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 95 mm2 fase 0 mm2 neutro
18,CUAGAL3A107000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 107 mm2 fase 0 mm2 neutro
18,CUAGAL3A150000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 150 mm2 fase 0 mm2 neutro
18,CUAGAL3A185000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 185 mm2 fase 0 mm2 neutro
18,CUAGAL3A300000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 15 kV 300 mm2 fase 0 mm2 neutro
18,CUAGAL3C033000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 33 mm2 fase 0 mm2 neutro
18,CUAGAL3C053000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 53 mm2 fase 0 mm2 neutro
18,CUAGAL3C070000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 70 mm2 fase 0 mm2 neutro
18,CUAGAL3C095000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 95 mm2 fase 0 mm2 neutro
18,CUAGAL3C107000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 107 mm2 fase 0 mm2 neutro
18,CUAGAL3C185000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 185 mm2 fase 0 mm2 neutro
18,CUAGAL3C300000,Conductor Polietileno Aéreo Protegido Aluminio Trifásico sin neutro 23 kV 300 mm2 fase 0 mm2 neutro
18,CUAHAL3A033000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 15 kV 33 mm2 fase 0 mm2 neutro
18,CUAHAL3A053000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 15 kV 53 mm2 fase 0 mm2 neutro
18,CUAHAL3A062000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 15 kV 62 mm2 fase 0 mm2 neutro
18,CUAHAL3A070000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 15 kV 70 mm2 fase 0 mm2 neutro
18,CUAHAL3A107000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 15 kV 107 mm2 fase 0 mm2 neutro
18,CUAHAL3A185000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 15 kV 185 mm2 fase 0 mm2 neutro
18,CUAHAL3C033000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 23 kV 33 mm2 fase 0 mm2 neutro
18,CUAHAL3C053000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 23 kV 53 mm2 fase 0 mm2 neutro
18,CUAHAL3C107000,Conductor Polietileno Aéreo Protegido para red compacta Aluminio Trifásico sin neutro 23 kV 107 mm2 fase 0 mm2 neutro
18,CUSCCU1A034000,Conductor Polietileno Subterráneo Cable Cobre Monofásico sin neutro 15 kV 34 mm2 fase 0 mm2 neutro
18,CXAACU4B006006,Conductor Otra Aéreo Alambre Cobre Monofásico con neutro BT 6 mm2 fase 6 mm2 neutro
18,CXAACU4B010010,Conductor Otra Aéreo Alambre Cobre Monofásico con neutro BT 10 mm2 fase 10 mm2 neutro
18,CXAACU4B013013,Conductor Otra Aéreo Alambre Cobre Monofásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CXAACU4B016016,Conductor Otra Aéreo Alambre Cobre Monofásico con neutro BT 16 mm2 fase 16 mm2 neutro
18,CXAACU5B016016,Conductor Otra Aéreo Alambre Cobre Bifásico con neutro BT 16 mm2 fase 16 mm2 neutro
18,CXAACU6B006013,Conductor Otra Aéreo Alambre Cobre Trifásico con neutro BT 6 mm2 fase 13 mm2 neutro
18,CXAACU6B010010,Conductor Otra Aéreo Alambre Cobre Trifásico con neutro BT 10 mm2 fase 10 mm2 neutro
18,CXAACU6B013013,Conductor Otra Aéreo Alambre Cobre Trifásico con neutro BT 13 mm2 fase 13 mm2 neutro
18,CXAACU6B016016,Conductor Otra Aéreo Alambre Cobre Trifásico con neutro BT 16 mm2 fase 16 mm2 neutro
18,CXAACU7B000006,Conductor Otra Aéreo Alambre Cobre Solo Neutro Unión BT 0 mm2 fase 6 mm2 neutro
18,CXACCU6B033033,Conductor Otra Aéreo Cable Cobre Trifásico con neutro BT 33 mm2 fase 33 mm2 neutro
18,CXACCU6B053053,Conductor Otra Aéreo Cable Cobre Trifásico con neutro BT 53 mm2 fase 53 mm2 neutro
18,CXAEAL6B035050,Conductor Otra Aéreo Preensamblado Aluminio Trifásico con neutro BT 35 mm2 fase 50 mm2 neutro
18,CXAEAL6B050050,Conductor Otra Aéreo Preensamblado Aluminio Trifásico con neutro BT 50 mm2 fase 50 mm2 neutro
18,CXAEAL6B070050,Conductor Otra Aéreo Preensamblado Aluminio Trifásico con neutro BT 70 mm2 fase 50 mm2 neutro
18,CXAEAL6B095050,Conductor Otra Aéreo Preensamblado Aluminio Trifásico con neutro BT 95 mm2 fase 50 mm2 neutro
18,CXAECU6B050050,Conductor Otra Aéreo Preensamblado Cobre Trifásico con neutro BT 50 mm2 fase 50 mm2 neutro
18,CXAECU6B070070,Conductor Otra Aéreo Preensamblado Cobre Trifásico con neutro BT 70 mm2 fase 70 mm2 neutro
18,CXSACU6B085085,Conductor Otra Subterráneo Alambre Cobre Trifásico con neutro BT 85 mm2 fase 85 mm2 neutro
